date,fund,company,ticker,cusip,shares,market value ($),weight (%)
07/14/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,071,921","$128,314,140.17",7.90%
07/14/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,247,190","$125,685,336.70",7.74%
07/14/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,332,285","$120,371,949.75",7.41%
07/14/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"7,236,078","$108,830,613.12",6.70%
07/14/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,024,378","$102,494,258.14",6.31%
07/14/2026,ARKG,ABSCI CORP,ABSI,00091E109,"9,841,783","$100,484,604.43",6.19%
07/14/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"452,501","$71,676,158.40",4.41%
07/14/2026,ARKG,ELI LILLY & CO,LLY,532457108,"60,358","$71,335,309.46",4.39%
07/14/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,211,124","$68,544,844.00",4.22%
07/14/2026,ARKG,ILLUMINA INC,ILMN,452327109,"357,131","$67,872,746.55",4.18%
07/14/2026,ARKG,NATERA INC,NTRA,632307104,"238,363","$65,046,879.07",4.01%
07/14/2026,ARKG,VERACYTE INC,VCYT,92337F107,"849,760","$48,844,204.80",3.01%
07/14/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,662,290","$47,807,460.40",2.94%
07/14/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"3,524,765","$46,474,026.53",2.86%
07/14/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"13,522,574","$44,624,494.20",2.75%
07/14/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"4,735,343","$38,356,278.30",2.36%
07/14/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,669,550","$37,915,480.50",2.34%
07/14/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,899,997","$37,757,960.94",2.33%
07/14/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,761,562","$37,028,033.24",2.28%
07/14/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,027,393","$33,269,519.13",2.05%
07/14/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"443,647","$28,326,860.95",1.74%
07/14/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"478,560","$27,158,280.00",1.67%
07/14/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"873,131","$23,923,789.40",1.47%
07/14/2026,ARKG,CERUS CORP,CERS,157085101,"7,169,426","$22,153,526.34",1.36%
07/14/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"6,057,160","$21,290,917.40",1.31%
07/14/2026,ARKG,ATAIBECKLEY INC,ATAI UQ,04650F101,"4,244,830","$21,096,805.10",1.30%
07/14/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,720,747","$18,256,212.37",1.12%
07/14/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,228,693","$17,545,736.04",1.08%
07/14/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"10,551,231","$15,721,334.19",0.97%
07/14/2026,ARKG,908 DEVICES INC,MASS,65443P102,"1,891,166","$15,034,769.70",0.93%
07/14/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"6,710,541","$5,833,473.29",0.36%
07/14/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"4,413,199","$4,413,198.91",0.27%
