trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-08-05,2026-08-05,2026-08-06,ARKK,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,3532126,3675192,3480897,194295,5.58,0.985496
2026-08-05,2026-08-05,2026-08-06,ARKK,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,2535217,2602425,2498447,103978,4.16,0.985496
2026-08-05,2026-08-05,2026-08-06,ARKK,buy,NVDA,NVIDIA CORP,67066G104,equity,545072,580162,537166,42996,8.00,0.985496
2026-08-05,2026-08-05,2026-08-06,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,18000334,25489991,17739264,7750727,43.69,0.985496
2026-08-05,2026-08-05,2026-08-06,ARKQ,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,1004718,1035840,1001589,34251,3.42,0.996886
2026-08-05,2026-08-05,2026-08-06,ARKW,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,929120,984255,929120,55135,5.93,1.000000
2026-08-05,2026-08-05,2026-08-06,ARKW,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,497209,526719,497209,29510,5.94,1.000000
2026-08-05,2026-08-05,2026-08-06,ARKQ,buy,NVDA,NVIDIA CORP,67066G104,equity,299182,312411,298250,14161,4.75,0.996886
2026-08-05,2026-08-05,2026-08-06,ARKW,buy,NVDA,NVIDIA CORP,67066G104,equity,139805,152006,139805,12201,8.73,1.000000
2026-08-05,2026-08-05,2026-08-06,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,250785,3691,1.47,0.985496
2026-08-05,2026-08-05,2026-08-06,ARKK,buy,WGS,GENEDX HOLDINGS CORP,81663L200,equity,942999,963842,929322,34520,3.71,0.985496
2026-08-05,2026-08-05,2026-08-06,ARKK,buy,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,2037673,2029074,2008119,20955,1.04,0.985496
2026-08-05,2026-08-05,2026-08-06,ARKG,buy,WGS,GENEDX HOLDINGS CORP,81663L200,equity,462936,487158,464668,22490,4.84,1.003740
2026-08-05,2026-08-05,2026-08-06,ARKX,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,537589,551650,537589,14061,2.62,1.000000
2026-08-05,2026-08-05,2026-08-06,ARKF,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,534505,558380,534505,23875,4.47,1.000000
2026-08-05,2026-08-05,2026-08-06,ARKX,buy,NVDA,NVIDIA CORP,67066G104,equity,128266,134079,128266,5813,4.53,1.000000
2026-08-05,2026-08-05,2026-08-06,ARKF,buy,NVDA,NVIDIA CORP,67066G104,equity,88980,94218,88980,5238,5.89,1.000000
2026-08-05,2026-08-05,2026-08-06,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2895001,3558343,2905829,652514,22.46,1.003740
