cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2730343,872863353.67,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1692662.0,""ARKQ"":577563.0,""ARKW"":385459.0,""ARKX"":74659.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1098945,593089627.05,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":465075.0,""ARKQ"":244603.0,""ARKW"":254216.0,""ARKF"":53137.0,""ARKX"":81914.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4235785,500839218.40,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2272197.0,""ARKQ"":962670.0,""ARKW"":472659.0,""ARKX"":528259.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8530997,392511171.97,2,ARKG|ARKK,"{""ARKK"":6193215.0,""ARKG"":2337782.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3777581,383726677.98,3,ARKF|ARKK|ARKW,"{""ARKK"":2462025.0,""ARKW"":869584.0,""ARKF"":445972.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3376194,378133728.00,3,ARKF|ARKK|ARKW,"{""ARKK"":2167520.0,""ARKW"":634085.0,""ARKF"":574589.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7675033,364794318.49,2,ARKG|ARKK,"{""ARKK"":5627912.0,""ARKG"":2047121.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2223537,358345222.92,3,ARKF|ARKK|ARKW,"{""ARKK"":1583872.0,""ARKW"":381193.0,""ARKF"":258472.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7188750,345491325.00,2,ARKG|ARKK,"{""ARKK"":4082314.0,""ARKG"":3106436.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2791641,344404750.17,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1406917.0,""ARKQ"":580779.0,""ARKW"":367404.0,""ARKF"":247660.0,""ARKX"":188881.0}"
023135106,AMZN,AMAZON.COM INC,equity,1406716,328693260.56,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":618554.0,""ARKQ"":264229.0,""ARKW"":265890.0,""ARKF"":115379.0,""ARKX"":142664.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3382220,312652416.80,2,ARKG|ARKK,"{""ARKK"":2062597.0,""ARKG"":1319623.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4840956,301010644.08,3,ARKF|ARKK|ARKW,"{""ARKK"":3388146.0,""ARKW"":913233.0,""ARKF"":539577.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,887432,282505102.88,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":332126.0,""ARKQ"":273177.0,""ARKW"":185493.0,""ARKX"":96636.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5307641,252378329.55,3,ARKF|ARKK|ARKW,"{""ARKK"":3827069.0,""ARKW"":1048460.0,""ARKF"":432112.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
67066G104,NVDA,NVIDIA CORP,equity,1131533,236218829.08,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":495189.0,""ARKQ"":292957.0,""ARKW"":129553.0,""ARKF"":85949.0,""ARKX"":127885.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4590448,226951749.12,3,ARKK|ARKQ|ARKX,"{""ARKK"":1262589.0,""ARKQ"":2297297.0,""ARKX"":1030562.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8388549,217347304.59,2,ARKG|ARKK,"{""ARKK"":6075181.0,""ARKG"":2313368.0}"
852234103,XYZ,BLOCK INC,equity,2811784,215073358.16,3,ARKF|ARKK|ARKW,"{""ARKK"":1500930.0,""ARKW"":722271.0,""ARKF"":588583.0}"
880770102,TER,TERADYNE INC,equity,572623,214017846.25,3,ARKK|ARKQ|ARKX,"{""ARKK"":145863.0,""ARKQ"":341573.0,""ARKX"":85187.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2268527,183977539.70,2,ARKK|ARKW,"{""ARKK"":1633451.0,""ARKW"":635076.0}"
244199105,DE,DEERE & CO,equity,289594,176658131.88,3,ARKK|ARKQ|ARKX,"{""ARKK"":100560.0,""ARKQ"":113035.0,""ARKX"":75999.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,416053,172903305.74,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":133654.0,""ARKQ"":161886.0,""ARKW"":88262.0,""ARKX"":32251.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,257140,155852554.00,3,ARKF|ARKK|ARKW,"{""ARKK"":139737.0,""ARKW"":74835.0,""ARKF"":42568.0}"
452327109,ILMN,ILLUMINA INC,equity,758101,149239762.86,2,ARKG|ARKK,"{""ARKK"":396965.0,""ARKG"":361136.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,13366645,148369759.50,2,ARKG|ARKK,"{""ARKK"":10544700.0,""ARKG"":2821945.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28748068,146902627.48,3,ARKK|ARKQ|ARKX,"{""ARKK"":14045381.0,""ARKQ"":9384690.0,""ARKX"":5317997.0}"
G16910120,BLSH,BULLISH,equity,6038659,146377094.16,3,ARKF|ARKK|ARKW,"{""ARKK"":4270851.0,""ARKW"":1000837.0,""ARKF"":766971.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,646218,142167960.00,2,ARKK|ARKW,"{""ARKK"":500399.0,""ARKW"":145819.0}"
11135F101,AVGO,BROADCOM INC,equity,356314,139842555.58,3,ARKK|ARKQ|ARKW,"{""ARKK"":177551.0,""ARKQ"":83724.0,""ARKW"":95039.0}"
632307104,NTRA,NATERA INC,equity,509288,134803440.72,2,ARKG|ARKK,"{""ARKK"":268252.0,""ARKG"":241036.0}"
