trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-09-17,2026-09-17,2026-09-18,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,102640411,158892141,105618368,53273773,50.44,1.029013
2026-09-17,2026-09-17,2026-09-18,ARKK,buy,CRWV,COREWEAVE INC-CL A,21873S108,equity,2143038,2397075,2205215,191860,8.70,1.029013
2026-09-17,2026-09-17,2026-09-18,ARKW,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,31730118,36587161,31597943,4989218,15.79,0.995834
2026-09-17,2026-09-17,2026-09-18,ARKW,buy,CRWV,COREWEAVE INC-CL A,21873S108,equity,772673,816669,769454,47215,6.14,0.995834
2026-09-17,2026-09-17,2026-09-18,ARKK,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,261859,-7383,-2.82,1.029013
2026-09-17,2026-09-17,2026-09-18,ARKK,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,9844666,9839063,10130294,-291231,-2.87,1.029013
2026-09-17,2026-09-17,2026-09-18,ARKG,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,2720249,2720249,2903383,-183134,-6.31,1.067323
2026-09-17,2026-09-17,2026-09-18,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,9604665,8382096,10251277,-1869181,-18.23,1.067323
2026-09-17,2026-09-17,2026-09-18,ARKF,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,433692,433692,441058,-7366,-1.67,1.016983
2026-09-17,2026-09-17,2026-09-18,ARKF,sell,,ARK BITCOIN ETF HOLDCO (ARKF),MM005473T,bitcoin_holdco,1630859,1630859,1658557,-27698,-1.67,1.016983
2026-09-17,2026-09-17,2026-09-18,ARKF,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,31991,31991,32534,-543,-1.67,1.016983
2026-09-17,2026-09-17,2026-09-18,ARKF,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,13150667,13237023,13374010,-136987,-1.02,1.016983
2026-09-17,2026-09-17,2026-09-18,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,190528,187723,196056,-8333,-4.25,1.029013
2026-09-17,2026-09-17,2026-09-18,ARKK,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,444149,-12523,-2.82,1.029013
2026-09-17,2026-09-17,2026-09-18,ARKF,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,47749,47046,48560,-1514,-3.12,1.016983
2026-09-17,2026-09-17,2026-09-18,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,75443,74332,75129,-797,-1.06,0.995834
2026-09-17,2026-09-17,2026-09-18,ARKF,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,78805,78805,80143,-1338,-1.67,1.016983
