symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2591211,988832029.71,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1634371;ARKQ=557145;ARKW=339051;ARKX=60644
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1282583,666750772.55,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=54451;ARKK=578170;ARKQ=279833;ARKW=271413;ARKX=98716
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3338008,521096428.88,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1742760;ARKQ=777607;ARKW=324842;ARKX=492799
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4412505,455591141.25,3,ARKF|ARKK|ARKW,ARKF=457024;ARKK=2989719;ARKW=965762
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7961626,429848187.74,2,ARKG|ARKK,ARKG=1940987;ARKK=6020639
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8539618,415110830.98,2,ARKG|ARKK,ARKG=2044680;ARKK=6494938
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3740516,402778762.88,3,ARKF|ARKK|ARKW,ARKF=616194;ARKK=2470204;ARKW=654118
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,4155597,353225745.00,2,ARKG|ARKK,ARKG=1518501;ARKK=2637096
AMZN,NASDAQ,023135106,AMAZON.COM INC,1450788,339643978.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=118232;ARKK=647615;ARKQ=269047;ARKW=260305;ARKX=155589
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2119999,335341441.82,3,ARKF|ARKK|ARKW,ARKF=247526;ARKK=1534433;ARKW=338040
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2799879,326745879.30,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=244275;ARKK=1419685;ARKQ=591369;ARKW=338514;ARKX=206036
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,920367,318520611.36,4,ARKK|ARKQ|ARKW|ARKX,ARKK=355234;ARKQ=278157;ARKW=181598;ARKX=105378
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,3976594,300948633.92,3,ARKF|ARKK|ARKW,ARKF=465536;ARKK=2811868;ARKW=699190
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8540133,283532415.60,2,ARKG|ARKK,ARKG=2041051;ARKK=6499082
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8618194,274661842.78,2,ARKG|ARKK,ARKG=2945366;ARKK=5672828
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5563376,262090643.36,3,ARKF|ARKK|ARKW,ARKF=442822;ARKK=4094119;ARKW=1026435
TER,NASDAQ,880770102,TERADYNE INC,599037,251667424.44,3,ARKK|ARKQ|ARKX,ARKK=156000;ARKQ=347801;ARKX=95236
NVDA,NASDAQ,67066G104,NVIDIA CORP,1182439,236535097.56,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=88073;ARKK=529742;ARKQ=298297;ARKW=126833;ARKX=139494
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2144265,226691695.80,2,ARKK|ARKW,ARKK=1556345;ARKW=587920
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,14264355,217531413.75,2,ARKG|ARKK,ARKG=2780537;ARKK=11483818
DE,NYSE,244199105,DEERE & CO,365549,216383075.06,3,ARKK|ARKQ|ARKX,ARKK=123230;ARKQ=150081;ARKX=92238
