cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2733339,974654020.62,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1712551.0,""ARKQ"":563948.0,""ARKW"":385983.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4969034,713006688.66,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2810653.0,""ARKQ"":1053214.0,""ARKW"":561916.0,""ARKX"":543251.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,7511300,517153005.00,2,ARKG|ARKK,"{""ARKK"":5125517.0,""ARKG"":2385783.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5364271,462936587.30,3,ARKF|ARKK|ARKW,"{""ARKK"":3815675.0,""ARKW"":955024.0,""ARKF"":593572.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,5532508,411563270.12,2,ARKG|ARKK,"{""ARKK"":2980214.0,""ARKG"":2552294.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3602749,397923627.05,3,ARKF|ARKK|ARKW,"{""ARKK"":2354555.0,""ARKW"":814502.0,""ARKF"":433692.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7592874,393538659.42,2,ARKG|ARKK,"{""ARKK"":5520606.0,""ARKG"":2072268.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2263329,389541554.19,3,ARKF|ARKK|ARKW,"{""ARKK"":1619572.0,""ARKW"":387523.0,""ARKF"":256234.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2794794,385961051.40,2,ARKG|ARKK,"{""ARKK"":1593804.0,""ARKG"":1200990.0}"
67066G104,NVDA,NVIDIA CORP,equity,1717775,364460321.75,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":743441.0,""ARKQ"":428976.0,""ARKW"":283484.0,""ARKF"":111999.0,""ARKX"":149875.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2105728,363364423.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":985535.0,""ARKQ"":496166.0,""ARKW"":274292.0,""ARKF"":192421.0,""ARKX"":157314.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,712571,359278298.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":327587.0,""ARKQ"":155626.0,""ARKW"":137808.0,""ARKF"":26224.0,""ARKX"":65326.0}"
023135106,AMZN,AMAZON.COM INC,equity,1404004,348782673.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":612846.0,""ARKQ"":264140.0,""ARKW"":273898.0,""ARKF"":117160.0,""ARKX"":135960.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2436385,316388956.10,3,ARKF|ARKK|ARKW,"{""ARKK"":1496996.0,""ARKW"":517262.0,""ARKF"":422127.0}"
