symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2655934,1044977232.30,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1681600;ARKQ=552156;ARKW=353694;ARKX=68484
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1266087,655605170.34,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53721;ARKK=570212;ARKQ=277328;ARKW=269085;ARKX=95741
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3335542,540357804.00,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1745845;ARKQ=779274;ARKW=328772;ARKX=481651
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8646669,521134740.63,2,ARKG|ARKK,ARKG=2241109;ARKK=6405560
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4402536,496297883.28,3,ARKF|ARKK|ARKW,ARKF=450884;ARKK=2994178;ARKW=957474
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7982364,479580429.12,2,ARKG|ARKK,ARKG=2044594;ARKK=5937770
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3692628,441121340.88,3,ARKF|ARKK|ARKW,ARKF=607914;ARKK=2436210;ARKW=648504
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3881381,385188250.44,2,ARKG|ARKK,ARKG=1467055;ARKK=2414326
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2877213,372023640.90,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=250388;ARKK=1484317;ARKQ=586074;ARKW=356603;ARKX=199831
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2233076,369529416.48,3,ARKF|ARKK|ARKW,ARKF=254104;ARKK=1621792;ARKW=357180
AMZN,NASDAQ,023135106,AMAZON.COM INC,1444809,350611800.03,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=116647;ARKK=652539;ARKQ=266638;ARKW=258071;ARKX=150914
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8299455,323761739.55,2,ARKG|ARKK,ARKG=3102601;ARKK=5196854
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,908281,323511526.58,4,ARKK|ARKQ|ARKW|ARKX,ARKK=350358;ARKQ=275667;ARKW=180040;ARKX=102216
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5492266,304326459.06,3,ARKF|ARKK|ARKW,ARKF=436872;ARKK=4037769;ARKW=1017625
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8559623,297789284.17,2,ARKG|ARKK,ARKG=2149988;ARKK=6409635
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4438615,286823301.30,3,ARKF|ARKK|ARKW,ARKF=497583;ARKK=3160790;ARKW=780242
