symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,364.2700,297.3800,498.8300,33.20,-26.98,22.49,366.2000,-0.53,1113400705.40,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,152.7100,104.8300,225.6400,39.63,-32.32,45.67,154.8100,-1.36,847102981.28,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,77.8400,40.7700,104.3200,58.33,-25.38,90.92,80.3600,-3.14,687796418.40,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,91.7800,49.9000,159.4700,38.22,-42.45,83.93,85.0900,7.86,515663183.81,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,56.5600,44.1200,78.4800,36.20,-27.93,28.20,57.3250,-1.33,498180275.55,ARKG|ARKK,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,166.9900,23.3000,167.0500,99.96,-0.04,616.70,155.5600,7.35,489860617.84,ARKG|ARKK,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,76.6000,11.1600,79.9400,95.14,-4.18,586.38,76.9700,-0.48,478276032.06,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,194.2500,139.1100,402.1600,20.96,-51.70,39.64,173.9700,11.66,445117032.45,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,119.8200,63.5150,153.8600,62.32,-22.12,88.65,109.8100,9.12,440607793.36,ARKF|ARKK|ARKW,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,559.8200,154.7800,584.7300,94.21,-4.26,261.69,545.0900,2.70,421135988.91,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
NVDA,NVIDIA CORP,NASDAQ,222.2700,164.2700,236.5400,80.25,-6.03,35.31,219.3400,1.34,406856178.74,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
