symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2651261,1050376582.98,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1670380;ARKQ=548830;ARKW=365942;ARKX=66109
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1157301,634351397.13,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53137;ARKK=505934;ARKQ=249232;ARKW=262086;ARKX=86912
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3786063,515207453.04,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2029275;ARKQ=855857;ARKW=407215;ARKX=493716
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8604394,504819795.98,2,ARKG|ARKK,ARKG=2241580;ARKK=6362814
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4246437,481758277.65,3,ARKF|ARKK|ARKW,ARKF=445972;ARKK=2842991;ARKW=957474
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3692202,464035947.36,3,ARKF|ARKK|ARKW,ARKF=601290;ARKK=2419952;ARKW=670960
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7917461,399515082.06,2,ARKG|ARKK,ARKG=2019324;ARKK=5898137
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2866464,383303566.08,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=247660;ARKK=1474417;ARKQ=582544;ARKW=368947;ARKX=192896
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2301113,371629749.50,3,ARKF|ARKK|ARKW,ARKF=258472;ARKK=1659847;ARKW=382794
AMZN,NASDAQ,023135106,AMAZON.COM INC,1441301,356707584.49,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=115379;ARKK=648194;ARKQ=265032;ARKW=267007;ARKX=145689
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,7746344,354705091.76,2,ARKG|ARKK,ARKG=3064251;ARKK=4682093
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3600654,333168514.62,2,ARKG|ARKK,ARKG=1316545;ARKK=2284109
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,906987,324093664.71,4,ARKK|ARKQ|ARKW|ARKX,ARKK=348026;ARKQ=274007;ARKW=186272;ARKX=98682
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4872721,308053421.62,3,ARKF|ARKK|ARKW,ARKF=528065;ARKK=3453969;ARKW=890687
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5495796,299356008.12,3,ARKF|ARKK|ARKW,ARKF=432112;ARKK=4010819;ARKW=1052865
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8587280,265261079.20,2,ARKG|ARKK,ARKG=2220424;ARKK=6366856
NVDA,NASDAQ,67066G104,NVIDIA CORP,1159459,245573416.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=85949;ARKK=518964;ARKQ=293847;ARKW=130097;ARKX=130602
XYZ,NYSE,852234103,BLOCK INC,2886818,230916571.82,3,ARKF|ARKK|ARKW,ARKF=588583;ARKK=1572930;ARKW=725305
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4529303,228095699.08,3,ARKK|ARKQ|ARKX,ARKK=1323189;ARKQ=2195183;ARKX=1010931
TER,NASDAQ,880770102,TERADYNE INC,584637,206511327.51,3,ARKK|ARKQ|ARKX,ARKK=152838;ARKQ=342611;ARKX=89188
DE,NYSE,244199105,DEERE & CO,324511,189644228.40,3,ARKK|ARKQ|ARKX,ARKK=111454;ARKQ=129397;ARKX=83660
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,14142927,188100929.10,2,ARKG|ARKK,ARKG=2892757;ARKK=11250170
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2230538,178309207.72,2,ARKK|ARKW,ARKK=1627480;ARKW=603058
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,423972,178233589.08,4,ARKK|ARKQ|ARKW|ARKX,ARKK=140029;ARKQ=162378;ARKW=88632;ARKX=32933
ILMN,NASDAQ,452327109,ILLUMINA INC,818012,156403894.40,2,ARKG|ARKK,ARKG=356241;ARKK=461771
BLSH,NYSE,G16910120,BULLISH,6247914,155260662.90,3,ARKF|ARKK|ARKW,ARKF=766971;ARKK=4475901;ARKW=1005042
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,229484,151698103.36,3,ARKF|ARKK|ARKW,ARKF=37931;ARKK=127084;ARKW=64469
NTRA,NASDAQ,632307104,NATERA INC,550602,150127141.32,2,ARKG|ARKK,ARKG=237769;ARKK=312833
AVGO,NASDAQ,11135F101,BROADCOM INC,365442,142197136.62,3,ARKK|ARKQ|ARKW,ARKK=186026;ARKQ=83978;ARKW=95438
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,28475433,138105850.05,3,ARKK|ARKQ|ARKX,ARKK=14167511;ARKQ=9034261;ARKX=5273661
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,670830,136721862.30,2,ARKK|ARKW,ARKK=524399;ARKW=146431
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,8057290,131253254.10,3,ARKF|ARKK|ARKW,ARKF=755266;ARKK=5762405;ARKW=1539619
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,411703,119397987.03,3,ARKQ|ARKX|PRNT,ARKQ=207003;ARKX=201674;PRNT=3026
RKLB,NASDAQ,773121108,ROCKET LAB,1508029,118847765.49,2,ARKQ|ARKX,ARKQ=937260;ARKX=570769
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,34718239,115958918.26,2,ARKG|ARKK,ARKG=13503707;ARKK=21214532
VCYT,NASDAQ,92337F107,VERACYTE INC,1943830,110059654.60,2,ARKG|ARKK,ARKG=847640;ARKK=1096190
PSNL,NASDAQ,71535D106,PERSONALIS INC,7055022,106036980.66,1,ARKG,ARKG=7055022
LLY,NYSE,532457108,ELI LILLY & CO,89956,103677888.24,2,ARKG|ARKK,ARKG=60208;ARKK=29748
ABSI,NASDAQ,00091E109,ABSCI CORP,9813765,100394815.95,1,ARKG,ARKG=9813765
BWXT,NYSE,05605H100,BWX TECHNOLOGIES INC,516818,92939380.94,3,ARKK|ARKQ|ARKX,ARKK=268050;ARKQ=175815;ARKX=72953
XE,NASDAQ,98386P102,X-ENERGY INC,5824945,89296406.85,3,ARKK|ARKQ|ARKX,ARKK=3966703;ARKQ=1267626;ARKX=590616
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1360588,84941508.84,2,ARKG|ARKK,ARKG=442541;ARKK=918047
AVAV,NASDAQ,008073108,AEROVIRONMENT INC,554561,79562866.67,2,ARKQ|ARKX,ARKQ=320293;ARKX=234268
GH,NASDAQ,40131M109,GUARDANT HEALTH INC,451373,72269331.03,1,ARKG,ARKG=451373
CRWD,NASDAQ,22788C105,CROWDSTRIKE HOLDINGS INC - A,338180,71264671.40,2,ARKF|ARKW,ARKF=87696;ARKW=250484
DASH,NASDAQ,25809K105,DOORDASH INC - A,373946,70223319.34,4,ARKF|ARKQ|ARKW|ARKX,ARKF=58081;ARKQ=146948;ARKW=95472;ARKX=73445
SOFI,NASDAQ,83406F102,SOFI TECHNOLOGIES INC,3506039,65037023.45,2,ARKF|ARKK,ARKF=1169459;ARKK=2336580
SNOW,NYSE,833445109,SNOWFLAKE INC,234553,64722554.82,2,ARKK|ARKW,ARKK=158944;ARKW=75609
TRMB,NASDAQ,896239100,TRIMBLE INC,1230311,63459441.38,2,ARKQ|ARKX,ARKQ=752919;ARKX=477392
FIG,NYSE,316841105,FIGMA INC-CL A,2609015,62251097.90,2,ARKK|ARKW,ARKK=1588068;ARKW=1020947
