trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-14,2026-07-14,2026-07-15,ARKK,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,3395052,3453969,3294479,159490,4.84,0.970377
2026-07-14,2026-07-14,2026-07-15,ARKK,buy,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,2870733,2842991,2785692,57299,2.06,0.970377
2026-07-14,2026-07-14,2026-07-15,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,246938,7538,3.05,0.970377
2026-07-14,2026-07-14,2026-07-15,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,6825947,11317040,6805332,4511708,66.30,0.996980
2026-07-14,2026-07-14,2026-07-15,ARKG,buy,IONS,IONIS PHARMACEUTICALS INC,462222100,equity,478560,526369,477365,49004,10.27,0.997503
2026-07-14,2026-07-14,2026-07-15,ARKW,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,848287,890687,848287,42400,5.00,1.000000
2026-07-14,2026-07-14,2026-07-15,ARKK,buy,XE,X-ENERGY INC,98386P102,equity,3978510,3966703,3860653,106050,2.75,0.970377
2026-07-14,2026-07-14,2026-07-15,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,880246,2282946,880246,1402700,159.35,1.000000
2026-07-14,2026-07-14,2026-07-15,ARKF,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,509970,528065,509970,18095,3.55,1.000000
2026-07-14,2026-07-14,2026-07-15,ARKQ,buy,KTOS,KRATOS DEFENSE & SECURITY,50077B207,equity,2179665,2195183,2173082,22101,1.02,0.996980
2026-07-14,2026-07-14,2026-07-15,ARKW,buy,XYZ,BLOCK INC,852234103,equity,711987,725305,711987,13318,1.87,1.000000
2026-07-14,2026-07-14,2026-07-15,ARKF,buy,,SECURITIZE CORP,81517B101,equity,340300,453570,340300,113270,33.29,1.000000
2026-07-14,2026-07-14,2026-07-15,ARKQ,buy,XE,X-ENERGY INC,98386P102,equity,1239301,1267626,1235558,32068,2.60,0.996980
2026-07-14,2026-07-14,2026-07-15,ARKG,buy,BEAM,BEAM THERAPEUTICS INC,07373V105,equity,2211124,2220424,2205604,14820,0.67,0.997503
2026-07-14,2026-07-14,2026-07-15,ARKF,buy,XYZ,BLOCK INC,852234103,equity,582872,588583,582872,5711,0.98,1.000000
2026-07-14,2026-07-14,2026-07-15,ARKQ,buy,KDK,KODIAK AI INC,500081104,equity,3486168,3569536,3475639,93897,2.70,0.996980
2026-07-14,2026-07-14,2026-07-15,ARKG,buy,PRME,PRIME MEDICINE INC,74168J101,equity,6057160,6130834,6042038,88796,1.47,0.997503
2026-07-14,2026-07-14,2026-07-15,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,equity,873131,881375,870951,10424,1.20,0.997503
2026-07-14,2026-07-14,2026-07-15,ARKX,buy,KTOS,KRATOS DEFENSE & SECURITY,50077B207,equity,1005442,1010931,1005442,5489,0.55,1.000000
2026-07-14,2026-07-14,2026-07-15,ARKX,buy,XE,X-ENERGY INC,98386P102,equity,577345,590616,577345,13271,2.30,1.000000
2026-07-14,2026-07-14,2026-07-15,ARKQ,buy,PONY,PONY AI INC,732908108,equity,2092156,2103341,2085837,17504,0.84,0.996980
2026-07-14,2026-07-14,2026-07-15,ARKX,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2181911,2242829,2181911,60918,2.79,1.000000
2026-07-14,2026-07-14,2026-07-15,ARKK,buy,,BRERA HOLDINGS PLC-CL B,G13311132,equity,364423,364423,353628,10795,3.05,0.970377
2026-07-14,2026-07-14,2026-07-15,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,418840,12786,3.05,0.970377
2026-07-14,2026-07-14,2026-07-15,PRNT,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,339100,339100,325954,13146,4.03,0.961233
2026-07-14,2026-07-14,2026-07-15,PRNT,buy,3402,TORAY INDUSTRIES INC,6897143,equity,10290,10090,9891,199,2.01,0.961233
2026-07-14,2026-07-14,2026-07-15,PRNT,buy,CRS,CARPENTER TECHNOLOGY,144285103,equity,178,172,171,1,0.53,0.961233
2026-07-14,2026-07-14,2026-07-15,PRNT,buy,JBL,JABIL INC,466313103,equity,245,237,236,1,0.64,0.961233
