symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2547109,956515842.77,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1591339;ARKQ=557145;ARKW=339051;ARKX=59574
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1265609,657787621.66,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=54451;ARKK=562946;ARKQ=279833;ARKW=271413;ARKX=96966
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3283430,507421272.20,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1696912;ARKQ=777607;ARKW=324842;ARKX=484069
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8392571,435910137.74,2,ARKG|ARKK,ARKG=2068617;ARKK=6323954
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3675484,419630008.28,3,ARKF|ARKK|ARKW,ARKF=616194;ARKK=2405172;ARKW=654118
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4315899,419462223.81,3,ARKF|ARKK|ARKW,ARKF=457024;ARKK=2893113;ARKW=965762
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7805621,417991004.55,2,ARKG|ARKK,ARKG=1943514;ARKK=5862107
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,4058456,370739955.60,2,ARKG|ARKK,ARKG=1490792;ARKK=2567664
AMZN,NASDAQ,023135106,AMAZON.COM INC,1431010,335242712.70,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=118232;ARKK=630587;ARKQ=269047;ARKW=260305;ARKX=152839
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,909179,313703122.16,4,ARKK|ARKQ|ARKW|ARKX,ARKK=345906;ARKQ=278157;ARKW=181598;ARKX=103518
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2758873,313132085.50,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=244275;ARKK=1382329;ARKQ=591369;ARKW=338514;ARKX=202386
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2079607,312169806.77,3,ARKF|ARKK|ARKW,ARKF=247526;ARKK=1494041;ARKW=338040
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8472693,293155177.80,2,ARKG|ARKK,ARKG=2949201;ARKK=5523492
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8371674,283799748.60,2,ARKG|ARKK,ARKG=2043708;ARKK=6327966
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,3902586,277005554.28,3,ARKF|ARKK|ARKW,ARKF=465536;ARKK=2737860;ARKW=699190
