trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-06-30,2026-06-30,2026-07-01,ARKK,buy,SOFI,SOFI TECHNOLOGIES INC,83406F102,equity,2050343,2252438,2050343,202095,9.86,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKK,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,2855434,2898410,2855434,42976,1.51,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKK,buy,BLSH,BULLISH,G16910120,equity,4204041,4312846,4204041,108805,2.59,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKK,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,equity,1580340,1593256,1580340,12916,0.82,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKK,buy,AMZN,AMAZON.COM INC,023135106,equity,634288,641084,634288,6796,1.07,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKK,buy,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,2929037,2945065,2929037,16028,0.55,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKK,buy,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,equity,20304177,20667375,20304177,363198,1.79,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKK,buy,XE,X-ENERGY INC,98386P102,equity,2633535,2703349,2633535,69814,2.65,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKG,buy,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,equity,13413620,13476095,13234142,241953,1.83,0.986620
2026-06-30,2026-06-30,2026-07-01,ARKK,buy,SNOW,SNOWFLAKE INC,833445109,equity,152110,154685,152110,2575,1.69,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,equity,657202,667242,648408,18834,2.90,0.986620
2026-06-30,2026-06-30,2026-07-01,ARKG,buy,GENB,GENERATE BIOMEDICINES INC,370920100,equity,816247,833273,805325,27948,3.47,0.986620
2026-06-30,2026-06-30,2026-07-01,ARKW,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,719816,726396,719816,6580,0.91,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKW,buy,BLSH,BULLISH,G16910120,equity,936867,954221,936867,17354,1.85,1.000000
2026-06-30,2026-06-30,2026-07-01,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,6692372,7056032,6672399,383633,5.75,0.997016
2026-06-30,2026-06-30,2026-07-01,ARKW,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,equity,354983,357180,354983,2197,0.62,1.000000
