cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2722689,964049721.12,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1706986.0,""ARKQ"":562147.0,""ARKW"":382699.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4951753,732611856.35,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2801518.0,""ARKQ"":1049850.0,""ARKW"":557134.0,""ARKX"":543251.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5486095,559855994.75,3,ARKF|ARKK|ARKW,"{""ARKK"":3916644.0,""ARKW"":975879.0,""ARKF"":593572.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,7831590,506077345.80,2,ARKG|ARKK,"{""ARKK"":5321487.0,""ARKG"":2510103.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3568169,435709116.59,3,ARKF|ARKK|ARKW,"{""ARKK"":2319975.0,""ARKW"":814502.0,""ARKF"":433692.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2291394,423082988.16,3,ARKF|ARKK|ARKW,"{""ARKK"":1650935.0,""ARKW"":384225.0,""ARKF"":256234.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7524802,419808703.58,2,ARKG|ARKK,"{""ARKK"":5381655.0,""ARKG"":2143147.0}"
67066G104,NVDA,NVIDIA CORP,equity,1711578,394279108.08,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":741026.0,""ARKQ"":427606.0,""ARKW"":281072.0,""ARKF"":111999.0,""ARKX"":149875.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6101505,382259288.25,2,ARKG|ARKK,"{""ARKK"":3082482.0,""ARKG"":3019023.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2171327,378527435.91,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1055053.0,""ARKQ"":494581.0,""ARKW"":271958.0,""ARKF"":192421.0,""ARKX"":157314.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2950561,367993967.92,2,ARKG|ARKK,"{""ARKK"":1662903.0,""ARKG"":1287658.0}"
023135106,AMZN,AMAZON.COM INC,equity,1418841,366784586.91,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":630856.0,""ARKQ"":263297.0,""ARKW"":271568.0,""ARKF"":117160.0,""ARKX"":135960.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2476962,359382416.58,3,ARKF|ARKK|ARKW,"{""ARKK"":1541975.0,""ARKW"":512860.0,""ARKF"":422127.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,749695,358031841.15,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":357105.0,""ARKQ"":155129.0,""ARKW"":145911.0,""ARKF"":26224.0,""ARKX"":65326.0}"
852234103,XYZ,BLOCK INC,equity,3642461,301450072.36,3,ARKF|ARKK|ARKW,"{""ARKK"":2004916.0,""ARKW"":847017.0,""ARKF"":790528.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,855281,286784272.11,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":325978.0,""ARKQ"":259067.0,""ARKW"":181598.0,""ARKX"":88638.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8384296,248678219.36,2,ARKG|ARKK,"{""ARKK"":5962400.0,""ARKG"":2421896.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2685045,239935621.20,2,ARKK|ARKW,"{""ARKK"":1934905.0,""ARKW"":750140.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,1083858,227664372.90,2,ARKK|ARKW,"{""ARKK"":842891.0,""ARKW"":240967.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4565713,218332395.66,3,ARKK|ARKQ|ARKX,"{""ARKK"":1362759.0,""ARKQ"":2234788.0,""ARKX"":968166.0}"
G16910120,BLSH,BULLISH,equity,5705033,205381188.00,3,ARKF|ARKK|ARKW,"{""ARKK"":4098431.0,""ARKW"":860751.0,""ARKF"":745851.0}"
880770102,TER,TERADYNE INC,equity,570474,203676332.22,3,ARKK|ARKQ|ARKX,"{""ARKK"":168412.0,""ARKQ"":323927.0,""ARKX"":78135.0}"
11135F101,AVGO,BROADCOM INC,equity,554462,198439177.50,3,ARKK|ARKQ|ARKW,"{""ARKK"":310711.0,""ARKQ"":120816.0,""ARKW"":122935.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,437448,187625821.68,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":152079.0,""ARKQ"":160379.0,""ARKW"":92547.0,""ARKX"":32443.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,7503196,187354804.12,3,ARKF|ARKK|ARKW,"{""ARKK"":5267757.0,""ARKW"":1500973.0,""ARKF"":734466.0}"
773121108,RKLB UQ,ROCKET LAB,equity,2733329,175643721.54,3,ARKK|ARKQ|ARKX,"{""ARKK"":1030332.0,""ARKQ"":1091527.0,""ARKX"":611470.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,277787,171330687.99,3,ARKF|ARKK|ARKW,"{""ARKK"":152852.0,""ARKW"":80852.0,""ARKF"":44083.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12463092,158779792.08,2,ARKG|ARKK,"{""ARKK"":9568779.0,""ARKG"":2894313.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,27560123,157368302.33,3,ARKK|ARKQ|ARKX,"{""ARKK"":13784642.0,""ARKQ"":8899782.0,""ARKX"":4875699.0}"
452327109,ILMN,ILLUMINA INC,equity,716507,156356157.54,2,ARKG|ARKK,"{""ARKK"":338461.0,""ARKG"":378046.0}"
632307104,NTRA,NATERA INC,equity,463780,152203320.40,2,ARKG|ARKK,"{""ARKK"":211458.0,""ARKG"":252322.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1492248,128318405.52,2,ARKG|ARKK,"{""ARKK"":965715.0,""ARKG"":526533.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,34198603,124140928.89,2,ARKG|ARKK,"{""ARKK"":19866796.0,""ARKG"":14331807.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,428716,119577466.72,3,ARKF|ARKK|ARKW,"{""ARKK"":273117.0,""ARKW"":125129.0,""ARKF"":30470.0}"
71535D106,PSNL,PERSONALIS INC,equity,6901105,118699006.00,1,ARKG,"{""ARKG"":6901105.0}"
98386P102,XE,X-ENERGY INC,equity,6576010,116461137.10,3,ARKK|ARKQ|ARKX,"{""ARKK"":4507071.0,""ARKQ"":1478887.0,""ARKX"":590052.0}"
532457108,LLY,ELI LILLY & CO,equity,94576,108701871.36,2,ARKG|ARKK,"{""ARKK"":27876.0,""ARKG"":66700.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,416584,106832966.80,3,ARKQ|ARKX|PRNT,"{""ARKQ"":215623.0,""ARKX"":197139.0,""PRNT"":3822.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,647875,102098621.25,3,ARKK|ARKQ|ARKX,"{""ARKK"":366437.0,""ARKQ"":201488.0,""ARKX"":79950.0}"
244199105,DE,DEERE & CO,equity,145306,100774070.18,2,ARKQ|ARKX,"{""ARKQ"":82274.0,""ARKX"":63032.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,99936419.23,1,ARKW,"{""ARKW"":3775474.0}"
00091E109,ABSI,ABSCI CORP,equity,10810561,95349148.02,1,ARKG,"{""ARKG"":10810561.0}"
92337F107,VCYT,VERACYTE INC,equity,2198681,93509902.93,2,ARKG|ARKK,"{""ARKK"":1229151.0,""ARKG"":969530.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,535661,86461042.01,1,ARKG,"{""ARKG"":535661.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,547913,79255615.45,2,ARKQ|ARKX,"{""ARKQ"":327693.0,""ARKX"":220220.0}"
25809K105,DASH,DOORDASH INC - A,equity,371159,78585495.07,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":148148.0,""ARKW"":93078.0,""ARKF"":56481.0,""ARKX"":73452.0}"
14167L103,CDNA,CAREDX INC,equity,1537479,78226931.52,1,ARKG,"{""ARKG"":1537479.0}"
896239100,TRMB,TRIMBLE INC,equity,1094956,65117033.32,2,ARKQ|ARKX,"{""ARKQ"":666380.0,""ARKX"":428576.0}"
20451W101,CMPS,COMPASS PATHWAYS PLC,equity,4690646,62244872.42,1,ARKG,"{""ARKG"":4690646.0}"
888787108,TOST,TOAST INC-CLASS A,equity,1821827,61851026.65,2,ARKF|ARKW,"{""ARKW"":708588.0,""ARKF"":1113239.0}"
83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,3325421,60589170.62,2,ARKF|ARKK,"{""ARKK"":2188172.0,""ARKF"":1137249.0}"
