trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-08-18,2026-08-18,2026-08-19,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,8606478,30829609,8451710,22377899,264.77,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKK,buy,RKLB UQ,ROCKET LAB,773121108,equity,200475,357781,196870,160911,81.73,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2008198,8077630,2005650,6071980,302.74,0.998731
2026-08-18,2026-08-18,2026-08-19,ARKK,buy,CBRS,CEREBRAS SYSTEMS INC - A,15675D103,equity,632875,648818,621494,27324,4.40,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,249900,4576,1.83,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,447580,3270978,447580,2823398,630.81,1.000000
2026-08-18,2026-08-18,2026-08-19,ARKG,buy,TEM,TEMPUS AI INC-CL A,88023B103,equity,2296956,2329543,2294042,35501,1.55,0.998731
2026-08-18,2026-08-18,2026-08-19,ARKW,buy,CBRS,CEREBRAS SYSTEMS INC - A,15675D103,equity,182267,190045,182267,7778,4.27,1.000000
2026-08-18,2026-08-18,2026-08-19,ARKG,buy,IONS,IONIS PHARMACEUTICALS INC,462222100,equity,525970,551549,525303,26246,5.00,0.998731
2026-08-18,2026-08-18,2026-08-19,ARKK,buy,XYZ,BLOCK INC,852234103,equity,1819426,1802553,1786708,15845,0.89,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKF,buy,NET,CLOUDFLARE INC - CLASS A,18915M107,equity,17823,20819,17823,2996,16.81,1.000000
2026-08-18,2026-08-18,2026-08-19,ARKG,buy,FRNM,FREENOME INC,35661P100,equity,505065,563704,504424,59280,11.75,0.998731
2026-08-18,2026-08-18,2026-08-19,ARKF,buy,SECZ,SECURITIZE CORP,81517B101,equity,1032070,1063410,1032070,31340,3.04,1.000000
2026-08-18,2026-08-18,2026-08-19,ARKG,buy,SCTX,SCRIBE THERAPEUTICS INC,811033109,equity,359636,364794,359180,5614,1.56,0.998731
2026-08-18,2026-08-18,2026-08-19,ARKK,buy,,BRERA HOLDINGS PLC-CL B,G13311132,equity,286314,286121,281165,4956,1.76,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,423864,7762,1.83,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKK,sell,SHOP,SHOPIFY INC - CLASS A,82509L107,equity,1731021,1649814,1699892,-50078,-2.95,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKK,sell,ILMN,ILLUMINA INC,452327109,equity,392568,352864,385509,-32645,-8.47,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKW,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,237076,233397,237076,-3679,-1.55,1.000000
2026-08-18,2026-08-18,2026-08-19,ARKK,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,3335721,3255762,3275736,-19974,-0.61,0.982017
2026-08-18,2026-08-18,2026-08-19,ARKG,sell,CDNA,CAREDX INC,14167L103,equity,1477514,1453692,1475639,-21947,-1.49,0.998731
2026-08-18,2026-08-18,2026-08-19,ARKG,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,2960339,2940060,2956583,-16523,-0.56,0.998731
2026-08-18,2026-08-18,2026-08-19,ARKG,sell,ATAI UQ,ATAIBECKLEY INC,04650F101,equity,23847,2970,23817,-20847,-87.53,0.998731
2026-08-18,2026-08-18,2026-08-19,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1917522,1890864,1917522,-26658,-1.39,1.000000
2026-08-18,2026-08-18,2026-08-19,ARKQ,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2331516,2310982,2331516,-20534,-0.88,1.000000
