symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2583610,1046491230.50,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1627107;ARKQ=558808;ARKW=336195;ARKX=61500
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1289442,711294890.46,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=54451;ARKK=581630;ARKQ=280668;ARKW=272577;ARKX=100116
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3359127,519321034.20,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1753180;ARKQ=779928;ARKW=326236;ARKX=499783
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4523485,478177599.35,3,ARKF|ARKK|ARKW,ARKF=457024;ARKK=3096555;ARKW=969906
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,8005237,435164683.32,2,ARKG|ARKK,ARKG=1948568;ARKK=6056669
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8586464,410862302.40,2,ARKG|ARKK,ARKG=2052666;ARKK=6533798
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3758103,405799961.94,3,ARKF|ARKK|ARKW,ARKF=616194;ARKK=2484984;ARKW=656925
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,4177308,355781322.36,2,ARKG|ARKK,ARKG=1524432;ARKK=2652876
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2130629,351212884.36,3,ARKF|ARKK|ARKW,ARKF=247526;ARKK=1543613;ARKW=339490
AMZN,NASDAQ,023135106,AMAZON.COM INC,1417436,329964926.44,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=112008;ARKK=623455;ARKQ=269850;ARKW=254334;ARKX=157789
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2732863,326577128.50,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=231980;ARKK=1372830;ARKQ=593134;ARKW=325963;ARKX=208956
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,3996414,319513299.30,3,ARKF|ARKK|ARKW,ARKF=465536;ARKK=2828688;ARKW=702190
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,901850,314547243.00,4,ARKK|ARKQ|ARKW|ARKX,ARKK=338412;ARKQ=278987;ARKW=177585;ARKX=106866
