cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2655934,1044977232.30,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1681600.0,""ARKQ"":552156.0,""ARKW"":353694.0,""ARKX"":68484.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1266087,655605170.34,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":570212.0,""ARKQ"":277328.0,""ARKW"":269085.0,""ARKF"":53721.0,""ARKX"":95741.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3335542,540357804.00,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1745845.0,""ARKQ"":779274.0,""ARKW"":328772.0,""ARKX"":481651.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8646669,521134740.63,2,ARKG|ARKK,"{""ARKK"":6405560.0,""ARKG"":2241109.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4402536,496297883.28,3,ARKF|ARKK|ARKW,"{""ARKK"":2994178.0,""ARKW"":957474.0,""ARKF"":450884.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7982364,479580429.12,2,ARKG|ARKK,"{""ARKK"":5937770.0,""ARKG"":2044594.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3692628,441121340.88,3,ARKF|ARKK|ARKW,"{""ARKK"":2436210.0,""ARKW"":648504.0,""ARKF"":607914.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3881381,385188250.44,2,ARKG|ARKK,"{""ARKK"":2414326.0,""ARKG"":1467055.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2877213,372023640.90,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1484317.0,""ARKQ"":586074.0,""ARKW"":356603.0,""ARKF"":250388.0,""ARKX"":199831.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2233076,369529416.48,3,ARKF|ARKK|ARKW,"{""ARKK"":1621792.0,""ARKW"":357180.0,""ARKF"":254104.0}"
023135106,AMZN,AMAZON.COM INC,equity,1444809,350611800.03,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":652539.0,""ARKQ"":266638.0,""ARKW"":258071.0,""ARKF"":116647.0,""ARKX"":150914.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,8299455,323761739.55,2,ARKG|ARKK,"{""ARKK"":5196854.0,""ARKG"":3102601.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,908281,323511526.58,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":350358.0,""ARKQ"":275667.0,""ARKW"":180040.0,""ARKX"":102216.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5492266,304326459.06,3,ARKF|ARKK|ARKW,"{""ARKK"":4037769.0,""ARKW"":1017625.0,""ARKF"":436872.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8559623,297789284.17,2,ARKG|ARKK,"{""ARKK"":6409635.0,""ARKG"":2149988.0}"
