trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-08-12,2026-08-12,2026-08-13,ARKG,new,,FREENOME INC,35661P100,equity,0,190403,0,190403,,0.997453
2026-08-12,2026-08-12,2026-08-13,ARKK,buy,NET,CLOUDFLARE INC - CLASS A,18915M107,equity,166445,197253,165272,31981,19.35,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2880794,8674627,2860497,5814130,203.26,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,422295,1981602,419632,1561970,372.22,0.993693
2026-08-12,2026-08-12,2026-08-13,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,252683,1793,0.71,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKK,buy,CERS,CERUS CORP,157085101,equity,8530893,8542330,8470786,71544,0.84,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,428585,3041,0.71,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKK,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,2019013,1963964,2004787,-40823,-2.04,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKK,sell,SHOP,SHOPIFY INC - CLASS A,82509L107,equity,1891085,1860728,1877761,-17033,-0.91,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKK,sell,DE,DEERE & CO,244199105,equity,4950,985,4915,-3930,-79.96,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKK,sell,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,equity,1332564,1312036,1323175,-11139,-0.84,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKK,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,3479057,3433045,3454544,-21499,-0.62,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKX,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,3460609,2178232,3411906,-1233674,-36.16,0.985926
2026-08-12,2026-08-12,2026-08-13,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,1280086,1269799,1276825,-7026,-0.55,0.997453
2026-08-12,2026-08-12,2026-08-13,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,4535887,3899782,4524332,-624550,-13.80,0.997453
2026-08-12,2026-08-12,2026-08-13,ARKF,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,947323,504982,947323,-442341,-46.69,1.000000
2026-08-12,2026-08-12,2026-08-13,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,304334,300323,302190,-1867,-0.62,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,120503,118915,120503,-1588,-1.32,1.000000
2026-08-12,2026-08-12,2026-08-13,ARKF,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,76267,75262,76267,-1005,-1.32,1.000000
2026-08-12,2026-08-12,2026-08-13,IZRL,exit,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,36087,0,36087,-36087,-100.00,1.000000
2026-08-12,2026-08-12,2026-08-13,ARKK,exit,SNOW,SNOWFLAKE INC,833445109,equity,94,0,93,-94,-100.00,0.992954
2026-08-12,2026-08-12,2026-08-13,ARKQ,exit,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,49,0,49,-49,-100.00,0.993693
