trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-10,2026-07-10,2026-07-13,ARKK,new,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,0,22476499,0,22476499,,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKK,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,equity,1659184,2178503,2114585,63918,3.02,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKK,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,1946984,2550200,2481379,68821,2.77,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKW,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,409785,6909342,516936,6392406,1236.59,1.261482
2026-07-10,2026-07-10,2026-07-13,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,5561813,10205880,5554888,4650992,83.73,0.998755
2026-07-10,2026-07-10,2026-07-13,ARKQ,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,836475,1272499,1250935,21564,1.72,1.495485
2026-07-10,2026-07-10,2026-07-13,ARKW,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,equity,366456,478854,462278,16576,3.59,1.261482
2026-07-10,2026-07-10,2026-07-13,ARKW,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,366817,480627,462733,17894,3.87,1.261482
2026-07-10,2026-07-10,2026-07-13,ARKG,buy,TEM,TEMPUS AI INC-CL A,88023B103,equity,2224489,2249995,2221719,28276,1.27,0.998755
2026-07-10,2026-07-10,2026-07-13,ARKG,buy,IONS,IONIS PHARMACEUTICALS INC,462222100,equity,385242,412797,384762,28035,7.29,0.998755
2026-07-10,2026-07-10,2026-07-13,ARKK,buy,XE,X-ENERGY INC,98386P102,equity,3529007,4593417,4497624,95793,2.13,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKX,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,481706,484988,476307,8681,1.82,0.988793
2026-07-10,2026-07-10,2026-07-13,ARKF,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,equity,251336,258472,251336,7136,2.84,1.000000
2026-07-10,2026-07-10,2026-07-13,ARKG,buy,PRME,PRIME MEDICINE INC,74168J101,equity,5531466,5817684,5524579,293105,5.31,0.998755
2026-07-10,2026-07-10,2026-07-13,ARKG,buy,GENB,GENERATE BIOMEDICINES INC,370920100,equity,1176887,1230226,1175422,54804,4.66,0.998755
2026-07-10,2026-07-10,2026-07-13,ARKX,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1547584,2236097,1530240,705857,46.13,0.988793
2026-07-10,2026-07-10,2026-07-13,ARKK,buy,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,equity,21642047,27742388,27582204,160184,0.58,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKG,buy,CMPS,COMPASS PATHWAYS PLC,20451W101,equity,3483791,3517275,3479453,37822,1.09,0.998755
2026-07-10,2026-07-10,2026-07-13,ARKQ,buy,XE,X-ENERGY INC,98386P102,equity,1116177,1699011,1669225,29786,1.78,1.495485
2026-07-10,2026-07-10,2026-07-13,ARKG,buy,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,equity,13415832,13491075,13399128,91947,0.69,0.998755
2026-07-10,2026-07-10,2026-07-13,ARKX,buy,XE,X-ENERGY INC,98386P102,equity,534801,540818,528807,12011,2.27,0.988793
2026-07-10,2026-07-10,2026-07-13,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,663572,806744,663572,143172,21.58,1.000000
2026-07-10,2026-07-10,2026-07-13,ARKK,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,2870733,2870733,3658672,-787939,-21.54,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKK,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,324323,-69847,-21.54,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKW,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,957474,957474,1207836,-250362,-20.73,1.261482
2026-07-10,2026-07-10,2026-07-13,ARKW,sell,,ARK BITCOIN ETF HOLDCO (ARKW),MM0051EWE,bitcoin_holdco,3775474,3775474,4762692,-987218,-20.73,1.261482
2026-07-10,2026-07-10,2026-07-13,ARKW,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,62528,62528,78878,-16350,-20.73,1.261482
2026-07-10,2026-07-10,2026-07-13,ARKK,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,541054,676956,689559,-12603,-1.83,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKK,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,5159986,6418174,6576263,-158089,-2.40,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKW,sell,ROKU,ROKU INC,77543R102,equity,41102,14295,51849,-37554,-72.43,1.261482
2026-07-10,2026-07-10,2026-07-13,ARKK,sell,DE,DEERE & CO,244199105,equity,124325,151164,158449,-7285,-4.60,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKQ,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,284843,420223,425978,-5755,-1.35,1.495485
2026-07-10,2026-07-10,2026-07-13,ARKQ,sell,DE,DEERE & CO,244199105,equity,152769,225227,228464,-3237,-1.42,1.495485
2026-07-10,2026-07-10,2026-07-13,ARKF,sell,ROKU,ROKU INC,77543R102,equity,92650,84558,92650,-8092,-8.73,1.000000
2026-07-10,2026-07-10,2026-07-13,ARKX,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,91794,89221,90765,-1544,-1.70,0.988793
2026-07-10,2026-07-10,2026-07-13,ARKX,sell,DE,DEERE & CO,244199105,equity,87348,85492,86369,-877,-1.02,0.988793
2026-07-10,2026-07-10,2026-07-13,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,364423,364423,464447,-100024,-21.54,1.274473
2026-07-10,2026-07-10,2026-07-13,ARKQ,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2081076,2710096,3112217,-402121,-12.92,1.495485
