trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-15,2026-07-15,2026-07-16,IZRL,new,,AFCON HOLDINGS LTD,6335825,0,3539,0,3539,,1.000000
2026-07-15,2026-07-15,2026-07-16,IZRL,new,,SMART SHOOTER LTD,BW5TWW1,0,69499,0,69499,,1.000000
2026-07-15,2026-07-15,2026-07-16,IZRL,new,,SOFWAVE MEDICAL LTD,BNNFCW8,0,34698,0,34698,,1.000000
2026-07-15,2026-07-15,2026-07-16,IZRL,new,,TSG ADVANCED IT SYSTEMS LTD,BSWT6L3,0,2050,0,2050,,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKK,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,2029275,2092368,2020601,71767,3.55,0.995726
2026-07-15,2026-07-15,2026-07-16,ARKQ,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,855857,878086,855857,22229,2.60,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKW,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,407215,426800,407215,19585,4.81,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKK,buy,XE,X-ENERGY INC,98386P102,3966703,4091632,3949747,141885,3.59,0.995726
2026-07-15,2026-07-15,2026-07-16,ARKQ,buy,KTOS,KRATOS DEFENSE & SECURITY,50077B207,2195183,2222128,2195183,26945,1.23,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKX,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,493716,502943,493716,9227,1.87,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKG,buy,BEAM,BEAM THERAPEUTICS INC,07373V105,2220424,2258733,2225981,32752,1.47,1.002503
2026-07-15,2026-07-15,2026-07-16,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,881375,912804,883581,29223,3.31,1.002503
2026-07-15,2026-07-15,2026-07-16,ARKQ,buy,XE,X-ENERGY INC,98386P102,1267626,1311793,1267626,44167,3.48,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKQ,buy,KDK,KODIAK AI INC,500081104,3569536,3677038,3569536,107502,3.01,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKQ,buy,PONY,PONY AI INC,732908108,2103341,2160328,2103341,56987,2.71,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKX,buy,KTOS,KRATOS DEFENSE & SECURITY,50077B207,1010931,1018109,1010931,7178,0.71,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKX,buy,XE,X-ENERGY INC,98386P102,590616,608926,590616,18310,3.10,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKG,buy,PRME,PRIME MEDICINE INC,74168J101,6130834,6201061,6146178,54883,0.89,1.002503
2026-07-15,2026-07-15,2026-07-16,IZRL,buy,PCBT,P.C.B TECHNOLOGIES LTD,B054MX3,427438,466584,427438,39146,9.16,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKQ,buy,WRD,WERIDE INC-ADR,950915108,3466559,3488561,3466559,22002,0.63,1.000000
2026-07-15,2026-07-15,2026-07-16,IZRL,buy,CGEN,COMPUGEN LTD,6432403,786536,832276,786536,45740,5.82,1.000000
2026-07-15,2026-07-15,2026-07-16,IZRL,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,162773,183990,162773,21217,13.03,1.000000
2026-07-15,2026-07-15,2026-07-16,PRNT,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,339100,343967,339100,4867,1.44,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKK,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,11122708,1746679,11075164,-9328485,-84.23,0.995726
2026-07-15,2026-07-15,2026-07-16,ARKK,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,2284109,2214745,2274346,-59601,-2.62,0.995726
2026-07-15,2026-07-15,2026-07-16,ARKK,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,4682093,4562096,4662079,-99983,-2.14,0.995726
2026-07-15,2026-07-15,2026-07-16,ARKK,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,2842991,2797373,2830839,-33466,-1.18,0.995726
2026-07-15,2026-07-15,2026-07-16,ARKQ,sell,DE,DEERE & CO,244199105,129397,124394,129397,-5003,-3.87,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKG,sell,PSNL,PERSONALIS INC,71535D106,7055022,6923692,7072679,-148987,-2.11,1.002503
2026-07-15,2026-07-15,2026-07-16,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,11185845,8975076,11185845,-2210769,-19.76,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKF,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,2282946,968650,2282946,-1314296,-57.57,1.000000
