trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-15,2026-07-15,2026-07-16,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,1316545,1308229,1319840,-11611,-0.88,1.002503
2026-07-15,2026-07-15,2026-07-16,ARKQ,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,11317040,10395790,11317040,-921250,-8.14,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKK,sell,DE,DEERE & CO,244199105,111454,109864,110978,-1114,-1.00,0.995726
2026-07-15,2026-07-15,2026-07-16,IZRL,sell,KMDA,KAMADA LTD,B0L2CR5,263304,196137,263304,-67167,-25.51,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKX,sell,DE,DEERE & CO,244199105,83660,82944,83660,-716,-0.86,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKX,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,2242829,1869993,2242829,-372836,-16.62,1.000000
2026-07-15,2026-07-15,2026-07-16,IZRL,sell,SLRM,SOLROM HOLDINGS LTD,BNW1HZ5,563184,412833,563184,-150351,-26.70,1.000000
2026-07-15,2026-07-15,2026-07-16,IZRL,sell,ALLT,ALLOT LTD,B5MN8M9,297726,282002,297726,-15724,-5.28,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKW,sell,ROKU,ROKU INC,77543R102,1251,500,1251,-751,-60.03,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1622829,1530472,1626891,-96419,-5.93,1.002503
2026-07-15,2026-07-15,2026-07-16,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,789060,772960,789060,-16100,-2.04,1.000000
2026-07-15,2026-07-15,2026-07-16,ARKX,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,544918,533574,544918,-11344,-2.08,1.000000
