trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-08,2026-07-08,2026-07-09,IZRL,new,,ENLIVEX LTD,M4130Y171,equity,0,158849,0,158849,,1.000000
2026-07-08,2026-07-08,2026-07-09,ARKG,buy,LLY,ELI LILLY & CO,532457108,equity,46327,60508,45870,14638,31.91,0.990136
2026-07-08,2026-07-08,2026-07-09,ARKK,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,1778392,1890438,1778392,112046,6.30,1.000000
2026-07-08,2026-07-08,2026-07-09,ARKQ,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,779274,814398,779274,35124,4.51,1.000000
2026-07-08,2026-07-08,2026-07-09,ARKW,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,328772,357535,328772,28763,8.75,1.000000
2026-07-08,2026-07-08,2026-07-09,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,4510052,7871049,4465567,3405482,76.26,0.990136
2026-07-08,2026-07-08,2026-07-09,ARKG,buy,GENB,GENERATE BIOMEDICINES INC,370920100,equity,1068211,1119425,1057675,61750,5.84,0.990136
2026-07-08,2026-07-08,2026-07-09,ARKX,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,475792,481706,475792,5914,1.24,1.000000
2026-07-08,2026-07-08,2026-07-09,ARKW,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,671093,1542497,671093,871404,129.85,1.000000
2026-07-08,2026-07-08,2026-07-09,ARKK,buy,CRWV,COREWEAVE INC-CL A,21873S108,equity,1618096,1627480,1618096,9384,0.58,1.000000
2026-07-08,2026-07-08,2026-07-09,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,equity,823013,835545,814895,20650,2.53,0.990136
2026-07-08,2026-07-08,2026-07-09,ARKG,buy,CMPS,COMPASS PATHWAYS PLC,20451W101,equity,3443002,3437489,3409042,28447,0.83,0.990136
2026-07-08,2026-07-08,2026-07-09,ARKX,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1622883,1829900,1622883,207017,12.76,1.000000
