trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-16,2026-07-16,2026-07-17,IZRL,new,SILC,SILICOM LTD,M84116108,0,55329,0,55329,,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,new,SLGL,SOL-GEL TECHNOLOGIES LTD,M8694L103,0,28318,0,28318,,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,new,NEXN,NEXXEN INTERNATIONAL LTD,M8T80P204,0,210004,0,210004,,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,new,,SAVERONE 2014 LTD -ADR,80516T600,0,381913,0,381913,,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKK,buy,XE,X-ENERGY INC,98386P102,4091632,4376926,3973701,403225,10.15,0.971178
2026-07-16,2026-07-16,2026-07-17,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,254476,254476,247141,7335,2.97,0.971178
2026-07-16,2026-07-16,2026-07-17,ARKG,buy,CMPS,COMPASS PATHWAYS PLC,20451W101,3532694,3981601,3585611,395990,11.04,1.014979
2026-07-16,2026-07-16,2026-07-17,ARKG,buy,ABSI,ABSCI CORP,00091E109,9832635,10294402,9979921,314481,3.15,1.014979
2026-07-16,2026-07-16,2026-07-17,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1746679,3768844,1696336,2072508,122.18,0.971178
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,,TSG ADVANCED IT SYSTEMS LTD,BSWT6L3,2050,15462,2027,13435,662.98,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,,SOFWAVE MEDICAL LTD,BNNFCW8,34698,144844,34301,110543,322.28,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,,SMART SHOOTER LTD,BW5TWW1,69499,243525,68704,174821,254.46,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,,AFCON HOLDINGS LTD,6335825,3539,11233,3498,7735,221.08,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1530472,3017617,1553397,1464220,94.26,1.014979
2026-07-16,2026-07-16,2026-07-17,ARKQ,buy,XE,X-ENERGY INC,98386P102,1311793,1415876,1311793,104083,7.93,1.000000
2026-07-16,2026-07-16,2026-07-17,ARKQ,buy,PONY,PONY AI INC,732908108,2160328,2365660,2160328,205332,9.50,1.000000
2026-07-16,2026-07-16,2026-07-17,ARKG,buy,PRME,PRIME MEDICINE INC,74168J101,6201061,6718391,6293949,424442,6.74,1.014979
2026-07-16,2026-07-16,2026-07-17,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,912804,964294,926477,37817,4.08,1.014979
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,GILT,GILAT SATELLITE NETWORKS LTD,M51474118,118601,196785,117244,79541,67.84,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,ARYT,ARYT INDUSTRIES LTD,6049740,152427,245140,150682,94458,62.69,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKG,buy,BEAM,BEAM THERAPEUTICS INC,07373V105,2258733,2321936,2292567,29369,1.28,1.014979
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,WIX,WIX.COM LTD,M98068105,32312,41078,31942,9136,28.60,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,ISTA,ISSTA LTD,6458744,59873,74097,59188,14909,25.19,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,QLTU,QUALITAU LTD,6221689,10475,12912,10355,2557,24.69,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,CAMT,CAMTEK LTD,M20791105,12161,14844,12022,2822,23.48,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,ASHO,ASHOT -ASHKELON INDUSTRIES,6051875,66106,77982,65349,12633,19.33,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,ISRO,ISROTEL LTD,6468226,43192,50535,42698,7837,18.36,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,ESLT,ELBIT SYSTEMS LTD,6308913,2492,2912,2463,449,18.21,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,PCBT,P.C.B TECHNOLOGIES LTD,B054MX3,466584,541570,461244,80326,17.42,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,MDWD UQ,MEDIWOUND LTD,M68830112,126576,146717,125127,21590,17.25,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKQ,buy,KDK,KODIAK AI INC,500081104,3677038,3742421,3677038,65383,1.78,1.000000
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,BEZQ,BEZEQ THE ISRAELI TELECOM CO,6098032,811433,911628,802146,109482,13.65,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,NVMI,NOVA LTD,M7516K103,4220,4628,4172,456,10.94,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,CGNT,COGNYTE SOFTWARE LTD,M25133105,225795,244586,223211,21375,9.58,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,CGEN,COMPUGEN LTD,6432403,832276,887867,822750,65117,7.91,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,PERI,PERION NETWORK LTD,M78673114,211984,225335,209558,15777,7.53,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKQ,buy,WRD,WERIDE INC-ADR,950915108,3488561,3513009,3488561,24448,0.70,1.000000
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,SSYS,STRATASYS LTD,M85548101,254709,263217,251794,11423,4.54,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,DANE,DANEL (ADIR YEOSHUA) LTD,6253433,14106,14562,13945,617,4.43,0.988554
2026-07-16,2026-07-16,2026-07-17,PRNT,buy,BICO,BICO GROUP AB,BKMFJ94,982903,1043417,982903,60514,6.16,1.000000
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,BWAY,BRAINSWAY LTD-ADR,10501L106,142500,146850,140869,5981,4.25,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,NICE,NICE LTD - SPON ADR,653656108,21035,21536,20794,742,3.57,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKK,buy,,BRERA HOLDINGS PLC-CL B,G13311132,364423,364423,353919,10504,2.97,0.971178
