cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2706988,1112978116.20,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1730061.0,""ARKQ"":558808.0,""ARKW"":329548.0,""ARKX"":88571.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1422209,778318097.34,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":635524.0,""ARKQ"":280668.0,""ARKW"":276069.0,""ARKF"":56505.0,""ARKX"":173443.0}"
84615Q103,,SPACE EXPLORATION TECHN-CL A,equity,3274258,630294665.00,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1690839.0,""ARKQ"":736442.0,""ARKW"":308636.0,""ARKX"":538341.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,5120130,502387155.60,3,ARKF|ARKK|ARKW,"{""ARKK"":3675856.0,""ARKW"":982338.0,""ARKF"":461936.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,9120806,477200569.92,2,ARKG|ARKK,"{""ARKK"":7140014.0,""ARKG"":1980792.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,4003716,450378012.84,3,ARKF|ARKK|ARKW,"{""ARKK"":2715552.0,""ARKW"":665346.0,""ARKF"":622818.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,8499076,447136388.36,2,ARKG|ARKK,"{""ARKK"":6618737.0,""ARKG"":1880339.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2959175,398630464.25,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1500126.0,""ARKQ"":593134.0,""ARKW"":330142.0,""ARKF"":234472.0,""ARKX"":301301.0}"
023135106,AMZN,AMAZON.COM INC,equity,1549193,381132461.86,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":681175.0,""ARKQ"":269850.0,""ARKW"":257592.0,""ARKF"":113212.0,""ARKX"":227364.0}"
X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,368211502,368211502.34,8,ARKF|ARKG|ARKK|ARKQ|ARKW|ARKX|IZRL|PRNT,"{""ARKK"":333145398.0,""ARKQ"":13833172.0,""ARKW"":10561407.0,""ARKG"":3371622.0,""ARKF"":582290.0,""ARKX"":6333331.0,""PRNT"":313683.0,""IZRL"":70599.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2163750,367015275.00,3,ARKF|ARKK|ARKW,"{""ARKK"":1599321.0,""ARKW"":323314.0,""ARKF"":241115.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,4542654,367001016.66,2,ARKG|ARKK,"{""ARKK"":2899044.0,""ARKG"":1643610.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,982538,360699525.18,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":369768.0,""ARKQ"":278987.0,""ARKW"":179859.0,""ARKX"":153924.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4272810,356224169.70,3,ARKF|ARKK|ARKW,"{""ARKK"":3091080.0,""ARKW"":711190.0,""ARKF"":470540.0}"
77543R102,ROKU,ROKU INC,equity,2356058,331968572.20,3,ARKF|ARKK|ARKW,"{""ARKK"":1604864.0,""ARKW"":565321.0,""ARKF"":185873.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,9089558,292865558.76,2,ARKG|ARKK,"{""ARKK"":6236232.0,""ARKG"":2853326.0}"
880770102,TER,TERADYNE INC,equity,659361,285114290.01,3,ARKK|ARKQ|ARKX,"{""ARKK"":171438.0,""ARKQ"":348839.0,""ARKX"":139084.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,9121939,283874741.68,2,ARKG|ARKK,"{""ARKK"":7144656.0,""ARKG"":1977283.0}"
67066G104,NVDA,NVIDIA CORP,equity,1303538,276936648.10,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":582364.0,""ARKQ"":299187.0,""ARKW"":129009.0,""ARKF"":89017.0,""ARKX"":203961.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4819257,274794034.14,3,ARKK|ARKQ|ARKX,"{""ARKK"":1190939.0,""ARKQ"":2092404.0,""ARKX"":1535914.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5467896,249664131.36,3,ARKF|ARKK|ARKW,"{""ARKK"":4108356.0,""ARKW"":952031.0,""ARKF"":407509.0}"
244199105,DE,DEERE & CO,equity,420658,242076059.26,3,ARKK|ARKQ|ARKX,"{""ARKK"":135348.0,""ARKQ"":150529.0,""ARKX"":134781.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2226468,237586400.28,2,ARKK|ARKW,"{""ARKK"":1644124.0,""ARKW"":582344.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,14418764,215127958.88,2,ARKG|ARKK,"{""ARKK"":11593770.0,""ARKG"":2824994.0}"
852234103,XYZ,BLOCK INC,equity,2752109,204619304.15,3,ARKF|ARKK|ARKW,"{""ARKK"":1514163.0,""ARKW"":653131.0,""ARKF"":584815.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,461598,203749357.20,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":157029.0,""ARKQ"":165330.0,""ARKW"":87892.0,""ARKX"":51347.0}"
773121108,RKLB UQ,ROCKET LAB,equity,1845835,201657473.75,2,ARKQ|ARKX,"{""ARKQ"":954300.0,""ARKX"":891535.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,33336628,185018285.40,3,ARKK|ARKQ|ARKX,"{""ARKK"":15898311.0,""ARKQ"":9198517.0,""ARKX"":8239800.0}"
G16910120,BLSH,BULLISH,equity,6269926,179319883.60,3,ARKF|ARKK|ARKW,"{""ARKK"":4576313.0,""ARKW"":929202.0,""ARKF"":764411.0}"
452327109,ILMN,ILLUMINA INC,equity,973340,162440712.60,2,ARKG|ARKK,"{""ARKK"":619930.0,""ARKG"":353410.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,528744,160828062.48,3,ARKQ|ARKX|PRNT,"{""ARKQ"":210765.0,""ARKX"":314831.0,""PRNT"":3148.0}"
11135F101,AVGO,BROADCOM INC,equity,388768,153151265.92,3,ARKK|ARKQ|ARKW,"{""ARKK"":208626.0,""ARKQ"":85502.0,""ARKW"":94640.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,8775448,150147915.28,3,ARKF|ARKK|ARKW,"{""ARKK"":6466405.0,""ARKW"":1526737.0,""ARKF"":782306.0}"
