symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,350.2500,297.3800,498.8300,26.24,-29.79,17.78,350.2500,0.00,939234603.00,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,137.9500,104.8300,225.6400,27.41,-38.86,31.59,137.9500,-0.00,673806842.60,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,68.7300,40.7700,104.3200,44.00,-34.12,68.58,68.7300,0.00,575202950.79,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,92.0200,49.9000,159.4700,38.44,-42.30,84.41,92.0200,0.00,492576710.62,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,151.4200,23.3000,154.9600,97.31,-2.28,549.87,151.4200,-0.00,465081835.98,ARKG|ARKK,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,479.1800,149.2200,584.7300,75.76,-18.05,221.12,479.1800,0.00,456582350.38,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,60.9000,44.1200,78.4800,48.84,-22.40,38.03,60.9000,0.00,449556187.50,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,187.1600,139.1100,402.1600,18.27,-53.46,34.54,187.1600,0.00,421110561.48,ARKF|ARKK|ARKW,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,153.8800,94.0000,182.1900,67.90,-15.54,63.70,153.8800,-0.00,400641044.72,ARKF|ARKK|ARKW,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,172.7300,106.3700,207.5200,65.61,-16.76,62.39,172.7300,-0.00,394842643.35,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
