symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2751419,901117236.69,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1724794;ARKQ=567550;ARKW=385983;ARKX=73092
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4806456,702463544.40,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2708587;ARKQ=1023773;ARKW=528535;ARKX=545561
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1045092,504706279.56,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=51677;ARKK=437595;ARKQ=234201;ARKW=244129;ARKX=77490
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8401543,458808263.23,2,ARKG|ARKK,ARKG=2259860;ARKK=6141683
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2578975,441107884.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=231838;ARKK=1312036;ARKQ=526859;ARKW=334632;ARKX=173610
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2917945,438888107.45,3,ARKF|ARKK|ARKW,ARKF=492559;ARKK=1860728;ARKW=564658
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3233763,404899465.23,2,ARKG|ARKK,ARKG=1269799;ARKK=1963964
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7416707,400428010.93,2,ARKG|ARKK,ARKG=1978892;ARKK=5437815
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5500143,392050193.04,3,ARKF|ARKK|ARKW,ARKF=558380;ARKK=3957508;ARKW=984255
AMZN,NASDAQ,023135106,AMAZON.COM INC,1434566,383430800.48,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=637432;ARKQ=265826;ARKW=273898;ARKX=140250
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6418772,370684083.00,2,ARKG|ARKK,ARKG=2985727;ARKK=3433045
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2311908,344566768.32,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1668151;ARKW=387523
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3595590,341257446.90,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2315290;ARKW=846608
NVDA,NASDAQ,67066G104,NVIDIA CORP,1383124,309944257.16,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=101153;ARKK=632246;ARKQ=325899;ARKW=183964;ARKX=139862
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,865511,296325001.07,4,ARKK|ARKQ|ARKW|ARKX,ARKK=329370;ARKQ=261557;ARKW=183156;ARKX=91428
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4632037,295616601.34,3,ARKK|ARKQ|ARKX,ARKK=1376967;ARKQ=2256274;ARKX=998796
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2711675,292128747.75,2,ARKK|ARKW,ARKK=1955097;ARKW=756578
XYZ,NYSE,852234103,BLOCK INC,2999179,234775732.12,3,ARKF|ARKK|ARKW,ARKF=604543;ARKK=1629170;ARKW=765466
TER,NASDAQ,880770102,TERADYNE INC,577792,232699950.08,3,ARKK|ARKQ|ARKX,ARKK=170156;ARKQ=327041;ARKX=80595
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8260880,220648104.80,2,ARKG|ARKK,ARKG=2236256;ARKK=6024624
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,442388,189850810.20,4,ARKK|ARKQ|ARKW|ARKX,ARKK=153663;ARKQ=161921;ARKW=93341;ARKX=33463
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,705413,184860530.78,2,ARKK|ARKW,ARKK=546721;ARKW=158692
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,27943841,175766759.89,3,ARKK|ARKQ|ARKX,ARKK=13928498;ARKQ=8985354;ARKX=5029989
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,280063,162114467.55,3,ARKF|ARKK|ARKW,ARKF=44083;ARKK=154436;ARKW=81544
AVGO,NASDAQ,11135F101,BROADCOM INC,388680,161710314.00,3,ARKK|ARKQ|ARKW,ARKK=205211;ARKQ=89627;ARKW=93842
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,12818727,154978409.43,2,ARKG|ARKK,ARKG=2674311;ARKK=10144416
RKLB,NASDAQ,773121108,ROCKET LAB,1847074,149926996.58,3,ARKK|ARKQ|ARKX,ARKK=199579;ARKQ=1041473;ARKX=606022
NTRA,NASDAQ,632307104,NATERA INC,466884,147516668.64,2,ARKG|ARKK,ARKG=233017;ARKK=233867
ILMN,NASDAQ,452327109,ILLUMINA INC,739925,142738931.75,2,ARKG|ARKK,ARKG=349121;ARKK=390804
BLSH,NYSE,G16910120,BULLISH,5755189,141750305.07,3,ARKF|ARKK|ARKW,ARKF=745851;ARKK=4141199;ARKW=868139
XE,NASDAQ,98386P102,X-ENERGY INC,6655930,135448175.50,3,ARKK|ARKQ|ARKX,ARKK=4554111;ARKQ=1493107;ARKX=608712
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,7571054,135446156.06,3,ARKF|ARKK|ARKW,ARKF=734466;ARKK=5322733;ARKW=1513855
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,424882,123530192.68,3,ARKQ|ARKX|PRNT,ARKQ=217696;ARKX=203364;PRNT=3822
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1462012,120455168.68,2,ARKG|ARKK,ARKG=486233;ARKK=975779
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,33307447,109581500.63,2,ARKG|ARKK,ARKG=13233307;ARKK=20074140
LLY,NYSE,532457108,ELI LILLY & CO,89794,109573822.32,2,ARKG|ARKK,ARKG=61630;ARKK=28164
AVAV,NASDAQ,008073108,AEROVIRONMENT INC,558023,108150437.63,2,ARKQ|ARKX,ARKQ=330843;ARKX=227180
DE,NYSE,244199105,DEERE & CO,159814,99047922.78,3,ARKK|ARKQ|ARKX,ARKK=985;ARKQ=91887;ARKX=66942
NET,NYSE,18915M107,CLOUDFLARE INC - CLASS A,314433,97930157.85,3,ARKF|ARKK|ARKW,ARKF=12822;ARKK=197253;ARKW=104358
ABSI,NASDAQ,00091E109,ABSCI CORP,9981941,94828439.50,1,ARKG,ARKG=9981941
BWXT,NYSE,05605H100,BWX TECHNOLOGIES INC,538038,92843837.28,3,ARKK|ARKQ|ARKX,ARKK=287490;ARKQ=178487;ARKX=72061
