symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2779963,895370483.04,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1741489;ARKQ=578356;ARKW=385983;ARKX=74135
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4542733,520279210.49,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2503217;ARKQ=1004718;ARKW=497209;ARKX=537589
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1054886,511239951.04,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=51677;ARKK=441825;ARKQ=238659;ARKW=244129;ARKX=78596
AMZN,NASDAQ,023135106,AMAZON.COM INC,1447791,411201599.82,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=643597;ARKQ=270884;ARKW=273898;ARKX=142252
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8536039,393084595.95,2,ARKG|ARKK,ARKG=2334896;ARKK=6201143
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3234599,378480428.99,3,ARKF|ARKK|ARKW,ARKF=552766;ARKK=2069381;ARKW=612452
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7535059,373512874.63,2,ARKG|ARKK,ARKG=2044594;ARKK=5490465
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2760207,346820009.55,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=240840;ARKK=1408717;ARKQ=566659;ARKW=362775;ARKX=181216
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3329947,336524443.82,2,ARKG|ARKK,ARKG=1317994;ARKK=2011953
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2268418,332323237.00,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1624661;ARKW=387523
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3618000,326850120.00,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2337700;ARKW=846608
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,874973,325901193.31,4,ARKK|ARKQ|ARKW|ARKX,ARKK=332550;ARKQ=266537;ARKW=183156;ARKX=92730
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6741543,316919936.43,2,ARKG|ARKK,ARKG=3102601;ARKK=3638942
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4951171,298803169.85,3,ARKF|ARKK|ARKW,ARKF=534505;ARKK=3487546;ARKW=929120
NVDA,NASDAQ,67066G104,NVIDIA CORP,1194425,246815982.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=88980;ARKK=538192;ARKQ=299182;ARKW=139805;ARKX=128266
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2730605,234176684.80,2,ARKK|ARKW,ARKK=1974027;ARKW=756578
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4702623,231416077.83,3,ARKK|ARKQ|ARKX,ARKK=1390287;ARKQ=2299246;ARKX=1013090
XYZ,NYSE,852234103,BLOCK INC,2747151,225513625.59,3,ARKF|ARKK|ARKW,ARKF=572373;ARKK=1461609;ARKW=713169
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8393471,217474833.61,2,ARKG|ARKK,ARKG=2310512;ARKK=6082959
TER,NASDAQ,880770102,TERADYNE INC,561061,205236113.80,3,ARKK|ARKQ|ARKX,ARKK=146049;ARKQ=333269;ARKX=81743
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,447433,181707015.63,4,ARKK|ARKQ|ARKW|ARKX,ARKK=155148;ARKQ=165005;ARKW=93341;ARKX=33939
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,4689655,171969648.85,3,ARKF|ARKK|ARKW,ARKF=420212;ARKK=3346903;ARKW=922540
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,281548,166180891.52,3,ARKF|ARKK|ARKW,ARKF=44083;ARKK=155921;ARKW=81544
DE,NYSE,244199105,DEERE & CO,262633,158908722.98,3,ARKK|ARKQ|ARKX,ARKK=91113;ARKQ=103626;ARKX=67894
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,682265,150077832.05,2,ARKK|ARKW,ARKK=529892;ARKW=152373
ILMN,NASDAQ,452327109,ILLUMINA INC,755275,149665294.00,2,ARKG|ARKK,ARKG=360691;ARKK=394584
AVGO,NASDAQ,11135F101,BROADCOM INC,353311,138579173.53,3,ARKK|ARKQ|ARKW,ARKK=177777;ARKQ=81692;ARKW=93842
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,28321852,137077763.68,3,ARKK|ARKQ|ARKX,ARKK=14063363;ARKQ=9156498;ARKX=5101991
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,12635210,136081211.70,2,ARKG|ARKK,ARKG=2667062;ARKK=9968148
BLSH,NYSE,G16910120,BULLISH,5915367,135639365.31,3,ARKF|ARKK|ARKW,ARKF=745851;ARKK=4181294;ARKW=988222
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,7622594,132785587.48,3,ARKF|ARKK|ARKW,ARKF=734466;ARKK=5374273;ARKW=1513855
NTRA,NASDAQ,632307104,NATERA INC,480005,129774151.80,2,ARKG|ARKK,ARKG=240739;ARKK=239266
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,431933,120016903.38,3,ARKQ|ARKX|PRNT,ARKQ=221842;ARKX=206269;PRNT=3822
XE,NASDAQ,98386P102,X-ENERGY INC,6737178,117159525.42,3,ARKK|ARKQ|ARKX,ARKK=4598211;ARKQ=1521547;ARKX=617420
RKLB,NASDAQ,773121108,ROCKET LAB,1583298,111511678.14,2,ARKQ|ARKX,ARKQ=995704;ARKX=587594
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,33941232,107933117.76,2,ARKG|ARKK,ARKG=13672707;ARKK=20268525
LLY,NYSE,532457108,ELI LILLY & CO,92092,103268285.12,2,ARKG|ARKK,ARKG=63658;ARKK=28434
BWXT,NYSE,05605H100,BWX TECHNOLOGIES INC,545238,94756912.02,3,ARKK|ARKQ|ARKX,ARKK=290265;ARKQ=181883;ARKX=73090
AVAV,NASDAQ,008073108,AEROVIRONMENT INC,567571,90345951.78,2,ARKQ|ARKX,ARKQ=337143;ARKX=230428
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1325238,89930650.68,2,ARKG|ARKK,ARKG=448071;ARKK=877167
PSNL,NASDAQ,71535D106,PERSONALIS INC,6750500,89106600.00,1,ARKG,ARKG=6750500
VCYT,NASDAQ,92337F107,VERACYTE INC,1884911,84538258.35,2,ARKG|ARKK,ARKG=858240;ARKK=1026671
ABSI,NASDAQ,00091E109,ABSCI CORP,10313389,81785174.77,1,ARKG,ARKG=10313389
DASH,NASDAQ,25809K105,DOORDASH INC - A,379611,76112005.50,4,ARKF|ARKQ|ARKW|ARKX,ARKF=56481;ARKQ=152414;ARKW=93876;ARKX=76840
CDNA,NASDAQ,14167L103,CAREDX INC,1535373,73467598.05,1,ARKG,ARKG=1535373
