trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-08-28,2026-08-28,2026-09-01,ARKQ,buy,NVDA,NVIDIA CORP,67066G104,equity,341914,430346,343006,87340,25.46,1.003194
2026-08-28,2026-08-28,2026-09-01,ARKW,buy,NVDA,NVIDIA CORP,67066G104,equity,199008,281072,198158,82914,41.84,0.995728
2026-08-28,2026-08-28,2026-09-01,ARKK,buy,XYZ,BLOCK INC,852234103,equity,1791942,1956557,1764833,191724,10.86,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKF,buy,XYZ,BLOCK INC,852234103,equity,614266,790528,614266,176262,28.69,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKK,buy,NVDA,NVIDIA CORP,67066G104,equity,675086,723155,664873,58282,8.77,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKK,buy,AVGO,BROADCOM INC,11135F101,equity,272709,303237,268583,34654,12.90,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKK,buy,RKLB UQ,ROCKET LAB,773121108,equity,389605,584020,383711,200309,52.20,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKG,buy,GH,GUARDANT HEALTH INC,40131M109,equity,484649,538816,481825,56991,11.83,0.994173
2026-08-28,2026-08-28,2026-09-01,ARKW,buy,XYZ,BLOCK INC,852234103,equity,762209,847017,758953,88064,11.60,0.995728
2026-08-28,2026-08-28,2026-09-01,ARKK,buy,VCYT,VERACYTE INC,92337F107,equity,1033258,1177888,1017627,160261,15.75,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKQ,buy,AVGO,BROADCOM INC,11135F101,equity,110855,121590,111209,10381,9.33,1.003194
2026-08-28,2026-08-28,2026-09-01,ARKW,buy,AVGO,BROADCOM INC,11135F101,equity,113564,122935,113079,9856,8.72,0.995728
2026-08-28,2026-08-28,2026-09-01,ARKF,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,equity,558380,593572,558380,35192,6.30,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,250626,3850,1.54,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKG,buy,VCYT,VERACYTE INC,92337F107,equity,921866,975245,916494,58751,6.41,0.994173
2026-08-28,2026-08-28,2026-09-01,IZRL,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,20444,2354487,20444,2334043,11416.76,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKF,buy,NVDA,NVIDIA CORP,67066G104,equity,104539,111999,104539,7460,7.14,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKX,buy,NVDA,NVIDIA CORP,67066G104,equity,142870,149875,142870,7005,4.90,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKG,buy,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,2685706,2723524,2670057,53467,2.00,0.994173
2026-08-28,2026-08-28,2026-09-01,ARKG,buy,SCTX,SCRIBE THERAPEUTICS INC,811033109,equity,402752,411340,400405,10935,2.73,0.994173
2026-08-28,2026-08-28,2026-09-01,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,8218036,8341554,8170151,171403,2.10,0.994173
2026-08-28,2026-08-28,2026-09-01,ARKW,buy,SOLQ/U,3IQ SOLANA STAKING ETF,BTRDQ40,equity,473568,477361,471545,5816,1.23,0.995728
2026-08-28,2026-08-28,2026-09-01,ARKF,buy,SOLQ/U,3IQ SOLANA STAKING ETF,BTRDQ40,equity,387491,391405,387491,3914,1.01,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKK,buy,,BRERA HOLDINGS PLC-CL B,G13311132,equity,213651,213651,210419,3232,1.54,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,425096,6530,1.54,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKK,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,408851,348521,402666,-54145,-13.45,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKQ,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,208288,160272,208953,-48681,-23.30,1.003194
2026-08-28,2026-08-28,2026-09-01,ARKW,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,194513,147471,193682,-46211,-23.86,0.995728
2026-08-28,2026-08-28,2026-09-01,ARKK,sell,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,equity,1149498,1029597,1132108,-102511,-9.05,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKK,sell,TEM,TEMPUS AI INC-CL A,88023B103,equity,5719589,5463322,5633063,-169741,-3.01,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKF,sell,SHOP,SHOPIFY INC - CLASS A,82509L107,equity,477441,422127,477441,-55314,-11.59,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKF,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,38312,26224,38312,-12088,-31.55,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,1329909,1295248,1322160,-26912,-2.04,0.994173
2026-08-28,2026-08-28,2026-09-01,ARKW,sell,SHOP,SHOPIFY INC - CLASS A,82509L107,equity,545126,517930,542797,-24867,-4.58,0.995728
2026-08-28,2026-08-28,2026-09-01,ARKW,sell,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,equity,292758,271958,291507,-19549,-6.71,0.995728
2026-08-28,2026-08-28,2026-09-01,ARKF,sell,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,equity,209815,192421,209815,-17394,-8.29,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKG,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,3104724,3036823,3086633,-49810,-1.61,0.994173
2026-08-28,2026-08-28,2026-09-01,ARKG,sell,PSNL,PERSONALIS INC,71535D106,equity,7159356,6941795,7117640,-175845,-2.47,0.994173
2026-08-28,2026-08-28,2026-09-01,ARKF,sell,RBLX,ROBLOX CORP -CLASS A,771049103,equity,379082,320209,379082,-58873,-15.53,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKX,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,71894,68640,71894,-3254,-4.53,1.000000
2026-08-28,2026-08-28,2026-09-01,ARKK,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,286156,146439,281827,-135388,-48.04,0.984872
2026-08-28,2026-08-28,2026-09-01,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1299941,1238546,1294388,-55842,-4.31,0.995728
2026-08-28,2026-08-28,2026-09-01,ARKQ,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1496706,1460467,1501487,-41020,-2.73,1.003194
2026-08-28,2026-08-28,2026-09-01,ARKF,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1411138,1395208,1411138,-15930,-1.13,1.000000
