symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,358.7000,297.3800,498.8300,30.44,-28.09,20.62,367.9500,-2.51,987986224.50,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,144.5400,104.8300,225.6400,32.87,-35.94,37.88,143.6900,0.59,702770834.58,ARKK|ARKQ|ARKW|ARKX,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,90.9300,49.9000,159.4700,37.45,-42.98,82.22,95.5500,-4.84,515167093.35,ARKF|ARKK|ARKW,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,62.2450,40.7700,104.3200,33.79,-40.33,52.67,63.0500,-1.28,503657586.25,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,180.0000,139.1100,402.1600,15.54,-55.24,29.39,188.1200,-4.32,423567605.84,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,56.7800,44.1200,78.4800,36.85,-27.65,28.69,56.9800,-0.35,422083167.66,ARKG|ARKK,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,135.2900,23.3000,155.4400,84.75,-12.96,480.64,139.0000,-2.67,413791046.00,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,183.3300,106.3700,207.5200,76.09,-11.66,72.35,186.3800,-1.64,400538261.58,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,61.5350,11.1600,66.9400,90.31,-8.07,451.39,62.4500,-1.47,377506190.75,ARKG|ARKK,ok
NVDA,NVIDIA CORP,NASDAQ,219.8900,164.0700,236.5400,77.02,-7.04,34.02,220.7800,-0.40,374541568.66,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,142.3600,94.0000,182.1900,54.84,-21.86,51.45,147.3700,-3.40,371999901.46,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,106.0100,63.5150,153.8600,47.04,-31.10,66.91,104.8100,1.14,365189692.62,ARKF|ARKK|ARKW,ok
AMZN,AMAZON.COM INC,NASDAQ,255.4400,196.0000,287.2000,65.18,-11.06,30.33,259.7700,-1.67,365059976.40,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
