symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2734452,943741418.71,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1713664;ARKQ=563948;ARKW=385983;ARKX=70857
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4765751,638610634.00,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2691107;ARKQ=1017273;ARKW=528535;ARKX=528836
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8470066,564529899.00,2,ARKG|ARKK,ARKG=2368023;ARKK=6102043
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5474603,458005287.00,3,ARKF|ARKK|ARKW,ARKF=558380;ARKK=3931968;ARKW=984255
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,974308,457393762.14,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=40859;ARKK=434775;ARKQ=216236;ARKW=210544;ARKX=71894
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7424566,431515775.90,2,ARKG|ARKK,ARKG=2021851;ARKK=5402715
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2478092,431088884.28,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=209815;ARKK=1257044;ARKQ=523515;ARKW=319433;ARKX=168285
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3096851,422193696.90,2,ARKG|ARKK,ARKG=1254692;ARKK=1842159
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2301148,396602857.85,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1657391;ARKW=387523
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2659478,391421972.08,3,ARKF|ARKK|ARKW,ARKF=477971;ARKK=1634052;ARKW=547455
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,5999462,383185637.90,2,ARKG|ARKK,ARKG=2894880;ARKK=3104582
AMZN,NASDAQ,023135106,AMAZON.COM INC,1424480,370521492.78,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=633322;ARKQ=264140;ARKW=273898;ARKX=135960
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3580650,340519815.00,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2300350;ARKW=846608
NVDA,NASDAQ,67066G104,NVIDIA CORP,1473147,319451926.95,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=104539;ARKK=683966;ARKQ=341914;ARKW=199858;ARKX=142870
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,858941,290493846.20,4,ARKK|ARKQ|ARKW|ARKX,ARKK=327250;ARKQ=259897;ARKW=183156;ARKX=88638
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4578203,257203444.54,3,ARKK|ARKQ|ARKX,ARKK=1368087;ARKQ=2241950;ARKX=968166
XYZ,NYSE,852234103,BLOCK INC,3195254,255875940.36,3,ARKF|ARKK|ARKW,ARKF=614266;ARKK=1815522;ARKW=765466
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2699055,242267176.78,2,ARKK|ARKW,ARKK=1942477;ARKW=756578
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8270542,234800687.42,2,ARKG|ARKK,ARKG=2284808;ARKK=5985734
TER,NASDAQ,880770102,TERADYNE INC,572166,219225402.95,3,ARKK|ARKQ|ARKX,ARKK=169066;ARKQ=324965;ARKX=78135
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,922283,193541087.60,2,ARKK|ARKW,ARKK=714899;ARKW=207384
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,439350,182769600.00,4,ARKK|ARKQ|ARKW|ARKX,ARKK=152673;ARKQ=160893;ARKW=93341;ARKX=32443
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,27642593,168343391.37,3,ARKK|ARKQ|ARKX,ARKK=13838588;ARKQ=8928306;ARKX=4875699
BLSH,NYSE,G16910120,BULLISH,5728459,162917374.00,3,ARKF|ARKK|ARKW,ARKF=745851;ARKK=4114469;ARKW=868139
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,7536694,162566489.57,3,ARKF|ARKK|ARKW,ARKF=734466;ARKK=5288373;ARKW=1513855
AVGO,NASDAQ,11135F101,BROADCOM INC,442340,161025030.20,3,ARKK|ARKQ|ARKW,ARKK=238713;ARKQ=99952;ARKW=103675
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,12548454,156102767.74,2,ARKG|ARKK,ARKG=2644446;ARKK=9904008
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,279073,152326415.59,3,ARKF|ARKK|ARKW,ARKF=44083;ARKK=153446;ARKW=81544
ILMN,NASDAQ,452327109,ILLUMINA INC,696467,148514623.08,2,ARKG|ARKK,ARKG=356686;ARKK=339781
RKLB,NASDAQ,773121108,ROCKET LAB,2017023,147141827.85,3,ARKK|ARKQ|ARKX,ARKK=394725;ARKQ=1034861;ARKX=587437
NTRA,NASDAQ,632307104,NATERA INC,450346,146290394.64,2,ARKG|ARKK,ARKG=238066;ARKK=212280
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1466262,121039928.10,2,ARKG|ARKK,ARKG=496773;ARKK=969489
XE,NASDAQ,98386P102,X-ENERGY INC,6598390,120684553.10,3,ARKK|ARKQ|ARKX,ARKK=4524711;ARKQ=1483627;ARKX=590052
LLY,NYSE,532457108,ELI LILLY & CO,90940,113165736.00,2,ARKG|ARKK,ARKG=62956;ARKK=27984
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,417275,112847851.00,3,ARKQ|ARKX|PRNT,ARKQ=216314;ARKX=197139;PRNT=3822
PSNL,NASDAQ,71535D106,PERSONALIS INC,6675404,112680819.50,1,ARKG,ARKG=6675404
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,33465157,111773624.38,2,ARKG|ARKK,ARKG=13520607;ARKK=19944550
