cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2591211,988832029.71,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1634371.0,""ARKQ"":557145.0,""ARKW"":339051.0,""ARKX"":60644.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1282583,666750772.55,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":578170.0,""ARKQ"":279833.0,""ARKW"":271413.0,""ARKF"":54451.0,""ARKX"":98716.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3338008,521096428.88,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1742760.0,""ARKQ"":777607.0,""ARKW"":324842.0,""ARKX"":492799.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4412505,455591141.25,3,ARKF|ARKK|ARKW,"{""ARKK"":2989719.0,""ARKW"":965762.0,""ARKF"":457024.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7961626,429848187.74,2,ARKG|ARKK,"{""ARKK"":6020639.0,""ARKG"":1940987.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8539618,415110830.98,2,ARKG|ARKK,"{""ARKK"":6494938.0,""ARKG"":2044680.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3740516,402778762.88,3,ARKF|ARKK|ARKW,"{""ARKK"":2470204.0,""ARKW"":654118.0,""ARKF"":616194.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,4155597,353225745.00,2,ARKG|ARKK,"{""ARKK"":2637096.0,""ARKG"":1518501.0}"
023135106,AMZN,AMAZON.COM INC,equity,1450788,339643978.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":647615.0,""ARKQ"":269047.0,""ARKW"":260305.0,""ARKF"":118232.0,""ARKX"":155589.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2119999,335341441.82,3,ARKF|ARKK|ARKW,"{""ARKK"":1534433.0,""ARKW"":338040.0,""ARKF"":247526.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2799879,326745879.30,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1419685.0,""ARKQ"":591369.0,""ARKW"":338514.0,""ARKF"":244275.0,""ARKX"":206036.0}"
