symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,326.3050,297.3800,498.8300,14.36,-34.59,9.73,327.3500,-0.32,917307699.05,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,114.8750,104.8300,225.6400,8.31,-49.09,9.58,125.3300,-8.34,573351286.89,ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,491.1600,149.2200,584.7300,78.51,-16.00,229.15,518.5800,-5.29,549967573.08,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,162.0300,106.3700,207.5200,55.03,-21.92,52.33,162.6600,-0.39,445521510.84,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,47.6090,40.7700,104.3200,10.76,-54.36,16.77,47.0500,1.19,404400254.85,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,276.6050,196.0000,287.2000,88.38,-3.69,41.13,277.4200,-0.29,403926571.62,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,53.0500,44.1200,78.4800,25.99,-32.40,20.24,53.0700,-0.04,402672339.90,ARKG|ARKK,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,145.9200,94.0000,182.1900,58.87,-19.91,55.23,123.3000,18.35,402088574.70,ARKF|ARKK|ARKW,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,152.9000,139.1100,402.1600,5.24,-61.98,9.91,150.7300,1.44,345047799.94,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,94.7250,63.5150,153.8600,34.55,-38.43,49.14,93.5100,1.30,341113258.80,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,108.7100,23.3000,112.1600,96.12,-3.08,366.57,99.4450,9.32,332570333.49,ARKG|ARKK,ok
GOOG,ALPHABET INC-CL C,NASDAQ,377.5000,194.4670,404.4700,87.16,-6.67,94.12,375.3500,0.57,330012599.55,ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,48.1050,11.1600,50.3400,94.30,-4.44,331.05,47.8600,0.51,322421525.04,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,61.0900,49.9000,189.9200,7.99,-67.83,22.42,63.2500,-3.42,315981250.75,ARKF|ARKK|ARKW,ok
NVDA,NVIDIA CORP,NASDAQ,221.3300,164.0700,236.5400,79.01,-6.43,34.90,211.9400,4.43,254604581.70,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,92.4650,60.5500,153.2000,34.45,-39.64,52.71,91.9000,0.61,253262155.50,ARKK|ARKW,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,56.8310,43.0900,134.0000,15.11,-57.59,31.89,51.8700,9.56,244846266.21,ARKK|ARKQ|ARKX,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,28.1150,15.6000,38.2600,55.23,-26.52,80.22,28.3500,-0.83,239593192.65,ARKG|ARKK,ok
XYZ,BLOCK INC,NYSE,85.0400,48.2100,86.6900,95.71,-1.90,76.39,84.6400,0.47,234099935.84,ARKF|ARKK|ARKW,ok
TER,TERADYNE INC,NASDAQ,400.4300,103.3300,487.9100,77.25,-17.93,287.53,403.5600,-0.78,227172398.76,ARKK|ARKQ|ARKX,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,421.7100,223.7000,479.0000,77.56,-11.96,88.52,417.1700,1.09,187481621.21,ARKK|ARKQ|ARKW|ARKX,ok
RBLX,ROBLOX CORP -CLASS A,NYSE,36.9350,33.8800,142.0000,2.83,-73.99,9.02,37.0000,-0.18,175100095.00,ARKF|ARKK|ARKW,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,595.3850,520.2600,796.2500,27.22,-25.23,14.44,587.9400,1.27,166697452.32,ARKF|ARKK|ARKW,ok
DE,DEERE & CO,NYSE,622.3950,433.0000,674.1900,78.53,-7.68,43.74,617.3700,0.81,162857884.41,ARKK|ARKQ|ARKX,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,224.1600,160.8100,386.3400,28.09,-41.98,39.39,227.1500,-1.32,156512028.75,ARKK|ARKW,ok
ILMN,ILLUMINA INC,NASDAQ,201.2100,88.0000,207.0000,95.13,-2.80,128.65,203.0100,-0.89,153719172.00,ARKG|ARKK,ok
ACHR,ARCHER AVIATION INC-A,NYSE,5.2300,4.3000,14.6200,9.01,-64.23,21.63,5.3100,-1.51,151343878.32,ARKK|ARKQ|ARKX,ok
AVGO,BROADCOM INC,NASDAQ,422.1950,281.8700,495.0000,65.84,-14.71,49.78,418.1600,0.96,148685569.36,ARKK|ARKQ|ARKW,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,11.2800,7.9500,28.2500,16.40,-60.07,41.89,11.3200,-0.35,142769402.16,ARKG|ARKK,ok
BLSH,BULLISH,NYSE,23.2700,20.5500,118.0000,2.79,-80.28,13.24,23.8000,-2.23,142058082.60,ARKF|ARKK|ARKW,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,18.1700,12.8000,71.7400,9.11,-74.67,41.95,18.1000,0.39,139212783.40,ARKF|ARKK|ARKW,ok
NTRA,NATERA INC,NASDAQ,277.2600,135.7500,288.0400,92.92,-3.74,104.24,275.1900,0.75,131479452.63,ARKG|ARKK,ok
XE,X-ENERGY INC,NASDAQ,18.8400,13.2900,37.1000,23.31,-49.22,41.76,18.5700,1.45,126201311.46,ARKK|ARKQ|ARKX,ok
LHX,L3HARRIS TECHNOLOGIES INC,NYSE,289.7800,262.6800,379.2300,23.25,-23.59,10.32,285.3000,1.57,123230484.90,ARKQ|ARKX|PRNT,ok
RKLB,ROCKET LAB,NASDAQ,76.5450,37.5700,151.0000,34.36,-49.31,103.74,74.4800,2.77,117924035.04,ARKQ|ARKX,ok
RXRX,RECURSION PHARMACEUTICALS-A,NASDAQ,3.1800,2.7700,7.1800,9.30,-55.71,14.80,3.3100,-3.93,112811790.72,ARKG|ARKK,ok
LLY,ELI LILLY & CO,NYSE,1185.0750,623.7800,1249.4500,89.71,-5.15,89.98,1115.6800,6.22,102537686.08,ARKG|ARKK,ok
WGS,GENEDX HOLDINGS CORP,NASDAQ,70.9150,32.2100,170.8700,27.91,-58.50,120.16,70.9000,0.02,99680791.50,ARKG|ARKK,ok
AVAV,AEROVIRONMENT INC,NASDAQ,171.3750,135.2000,417.8600,12.80,-58.99,26.76,169.0200,1.39,95930850.42,ARKQ|ARKX,ok
BWXT,BWX TECHNOLOGIES INC,NYSE,172.3400,157.1000,241.8200,17.99,-28.73,9.70,172.4000,-0.03,94636911.20,ARKK|ARKQ|ARKX,ok
PSNL,PERSONALIS INC,NASDAQ,13.5600,3.8400,16.3900,77.45,-17.27,253.13,13.5200,0.30,90477083.84,ARKG,ok
VCYT,VERACYTE INC,NASDAQ,47.0600,23.7900,60.9100,62.69,-22.74,97.81,46.4100,1.40,87743256.51,ARKG|ARKK,ok
ABSI,ABSCI CORP,NASDAQ,8.6800,2.2400,12.0550,65.61,-28.00,287.50,8.4800,2.36,86700817.44,ARKG,ok
DASH,DOORDASH INC - A,NASDAQ,206.6350,143.3000,285.5000,44.54,-27.62,44.20,202.3700,2.11,76821878.07,ARKF|ARKQ|ARKW|ARKX,ok
GH,GUARDANT HEALTH INC,NASDAQ,160.9470,43.6600,176.5800,88.24,-8.85,268.64,159.7900,0.72,72395256.35,ARKG,ok
CDNA,CAREDX INC,NASDAQ,46.3200,11.2590,49.7600,91.07,-6.91,311.40,47.0900,-1.64,71675406.46,ARKG,ok
TRMB,TRIMBLE INC,NASDAQ,59.2400,47.9200,87.5000,28.60,-32.30,23.62,59.8100,-0.95,67828068.79,ARKQ|ARKX,ok
SOFI,SOFI TECHNOLOGIES INC,NASDAQ,18.7650,14.8800,32.7300,21.76,-42.67,26.11,18.7000,0.35,63546302.60,ARKF|ARKK,ok
TOST,TOAST INC-CLASS A,NYSE,35.4400,22.2600,46.8100,53.69,-24.29,59.21,33.8100,4.82,61801603.29,ARKF|ARKW,ok
CRWD,CROWDSTRIKE HOLDINGS INC - A,NASDAQ,212.6850,85.6800,219.3500,95.01,-3.04,148.23,211.2200,0.69,60726806.10,ARKF|ARKW,ok
SNOW,SNOWFLAKE INC,NYSE,321.1900,118.3000,321.8400,99.68,-0.20,171.50,316.7700,1.40,55548470.43,ARKK|ARKW,ok
CMPS,COMPASS PATHWAYS PLC,NASDAQ,12.6800,3.9700,15.4000,76.20,-17.66,219.40,11.8000,7.46,52347396.00,ARKG,ok
LUNR,INTUITIVE MACHINES INC,NASDAQ,13.7300,7.7800,46.7500,15.27,-70.63,76.48,13.9600,-1.65,48180036.32,ARKQ|ARKX,ok
DDOG,DATADOG INC - CLASS A,NASDAQ,287.9250,98.0100,292.7200,97.54,-1.64,193.77,288.1500,-0.08,45339538.05,ARKW,ok
