symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2538560,963916617.60,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1586449;ARKQ=557145;ARKW=336141;ARKX=58825
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1259596,656980081.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=53721;ARKK=561216;ARKQ=279833;ARKW=269085;ARKX=95741
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,3315049,507964958.27,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1718311;ARKQ=786315;ARKW=328772;ARKX=481651
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8515163,478041250.82,2,ARKG|ARKK,ARKG=2210639;ARKK=6304524
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7860889,431720023.88,2,ARKG|ARKK,ARKG=2016797;ARKK=5844092
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4339873,428302066.37,3,ARKF|ARKK|ARKW,ARKF=450884;ARKK=2931515;ARKW=957474
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3654200,427029812.00,3,ARKF|ARKK|ARKW,ARKF=607914;ARKK=2397782;ARKW=648504
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,4049962,404348206.08,2,ARKG|ARKK,ARKG=1490188;ARKK=2559774
AMZN,NASDAQ,023135106,AMAZON.COM INC,1423331,331194890.39,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=116647;ARKK=628652;ARKQ=269047;ARKW=258071;ARKX=150914
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2146154,319905715.24,3,ARKF|ARKK|ARKW,ARKF=250659;ARKK=1546046;ARKW=349449
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2817958,318231996.94,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=246977;ARKK=1430822;ARKQ=591369;ARKW=348959;ARKX=199831
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8566938,314834971.50,2,ARKG|ARKK,ARKG=3060416;ARKK=5506522
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,905259,302981134.71,4,ARKK|ARKQ|ARKW|ARKX,ARKK=344846;ARKQ=278157;ARKW=180040;ARKX=102216
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8429282,293423306.42,2,ARKG|ARKK,ARKG=2120761;ARKK=6308521
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,3969923,292067235.11,3,ARKF|ARKK|ARKW,ARKF=466621;ARKK=2793846;ARKW=709456
TER,NASDAQ,880770102,TERADYNE INC,591624,258456860.64,3,ARKK|ARKQ|ARKX,ARKK=151443;ARKQ=347801;ARKX=92380
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5428566,258182598.96,3,ARKF|ARKK|ARKW,ARKF=436872;ARKK=3974069;ARKW=1017625
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,14036227,234124266.36,2,ARKG|ARKK,ARKG=2889137;ARKK=11147090
NVDA,NASDAQ,67066G104,NVIDIA CORP,1160439,223419320.67,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=86893;ARKK=514209;ARKQ=298297;ARKW=125745;ARKX=135295
DE,NYSE,244199105,DEERE & CO,359201,220276421.24,3,ARKK|ARKQ|ARKX,ARKK=119653;ARKQ=150081;ARKX=89467
XYZ,NYSE,852234103,BLOCK INC,2765951,215246306.82,3,ARKF|ARKK|ARKW,ARKF=570820;ARKK=1558530;ARKW=636601
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2093600,202199888.00,2,ARKK|ARKW,ARKK=1510726;ARKW=582874
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4156327,196220197.67,3,ARKK|ARKQ|ARKX,ARKK=1051619;ARKQ=2086177;ARKX=1018531
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,423375,183046181.25,4,ARKK|ARKQ|ARKW|ARKX,ARKK=138754;ARKQ=164838;ARKW=85672;ARKX=34111
