cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2592632,982426043.76,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1616320.0,""ARKQ"":547167.0,""ARKW"":364411.0,""ARKX"":64734.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1105479,601855931.97,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":471609.0,""ARKQ"":244603.0,""ARKW"":254216.0,""ARKF"":53137.0,""ARKX"":81914.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4145717,512161878.18,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2227252.0,""ARKQ"":937786.0,""ARKW"":462587.0,""ARKX"":518092.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8629749,422685106.02,2,ARKG|ARKK,"{""ARKK"":6280423.0,""ARKG"":2349326.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3970221,422272705.56,3,ARKF|ARKK|ARKW,"{""ARKK"":2602756.0,""ARKW"":921493.0,""ARKF"":445972.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3406708,419127285.24,3,ARKF|ARKK|ARKW,"{""ARKK"":2198034.0,""ARKW"":634085.0,""ARKF"":574589.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2245823,394927974.55,3,ARKF|ARKK|ARKW,"{""ARKK"":1606158.0,""ARKW"":381193.0,""ARKF"":258472.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7764407,373856197.05,2,ARKG|ARKK,"{""ARKK"":5707178.0,""ARKG"":2057229.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2811441,372965763.06,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1426717.0,""ARKQ"":580779.0,""ARKW"":367404.0,""ARKF"":247660.0,""ARKX"":188881.0}"
023135106,AMZN,AMAZON.COM INC,equity,1415428,350389201.40,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":627266.0,""ARKQ"":264229.0,""ARKW"":265890.0,""ARKF"":115379.0,""ARKX"":142664.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7416329,350050728.80,2,ARKG|ARKK,"{""ARKK"":4294553.0,""ARKG"":3121776.0}"
