cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2679970,954310517.30,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1662466.0,""ARKQ"":563948.0,""ARKW"":382699.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4882037,694372122.51,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2728438.0,""ARKQ"":1053214.0,""ARKW"":557134.0,""ARKX"":543251.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,7742010,482094962.70,2,ARKG|ARKK,"{""ARKK"":5202307.0,""ARKG"":2539703.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5383935,481754503.80,3,ARKF|ARKK|ARKW,"{""ARKK"":3814484.0,""ARKW"":975879.0,""ARKF"":593572.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7409672,421017563.04,2,ARKG|ARKK,"{""ARKK"":5241255.0,""ARKG"":2168417.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2248354,397553954.28,3,ARKF|ARKK|ARKW,"{""ARKK"":1607895.0,""ARKW"":384225.0,""ARKF"":256234.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2934361,387511713.66,2,ARKG|ARKK,"{""ARKK"":1631523.0,""ARKG"":1302838.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2145392,385998928.64,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1027533.0,""ARKQ"":496166.0,""ARKW"":271958.0,""ARKF"":192421.0,""ARKX"":157314.0}"
67066G104,NVDA,NVIDIA CORP,equity,1693628,368262472.32,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":721706.0,""ARKQ"":428976.0,""ARKW"":281072.0,""ARKF"":111999.0,""ARKX"":149875.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6056705,363281165.90,2,ARKG|ARKK,"{""ARKK"":3002082.0,""ARKG"":3054623.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3479820,360196168.20,3,ARKF|ARKK|ARKW,"{""ARKK"":2231626.0,""ARKW"":814502.0,""ARKF"":433692.0}"
023135106,AMZN,AMAZON.COM INC,equity,1403244,357714960.48,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":614416.0,""ARKQ"":264140.0,""ARKW"":271568.0,""ARKF"":117160.0,""ARKX"":135960.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2477202,346362383.64,3,ARKF|ARKK|ARKW,"{""ARKK"":1537145.0,""ARKW"":517930.0,""ARKF"":422127.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,742472,341247555.92,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":347825.0,""ARKQ"":155626.0,""ARKW"":147471.0,""ARKF"":26224.0,""ARKX"":65326.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,847631,281438920.93,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":317498.0,""ARKQ"":259897.0,""ARKW"":181598.0,""ARKX"":88638.0}"
852234103,XYZ,BLOCK INC,equity,3590181,279603296.28,3,ARKF|ARKK|ARKW,"{""ARKK"":1952636.0,""ARKW"":847017.0,""ARKF"":790528.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8257296,239626729.92,2,ARKG|ARKK,"{""ARKK"":5806840.0,""ARKG"":2450456.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4537355,223873095.70,3,ARKK|ARKQ|ARKX,"{""ARKK"":1327239.0,""ARKQ"":2241950.0,""ARKX"":968166.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2634565,215639145.25,2,ARKK|ARKW,"{""ARKK"":1884425.0,""ARKW"":750140.0}"
11135F101,AVGO,BROADCOM INC,equity,546769,202129563.92,3,ARKK|ARKQ|ARKW,"{""ARKK"":302631.0,""ARKQ"":121203.0,""ARKW"":122935.0}"
