cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2782991,860556477.02,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1739550.0,""ARKQ"":584942.0,""ARKW"":383840.0,""ARKX"":74659.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1104856,546848477.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":472797.0,""ARKQ"":243860.0,""ARKW"":253148.0,""ARKF"":53137.0,""ARKX"":81914.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4393221,498630583.50,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2388032.0,""ARKQ"":985186.0,""ARKW"":481043.0,""ARKX"":538960.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3409592,432609032.96,3,ARKF|ARKK|ARKW,"{""ARKK"":2203582.0,""ARKW"":631421.0,""ARKF"":574589.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2248300,376567767.00,3,ARKF|ARKK|ARKW,"{""ARKK"":1610236.0,""ARKW"":379592.0,""ARKF"":258472.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8619631,369868366.21,2,ARKG|ARKK,"{""ARKK"":6296279.0,""ARKG"":2323352.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2811733,369827241.49,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1430317.0,""ARKQ"":579014.0,""ARKW"":365861.0,""ARKF"":247660.0,""ARKX"":188881.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7756076,362441431.48,2,ARKG|ARKK,"{""ARKK"":5721590.0,""ARKG"":2034486.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3730381,356810942.65,3,ARKF|ARKK|ARKW,"{""ARKK"":2430597.0,""ARKW"":853812.0,""ARKF"":445972.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7165016,329017534.72,2,ARKG|ARKK,"{""ARKK"":4077755.0,""ARKG"":3087261.0}"
023135106,AMZN,AMAZON.COM INC,equity,1415092,327438137.88,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":628850.0,""ARKQ"":263426.0,""ARKW"":264773.0,""ARKF"":115379.0,""ARKX"":142664.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4893513,321356998.71,3,ARKF|ARKK|ARKW,"{""ARKK"":3444540.0,""ARKW"":909396.0,""ARKF"":539577.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3408395,294962503.30,2,ARKG|ARKK,"{""ARKK"":2096917.0,""ARKG"":1311478.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,891335,291083270.95,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":337638.0,""ARKQ"":272347.0,""ARKW"":184714.0,""ARKX"":96636.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5366936,259867041.12,3,ARKF|ARKK|ARKW,"{""ARKK"":3890769.0,""ARKW"":1044055.0,""ARKF"":432112.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
