trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-13,2026-07-13,2026-07-14,ARKF,new,,SECURITIZE CORP,81517B101,equity,0,340300,0,340300,,1.000000
2026-07-13,2026-07-13,2026-07-14,IZRL,new,MLTH,MALAM-TEAM HOLDING LTD,6047636,equity,0,43008,0,43008,,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,22476499,164124540,17646789,146477751,830.05,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKK,buy,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,2870733,2870733,2253875,616858,27.37,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKW,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,6909342,69588993,5523378,64065615,1159.90,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,199795,54681,27.37,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKW,buy,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,957474,957474,765412,192062,25.09,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKW,buy,,ARK BITCOIN ETF HOLDCO (ARKW),MM0051EWE,bitcoin_holdco,3775474,3775474,3018141,757333,25.09,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKK,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,2550200,2091225,2002218,89007,4.45,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKW,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,62528,62528,49985,12543,25.09,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKK,buy,XE,X-ENERGY INC,98386P102,equity,4593417,3978510,3606392,372118,10.32,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2710096,6825947,1759146,5066801,288.03,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKQ,buy,OKLO,OKLO INC,02156V109,equity,568321,469769,368902,100867,27.34,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKQ,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,1272499,858450,825990,32460,3.93,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKW,buy,XYZ,BLOCK INC,852234103,equity,823941,711987,658664,53323,8.10,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKG,buy,IONS,IONIS PHARMACEUTICALS INC,462222100,equity,412797,478560,412282,66278,16.08,0.998753
2026-07-13,2026-07-13,2026-07-14,ARKQ,buy,KTOS,KRATOS DEFENSE & SECURITY,50077B207,equity,3235124,2179665,2099946,79719,3.80,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKW,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,480627,407215,384217,22998,5.99,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKG,buy,BEAM,BEAM THERAPEUTICS INC,07373V105,equity,2131389,2211124,2128732,82392,3.87,0.998753
2026-07-13,2026-07-13,2026-07-14,ARKQ,buy,XE,X-ENERGY INC,98386P102,equity,1699011,1239301,1102842,136459,12.37,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKF,buy,XYZ,BLOCK INC,852234103,equity,564600,582872,564600,18272,3.24,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKX,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,484988,493716,484988,8728,1.80,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,equity,837171,873131,836127,37004,4.43,0.998753
2026-07-13,2026-07-13,2026-07-14,ARKG,buy,PRME,PRIME MEDICINE INC,74168J101,equity,5817684,6057160,5810431,246729,4.25,0.998753
2026-07-13,2026-07-13,2026-07-14,ARKX,buy,KTOS,KRATOS DEFENSE & SECURITY,50077B207,equity,992545,1005442,992545,12897,1.30,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKX,buy,XE,X-ENERGY INC,98386P102,equity,540818,577345,540818,36527,6.75,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKK,buy,,BRERA HOLDINGS PLC-CL B,G13311132,equity,364423,364423,286116,78307,27.37,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,338879,92747,27.37,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKQ,buy,KDK,KODIAK AI INC,500081104,equity,5260846,3486168,3414859,71309,2.09,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKQ,buy,PONY,PONY AI INC,732908108,equity,3147272,2092156,2042920,49236,2.41,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKW,buy,,BRERA HOLDINGS PLC-CL B,G13311132,equity,144292,144292,115348,28944,25.09,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKQ,buy,WRD,WERIDE INC-ADR,950915108,equity,5305267,3467519,3443693,23826,0.69,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKW,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,139569,139569,111572,27997,25.09,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKW,buy,MELI,MERCADOLIBRE INC,58733R102,equity,10992,8832,8787,45,0.51,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,806744,880246,806744,73502,9.11,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKQ,buy,GOOGL,ALPHABET INC-CL A,02079K305,equity,24808,16216,16103,113,0.70,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKQ,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,420223,249987,272770,-22783,-8.35,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKQ,sell,DE,DEERE & CO,244199105,equity,225227,129789,146197,-16408,-11.22,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKW,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,348237,262086,278383,-16297,-5.85,0.799407
2026-07-13,2026-07-13,2026-07-14,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,10205880,4413199,10193156,-5779957,-56.70,0.998753
2026-07-13,2026-07-13,2026-07-14,ARKF,sell,ROKU,ROKU INC,77543R102,equity,84558,44897,84558,-39661,-46.90,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKG,sell,PSNL,PERSONALIS INC,71535D106,equity,7522197,7236078,7512819,-276741,-3.68,0.998753
2026-07-13,2026-07-13,2026-07-14,ARKK,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,3078330,2377434,2416864,-39430,-1.63,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKK,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,6418174,4982934,5039048,-56114,-1.11,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKK,sell,DE,DEERE & CO,244199105,equity,151164,114854,118682,-3828,-3.23,0.785122
2026-07-13,2026-07-13,2026-07-14,ARKQ,sell,BIDU,BAIDU INC - SPON ADR,056752108,equity,418742,257427,271809,-14382,-5.29,0.649108
2026-07-13,2026-07-13,2026-07-14,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,1350849,1332285,1349165,-16880,-1.25,0.998753
2026-07-13,2026-07-13,2026-07-14,ARKX,sell,AMD,ADVANCED MICRO DEVICES,007903107,equity,89221,86912,89221,-2309,-2.59,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKX,sell,DE,DEERE & CO,244199105,equity,85492,83660,85492,-1832,-2.14,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKX,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2236097,2181911,2236097,-54186,-2.42,1.000000
2026-07-13,2026-07-13,2026-07-14,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,1262520,814153,819512,-5359,-0.65,0.649108
2026-07-13,2026-07-13,2026-07-14,IZRL,exit,MLTM,MALAM - TEAM LTD,6875923,equity,77491,0,77491,-77491,-100.00,1.000000
