symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2604839,1054074149.74,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1652899;ARKQ=557145;ARKW=326768;ARKX=68027
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1326592,672966855.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=55035;ARKK=607234;ARKQ=279833;ARKW=273741;ARKX=110749
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4947760,478497869.60,3,ARKF|ARKK|ARKW,ARKF=461936;ARKK=3511774;ARKW=974050
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8842084,447055767.04,2,ARKG|ARKK,ARKG=2020722;ARKK=6821362
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3876906,438982066.38,3,ARKF|ARKK|ARKW,ARKF=622818;ARKK=2594356;ARKW=659732
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,8241535,428724650.70,2,ARKG|ARKK,ARKG=1918244;ARKK=6323291
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,4446393,377721085.35,2,ARKG|ARKK,ARKG=1676745;ARKK=2769648
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2817632,375449464.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=234472;ARKK=1433214;ARKQ=591369;ARKW=327356;ARKX=231221
AMZN,NASDAQ,023135106,AMAZON.COM INC,1463078,359917188.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=113212;ARKK=650835;ARKQ=269047;ARKW=255420;ARKX=174564
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2089682,353720472.14,3,ARKF|ARKK|ARKW,ARKF=241115;ARKK=1527981;ARKW=320586
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,927998,344380057.80,4,ARKK|ARKQ|ARKW|ARKX,ARKK=353286;ARKQ=278157;ARKW=178343;ARKX=118212
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4128886,329154791.92,3,ARKF|ARKK|ARKW,ARKF=470540;ARKK=2953156;ARKW=705190
ROKU,NASDAQ,77543R102,ROKU INC,2279702,314484890.90,3,ARKF|ARKK|ARKW,ARKF=185873;ARKK=1533278;ARKW=560551
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,8868775,281583606.25,2,ARKG|ARKK,ARKG=2910851;ARKK=5957924
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8842896,274041347.04,2,ARKG|ARKK,ARKG=2017138;ARKK=6825758
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5276510,260343003.40,3,ARKF|ARKK|ARKW,ARKF=407509;ARKK=3925004;ARKW=943997
NVDA,NASDAQ,67066G104,NVIDIA CORP,1228142,254728932.22,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=89017;ARKK=556370;ARKQ=298297;ARKW=127921;ARKX=156537
TER,NASDAQ,880770102,TERADYNE INC,618441,253158823.35,3,ARKK|ARKQ|ARKX,ARKK=163812;ARKQ=347801;ARKX=106828
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2148164,251399632.92,2,ARKK|ARKW,ARKK=1570734;ARKW=577430
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4402582,248041469.88,3,ARKK|ARKQ|ARKX,ARKK=1137803;ARKQ=2086177;ARKX=1178602
DE,NYSE,244199105,DEERE & CO,382928,224123929.12,3,ARKK|ARKQ|ARKX,ARKK=129362;ARKQ=150081;ARKX=103485
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,14399779,209516784.45,2,ARKG|ARKK,ARKG=2806009;ARKK=11593770
XYZ,NYSE,852234103,BLOCK INC,2679031,200070035.08,3,ARKF|ARKK|ARKW,ARKF=584815;ARKK=1446595;ARKW=647621
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,441492,188000538.36,4,ARKK|ARKQ|ARKW|ARKX,ARKK=150059;ARKQ=164838;ARKW=87152;ARKX=39443
RKLB,NASDAQ,773121108,ROCKET LAB,1635635,171136490.05,2,ARKQ|ARKX,ARKQ=951460;ARKX=684175
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,30682120,166910732.80,3,ARKK|ARKQ|ARKX,ARKK=15188683;ARKQ=9171141;ARKX=6322296
BLSH,NYSE,G16910120,BULLISH,6057824,157261111.04,3,ARKF|ARKK|ARKW,ARKF=764411;ARKK=4372051;ARKW=921362
ILMN,NASDAQ,452327109,ILLUMINA INC,952831,156531076.68,2,ARKG|ARKK,ARKG=360535;ARKK=592296
AVGO,NASDAQ,11135F101,BROADCOM INC,378450,142565899.50,3,ARKK|ARKQ|ARKW,ARKK=199360;ARKQ=85248;ARKW=93842
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,454965,141243884.25,3,ARKQ|ARKX|PRNT,ARKQ=210138;ARKX=241679;PRNT=3148
NTRA,NASDAQ,632307104,NATERA INC,627501,138119245.11,2,ARKG|ARKK,ARKG=241151;ARKK=386350
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,8473926,137362340.46,3,ARKF|ARKK|ARKW,ARKF=782306;ARKK=6177765;ARKW=1513855
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,203681,122251373.01,3,ARKF|ARKK|ARKW,ARKF=36381;ARKK=110248;ARKW=57052
VCYT,NASDAQ,92337F107,VERACYTE INC,2173566,110677980.72,2,ARKG|ARKK,ARKG=880612;ARKK=1292954
BWXT,NYSE,05605H100,BWX TECHNOLOGIES INC,553202,108942069.86,3,ARKK|ARKQ|ARKX,ARKK=287284;ARKQ=178475;ARKX=87443
BABA,NYSE,01609W102,ALIBABA GROUP HOLDING-SP ADR,933148,103551433.56,3,ARKF|ARKK|ARKW,ARKF=69712;ARKK=733709;ARKW=129727
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,32368330,102931289.40,2,ARKG|ARKK,ARKG=11517408;ARKK=20850922
AVAV,NASDAQ,008073108,AEROVIRONMENT INC,605926,101013923.46,2,ARKQ|ARKX,ARKQ=325143;ARKX=280783
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,431179,91517742.75,2,ARKK|ARKW,ARKK=340051;ARKW=91128
XE,NASDAQ,98386P102,X-ENERGY INC,4046393,87523480.59,3,ARKK|ARKQ|ARKX,ARKK=2501920;ARKQ=972872;ARKX=571601
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1404548,85115608.80,2,ARKG|ARKK,ARKG=420421;ARKK=984127
ABSI,NASDAQ,00091E109,ABSCI CORP,10925119,76475833.00,1,ARKG,ARKG=10925119
PSNL,NASDAQ,71535D106,PERSONALIS INC,7358050,71299504.50,1,ARKG,ARKG=7358050
TRMB,NASDAQ,896239100,TRIMBLE INC,1336636,67874376.08,2,ARKQ|ARKX,ARKQ=764324;ARKX=572312
DASH,NASDAQ,25809K105,DOORDASH INC - A,391237,66522027.11,4,ARKF|ARKQ|ARKW|ARKX,ARKF=60148;ARKQ=149173;ARKW=93876;ARKX=88040
LUNR,NASDAQ,46125A100,INTUITIVE MACHINES INC,2785228,65062926.08,2,ARKQ|ARKX,ARKQ=1788870;ARKX=996358
JOBY,NYSE,G65163100,JOBY AVIATION INC,6415951,59924982.34,2,ARKQ|ARKX,ARKQ=3474754;ARKX=2941197
SOFI,NASDAQ,83406F102,SOFI TECHNOLOGIES INC,3332964,59026792.44,2,ARKF|ARKK,ARKF=1211332;ARKK=2121632
GH,NASDAQ,40131M109,GUARDANT HEALTH INC,455268,57973827.12,1,ARKG,ARKG=455268
CRWD,NASDAQ,22788C105,CROWDSTRIKE HOLDINGS INC - A,84278,57266058.22,2,ARKF|ARKW,ARKF=22705;ARKW=61573
IRDM,NASDAQ,46269C102,IRIDIUM COMMUNICATIONS INC,1282986,55745741.70,2,ARKQ|ARKX,ARKQ=525638;ARKX=757348
CAT,NYSE,149123101,CATERPILLAR INC,56175,53111215.50,1,ARKQ,ARKQ=56175
ESLT,NASDAQ,M3760D101,ELBIT SYSTEMS LTD,63349,52072244.51,2,ARKQ|ARKX,ARKQ=41145;ARKX=22204
GOOGL,NASDAQ,02079K305,ALPHABET INC-CL A,132975,49632918.75,4,ARKK|ARKQ|ARKW|ARKX,ARKK=96340;ARKQ=16408;ARKW=12249;ARKX=7978
FIG,NYSE,316841105,FIGMA INC-CL A,2706391,48660910.18,2,ARKK|ARKW,ARKK=1702528;ARKW=1003863
TOST,NYSE,888787108,TOAST INC-CLASS A,1900428,47643729.96,2,ARKF|ARKW,ARKF=1185758;ARKW=714670
DDOG,NASDAQ,23804L103,DATADOG INC - CLASS A,179310,41440334.10,1,ARKW,ARKW=179310
CDNA,NASDAQ,14167L103,CAREDX INC,1723287,40066422.75,1,ARKG,ARKG=1723287
CERS,NASDAQ,157085101,CERUS CORP,16095696,39756369.12,2,ARKG|ARKK,ARKG=6793526;ARKK=9302170
MELI,NASDAQ,58733R102,MERCADOLIBRE INC,22512,37686888.96,2,ARKF|ARKW,ARKF=13824;ARKW=8688
CCJ,NYSE,13321L108,CAMECO CORP,340473,36730227.24,1,ARKQ,ARKQ=340473
DKNG,NASDAQ,26142V105,DRAFTKINGS INC-CL A,1252697,35714391.47,2,ARKF|ARKW,ARKF=594836;ARKW=657861
TDY,NYSE,879360105,TELEDYNE TECHNOLOGIES INC,56670,35706066.90,2,ARKQ|ARKX,ARKQ=35553;ARKX=21117
CMPS,NASDAQ,20451W101,COMPASS PATHWAYS PLC,3043464,34969401.36,1,ARKG,ARKG=3043464
SNPS,NASDAQ,871607107,SYNOPSYS INC,76372,34243677.36,3,ARKQ|ARKX|PRNT,ARKQ=45837;ARKX=23938;PRNT=6597
NET,NYSE,18915M107,CLOUDFLARE INC - CLASS A,145090,33511437.30,1,ARKW,ARKW=145090
AUR,NASDAQ,051774107,AURORA INNOVATION INC,5430150,33341121.00,1,ARKQ,ARKQ=5430150
PACB,NASDAQ,69404D108,PACIFIC BIOSCIENCES OF CALIF,24382017,32915722.95,2,ARKG|ARKK,ARKG=9998007;ARKK=14384010
ADPT,NASDAQ,00650F109,ADAPTIVE BIOTECHNOLOGIES,1870094,32203018.68,1,ARKG,ARKG=1870094
BIDU,NASDAQ,056752108,BAIDU INC - SPON ADR,278588,31402439.36,2,ARKQ|ARKW,ARKQ=275067;ARKW=3521
SPOT,NYSE,L8681T102,SPOTIFY TECHNOLOGY SA,64293,30205494.33,2,ARKF|ARKW,ARKF=26544;ARKW=37749
SRTA,NASDAQ,092667104,STRATA CRITICAL MEDICAL INC,5133410,29979114.40,2,ARKQ|ARKX,ARKQ=2786321;ARKX=2347089
SDGR,NASDAQ,80810D103,SCHRODINGER INC,1921091,28681888.63,1,ARKG,ARKG=1921091
SYM,NASDAQ,87151X101,SYMBOTIC INC,688250,28087482.50,1,ARKQ,ARKQ=688250
NRIX,NASDAQ,67080M103,NURIX THERAPEUTICS INC,1582022,27005115.54,1,ARKG,ARKG=1582022
ISRG,NASDAQ,46120E602,INTUITIVE SURGICAL INC,62441,26042267.87,1,ARKQ,ARKQ=62441
BFLY,NYSE,124155102,BUTTERFLY NETWORK INC,4487081,25352007.65,1,ARKG,ARKG=4487081
P,NYSE,74624M102,EVERPURE INC-A,329159,24114188.34,1,ARKW,ARKW=329159
RBRK,NYSE,781154109,RUBRIK INC-A,331406,22926667.08,1,ARKW,ARKW=331406
WRD,NASDAQ,950915108,WERIDE INC-ADR,3484917,21954977.10,1,ARKQ,ARKQ=3484917
OKLO,NYSE,02156V109,OKLO INC,373371,21450163.95,1,ARKQ,ARKQ=373371
GENI,NYSE,G3934V109,GENIUS SPORTS LTD,3118854,21426526.98,1,ARKW,ARKW=3118854
ABNB,NASDAQ,009066101,AIRBNB INC-CLASS A,151501,21391941.20,2,ARKF|ARKW,ARKF=87659;ARKW=63842
KDK,NASDAQ,500081104,KODIAK AI INC,3455721,20768883.21,1,ARKQ,ARKQ=3455721
IONS,NASDAQ,462222100,IONIS PHARMACEUTICALS INC,264566,19337128.94,1,ARKG,ARKG=264566
ARCT,NASDAQ,03969T109,ARCTURUS THERAPEUTICS HOLDIN,2578115,18407741.10,1,ARKG,ARKG=2578115
HEI,NYSE,422806109,HEICO CORP,54770,18376978.10,1,ARKX,ARKX=54770
NFLX,NASDAQ,64110L106,NETFLIX INC,228763,18008223.36,1,ARKW,ARKW=228763
GTLB,NASDAQ,37637K108,GITLAB INC-CL A,628865,17488735.65,1,ARKW,ARKW=628865
ATAI,NASDAQ,04650F101,ATAIBECKLEY INC,4022272,16652206.08,1,ARKG,ARKG=4022272
PONY,NASDAQ,732908108,PONY AI INC,2067347,16414735.18,1,ARKQ,ARKQ=2067347
GRMN,NYSE,B3Z5T14,GARMIN LTD,67111,15768400.56,1,ARKX,ARKX=67111
MASS,NASDAQ,65443P102,908 DEVICES INC,1792004,15482914.56,1,ARKG,ARKG=1792004
SE,NYSE,81141R100,SEA LTD-ADR,162289,14088308.09,1,ARKF,ARKF=162289
NU,NYSE,G6683N103,NU HOLDINGS LTD/CAYMAN ISL-A,1097790,13963888.80,1,ARKF,ARKF=1097790
PRME,NASDAQ,74168J101,PRIME MEDICINE INC,4520856,12974856.72,1,ARKG,ARKG=4520856
KLAR,NYSE,G5279N105,KLARNA GROUP PLC,729661,12973372.58,1,ARKF,ARKF=729661
LLY,NYSE,532457108,ELI LILLY & CO,11551,12965997.50,1,ARKG,ARKG=11551
HON,NASDAQ,438516106,HONEYWELL INTERNATIONAL INC,50861,11672090.89,1,ARKX,ARKX=50861
ALMR,NASDAQ,010911105,ALAMAR BIOSCIENCES INC,547557,10983993.42,1,ARKG,ARKG=547557
BNTX,NASDAQ,09075V102,BIONTECH SE-ADR,116525,10428987.50,1,ARKG,ARKG=116525
ETOR,NASDAQ,G32089107,ETORO GROUP LTD-A,263997,10301162.94,1,ARKF,ARKF=263997
FUTU,NASDAQ,36118L106,FUTU HOLDINGS LTD-ADR,103124,9900935.24,1,ARKF,ARKF=103124
LMT,NYSE,539830109,LOCKHEED MARTIN CORP,17128,9179751.60,1,ARKX,ARKX=17128
GENB,NASDAQ,370920100,GENERATE BIOMEDICINES INC,462232,6180041.84,1,ARKG,ARKG=462232
QSI,NASDAQ,74765K105,QUANTUM-SI INC,6358707,6066206.48,1,ARKG,ARKG=6358707
Z,NASDAQ,98954M200,ZILLOW GROUP INC - C,156310,5198870.60,1,ARKF,ARKF=156310
VELO,NASDAQ,92259N302,VELO3D INC,194753,4876615.12,1,PRNT,PRNT=194753
XMTR,NASDAQ,98423F109,XOMETRY INC-A,46048,3959207.04,1,PRNT,PRNT=46048
KSPI,NASDAQ,BJY21K1,JSC KASPI.KZ ADR,42542,3571400.90,1,ARKF,ARKF=42542
PAYP,NASDAQ,70450C101,PAYPAY CORP,250988,3358219.44,1,ARKF,ARKF=250988
DDD,NYSE,88554D205,3D SYSTEMS CORP,1032786,3294587.34,1,PRNT,PRNT=1032786
MTLS,NASDAQ,57667T100,MATERIALISE NV-ADR,419784,2795761.44,1,PRNT,PRNT=419784
PRLB,NYSE,743713109,PROTO LABS INC,35418,2788813.32,1,PRNT,PRNT=35418
HPQ,NYSE,40434L105,HP INC,113869,2765878.01,1,PRNT,PRNT=113869
PTC,NASDAQ,69370C100,PTC INC,21049,2487570.82,1,PRNT,PRNT=21049
ADSK,NASDAQ,052769106,AUTODESK INC,12226,2462071.88,1,PRNT,PRNT=12226
XRAY,NASDAQ,24906P109,DENTSPLY SIRONA INC,235538,2461372.10,1,PRNT,PRNT=235538
SSYS,NASDAQ,M85548101,STRATASYS LTD,257471,2250296.54,1,PRNT,PRNT=257471
NNDM,NASDAQ,63008G203,NANO DIMENSION LTD - ADR,1247498,1534422.54,1,PRNT,PRNT=1247498
MOG.A,NYSE,615394202,MOOG INC-CLASS A,3455,1386526.05,1,PRNT,PRNT=3455
CNTN,NASDAQ,432705309,CANTON STRATEGIC HOLDINGS IN,415451,1370988.30,1,ARKF,ARKF=415451
KALU,NASDAQ,483007704,KAISER ALUMINUM CORP,7530,1368351.60,1,PRNT,PRNT=7530
GE,NYSE,369604301,GENERAL ELECTRIC,3610,1269745.30,1,PRNT,PRNT=3610
LECO,NASDAQ,533900106,LINCOLN ELECTRIC HOLDINGS,4193,1146953.22,1,PRNT,PRNT=4193
AME,NYSE,031100100,AMETEK INC,4186,970733.40,1,PRNT,PRNT=4186
ALGN,NASDAQ,016255101,ALIGN TECHNOLOGY INC,5264,944993.28,1,PRNT,PRNT=5264
MTRN,NYSE,576690101,MATERION CORP,455,116698.40,1,PRNT,PRNT=455
CRS,NYSE,144285103,CARPENTER TECHNOLOGY,178,99963.02,1,PRNT,PRNT=178
ATI,NYSE,01741R102,ATI INC,487,95602.97,1,PRNT,PRNT=487
JBL,NYSE,466313103,JABIL INC,245,91999.95,1,PRNT,PRNT=245
DCH,NYSE,024061103,DAUCH CORPORATION,12067,79273.40,2,PRNT|PRNT,PRNT=5681
MMM,NYSE,88579Y101,3M CO,470,75966.10,1,PRNT,PRNT=470
AVNT,NYSE,05368V106,AVIENT CORP,2015,75905.05,1,PRNT,PRNT=2015
KMT,NYSE,489170100,KENNAMETAL INC,1979,72233.50,1,PRNT,PRNT=1979
