symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2733339,974654020.62,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1712551;ARKQ=563948;ARKW=385983;ARKX=70857
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4969034,713006688.66,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2810653;ARKQ=1053214;ARKW=561916;ARKX=543251
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,7511300,517153005.00,2,ARKG|ARKK,ARKG=2385783;ARKK=5125517
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5364271,462936587.30,3,ARKF|ARKK|ARKW,ARKF=593572;ARKK=3815675;ARKW=955024
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,5532508,411563270.12,2,ARKG|ARKK,ARKG=2552294;ARKK=2980214
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3602749,397923627.05,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2354555;ARKW=814502
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7592874,393538659.42,2,ARKG|ARKK,ARKG=2072268;ARKK=5520606
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2263329,389541554.19,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1619572;ARKW=387523
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,2794794,385961051.40,2,ARKG|ARKK,ARKG=1200990;ARKK=1593804
NVDA,NASDAQ,67066G104,NVIDIA CORP,1717775,364460321.75,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=111999;ARKK=743441;ARKQ=428976;ARKW=283484;ARKX=149875
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2105728,363364423.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=192421;ARKK=985535;ARKQ=496166;ARKW=274292;ARKX=157314
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,712571,359278298.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=26224;ARKK=327587;ARKQ=155626;ARKW=137808;ARKX=65326
AMZN,NASDAQ,023135106,AMAZON.COM INC,1404004,348782673.68,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=612846;ARKQ=264140;ARKW=273898;ARKX=135960
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2436385,316388956.10,3,ARKF|ARKK|ARKW,ARKF=422127;ARKK=1496996;ARKW=517262
XYZ,NYSE,852234103,BLOCK INC,3656266,286322190.46,3,ARKF|ARKK|ARKW,ARKF=790528;ARKK=2011451;ARKW=854287
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,820331,280085613.33,4,ARKK|ARKQ|ARKW|ARKX,ARKK=288640;ARKQ=259897;ARKW=183156;ARKX=88638
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,333148,223289115.52,3,ARKF|ARKK|ARKW,ARKF=44083;ARKK=191601;ARKW=97464
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4582070,218198173.40,3,ARKK|ARKQ|ARKX,ARKK=1367199;ARKQ=2241950;ARKX=972921
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2632655,213034442.60,2,ARKK|ARKW,ARKK=1876077;ARKW=756578
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,1121148,206324866.44,2,ARKK|ARKW,ARKK=878113;ARKW=243035
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8814069,204662682.18,2,ARKG|ARKK,ARKG=2446984;ARKK=6367085
BLSH,NYSE,G16910120,BULLISH,5585992,198079276.32,3,ARKF|ARKK|ARKW,ARKF=745851;ARKK=3972002;ARKW=868139
