symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,380.4450,297.3800,498.8300,41.23,-23.73,27.93,378.9000,0.41,1314105905.70,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,152.0400,104.8300,225.6400,39.08,-32.62,45.03,154.7200,-1.73,956521123.84,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,77.2100,40.7700,104.3200,57.34,-25.99,89.38,77.1900,0.03,751426433.16,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,92.8950,49.9000,159.4700,39.24,-41.75,86.16,94.5900,-1.79,656762490.45,ARKF|ARKK|ARKW,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,199.3850,139.1100,402.1600,22.91,-50.42,43.33,201.0700,-0.84,589857142.37,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,56.6280,44.1200,78.4800,36.40,-27.84,28.35,59.0300,-4.07,587723517.59,ARKG|ARKK,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,159.9200,23.3000,170.6600,92.71,-6.29,586.35,164.6000,-2.84,572983299.00,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,125.3200,63.5150,153.8600,68.41,-18.55,97.31,124.2500,0.86,565463738.00,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,77.1350,11.1600,82.6800,92.25,-6.71,591.17,80.7000,-4.42,550070971.50,ARKG|ARKK,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,614.0100,154.7800,624.6900,97.73,-1.71,296.70,623.7700,-1.56,534949518.39,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,191.9900,106.3700,207.5200,84.65,-7.48,80.49,184.9900,3.78,471116992.84,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
NVDA,NVIDIA CORP,NASDAQ,224.9900,164.2700,236.5400,84.02,-4.88,36.96,228.8700,-1.70,470151391.23,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,142.2550,94.0000,182.1900,54.72,-21.92,51.34,147.7400,-3.71,452783948.90,ARKF|ARKK|ARKW,ok
AMZN,AMAZON.COM INC,NASDAQ,250.3400,196.0000,287.2000,59.58,-12.83,27.72,254.9800,-1.82,427614718.96,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
XYZ,BLOCK INC,NYSE,75.4400,48.2100,86.9200,70.34,-13.21,56.48,77.5300,-2.70,349708988.84,ARKF|ARKK|ARKW,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,754.0970,520.2600,763.9000,95.98,-1.28,44.95,736.5950,2.38,342705979.92,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,337.6200,236.6850,404.4700,60.16,-16.53,42.65,347.4100,-2.82,332249375.01,ARKK|ARKQ|ARKW|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,88.3590,60.5500,153.2000,30.02,-42.32,45.93,86.7600,1.84,319289293.44,ARKK|ARKW,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,206.2800,160.8100,386.3400,20.16,-46.61,28.28,212.4100,-2.89,314329415.84,ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,25.0500,20.2300,38.2600,26.73,-34.53,23.83,25.9300,-3.39,302275033.64,ARKG|ARKK,ok
BLSH,BULLISH,NYSE,40.2900,20.5500,70.5000,39.52,-42.85,96.06,40.7000,-1.01,294347121.20,ARKF|ARKK|ARKW,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,27.5400,12.8000,65.6000,27.92,-58.02,115.16,28.7600,-4.24,273334062.16,ARKF|ARKK|ARKW,ok
TER,TERADYNE INC,NASDAQ,383.2200,128.5900,487.9100,70.86,-21.46,198.02,398.6900,-3.88,263380594.35,ARKK|ARKQ|ARKX,ok
RKLB,ROCKET LAB,NASDAQ,71.6500,37.5700,151.0000,30.04,-52.55,90.71,71.9800,-0.46,258414246.32,ARKK|ARKQ|ARKX,ok
AVGO,BROADCOM INC,NASDAQ,355.6500,289.9600,495.0000,32.04,-28.15,22.65,364.5400,-2.44,252409318.70,ARKK|ARKQ|ARKW,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,47.2100,43.0900,134.0000,4.53,-64.77,9.56,46.9700,0.51,247891032.62,ARKK|ARKQ|ARKX,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,447.2200,266.8200,479.0000,85.02,-6.63,67.61,452.0000,-1.06,231739044.00,ARKK|ARKQ|ARKW|ARKX,ok
NTRA,NATERA INC,NASDAQ,391.9800,157.4250,393.2300,99.47,-0.32,148.99,390.9000,0.28,211637950.80,ARKG|ARKK,ok
ILMN,ILLUMINA INC,NASDAQ,252.2000,88.0000,254.8500,98.41,-1.04,186.59,247.4600,1.92,209193527.98,ARKG|ARKK,ok
ACHR,ARCHER AVIATION INC-A,NYSE,5.7050,4.3000,14.6200,13.61,-60.98,32.67,5.6900,0.26,196892868.04,ARKK|ARKQ|ARKX,ok
NET,CLOUDFLARE INC - CLASS A,NYSE,357.2550,158.8300,364.2100,96.61,-1.91,124.93,353.0000,1.21,192235328.00,ARKF|ARKK|ARKW,ok
RXRX,RECURSION PHARMACEUTICALS-A,NASDAQ,3.8200,2.7700,7.1800,23.81,-46.80,37.91,4.0500,-5.68,172027783.80,ARKG|ARKK,ok
WGS,GENEDX HOLDINGS CORP,NASDAQ,89.5200,32.2100,170.8700,41.33,-47.61,177.93,90.8000,-1.41,167988262.80,ARKG|ARKK,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,12.2000,7.9500,28.2500,20.94,-56.81,53.46,12.6900,-3.86,159417985.41,ARKG|ARKK,ok
XE,X-ENERGY INC,NASDAQ,16.1900,13.2900,37.1000,12.18,-56.36,21.82,16.3600,-1.04,139369694.80,ARKK|ARKQ|ARKX,ok
LLY,ELI LILLY & CO,NYSE,1155.5300,712.0500,1292.6500,76.38,-10.61,62.28,1170.1400,-1.25,124694798.96,ARKG|ARKK,ok
VCYT,VERACYTE INC,NASDAQ,43.4450,29.4550,60.9100,44.48,-28.67,47.50,43.3600,0.20,121411468.80,ARKG|ARKK,ok
BWXT,BWX TECHNOLOGIES INC,NYSE,143.8320,143.1500,241.8200,0.69,-40.52,0.48,144.5100,-0.47,117237061.23,ARKK|ARKQ|ARKX,ok
ABSI,ABSCI CORP,NASDAQ,9.7450,2.2400,12.0550,76.46,-19.16,335.04,10.7100,-9.01,117009888.03,ARKG,ok
PSNL,PERSONALIS INC,NASDAQ,16.1600,4.9550,18.8900,80.41,-14.45,226.14,16.3600,-1.22,114100316.92,ARKG,ok
GH,GUARDANT HEALTH INC,NASDAQ,177.5850,55.3800,183.5100,95.38,-3.23,220.67,177.1600,0.24,106563865.92,ARKG,ok
DE,DEERE & CO,NYSE,713.9020,433.0000,721.1050,97.50,-1.00,64.87,703.1200,1.53,106050886.48,ARKQ|ARKX,ok
LHX,L3HARRIS TECHNOLOGIES INC,NYSE,240.5250,239.0000,379.2300,1.09,-36.58,0.64,239.8900,0.26,103415379.55,ARKQ|ARKX|PRNT,ok
AVAV,AEROVIRONMENT INC,NASDAQ,159.3500,135.2000,417.8600,8.54,-61.87,17.86,156.1500,2.05,95072864.40,ARKQ|ARKX,ok
CDNA,CAREDX INC,NASDAQ,56.0200,13.9500,57.1600,97.36,-1.99,301.58,56.4900,-0.83,87773936.04,ARKG,ok
DASH,DOORDASH INC - A,NASDAQ,187.2550,143.3000,285.5000,30.91,-34.41,30.67,192.2100,-2.58,74082923.67,ARKF|ARKQ|ARKW|ARKX,ok
SOFI,SOFI TECHNOLOGIES INC,NASDAQ,16.8350,14.8800,32.7300,10.95,-48.56,13.14,17.1600,-1.89,73081042.32,ARKF|ARKK,ok
SDGR,SCHRODINGER INC,NASDAQ,29.2750,10.9450,31.5950,88.77,-7.34,167.47,30.7000,-4.64,71178840.30,ARKG,ok
CMPS,COMPASS PATHWAYS PLC,NASDAQ,14.0400,4.8800,15.8700,83.35,-11.53,187.70,14.7800,-5.01,70063481.50,ARKG,ok
TRMB,TRIMBLE INC,NASDAQ,59.7700,47.9200,84.4200,32.47,-29.20,24.73,59.3000,0.79,67589606.30,ARKQ|ARKX,ok
CRWD,CROWDSTRIKE HOLDINGS INC - A,NASDAQ,262.9900,85.6800,263.1900,99.89,-0.08,206.94,250.0600,5.17,59339488.06,ARKF|ARKW,ok
RBLX,ROBLOX CORP -CLASS A,NYSE,49.1700,33.8800,142.0000,14.14,-65.37,45.13,49.8700,-1.40,58523791.49,ARKF|ARKW,ok
LUNR,INTUITIVE MACHINES INC,NASDAQ,15.4550,7.7800,46.7500,19.69,-66.94,98.65,16.2400,-4.83,56737688.00,ARKQ|ARKX,ok
TOST,TOAST INC-CLASS A,NYSE,29.6700,22.2600,39.7250,42.43,-25.31,33.29,29.6500,0.07,55680001.85,ARKF|ARKW,ok
CERS,CERUS CORP,NASDAQ,2.6300,1.3800,3.4700,59.81,-24.21,90.58,2.6700,-1.50,54724691.13,ARKG|ARKK,ok
ADPT,ADAPTIVE BIOTECHNOLOGIES,NASDAQ,27.8850,12.0000,28.7800,94.67,-3.11,132.38,28.0600,-0.62,52884850.36,ARKG,ok
BFLY,BUTTERFLY NETWORK INC,NYSE,9.6650,1.8650,10.0500,95.30,-3.83,418.23,9.9300,-2.67,50308944.87,ARKG,ok
NRIX,NURIX THERAPEUTICS INC,NASDAQ,24.4300,8.2000,28.2300,81.03,-13.46,197.93,25.6700,-4.83,45853140.18,ARKG,ok
MELI,MERCADOLIBRE INC,NASDAQ,1813.0830,1495.0000,2548.5000,30.19,-28.86,21.28,1826.5800,-0.74,45122005.74,ARKF|ARKW,ok
DDOG,DATADOG INC - CLASS A,NASDAQ,253.2600,98.0100,292.7200,79.73,-13.48,158.40,247.4750,2.34,43195276.40,ARKW,ok
PACB,PACIFIC BIOSCIENCES OF CALIF,NASDAQ,1.4180,1.0700,2.7300,20.96,-48.06,32.52,1.4700,-3.54,42618611.91,ARKG|ARKK,ok
ARCT,ARCTURUS THERAPEUTICS HOLDIN,NASDAQ,13.8200,5.5000,24.1700,44.56,-42.82,151.27,14.3800,-3.89,41859072.74,ARKG,ok
IONS,IONIS PHARMACEUTICALS INC,NASDAQ,43.3300,43.1450,86.7400,0.42,-50.05,0.43,45.7500,-5.29,41191836.00,ARKG,ok
RBRK,RUBRIK INC-A,NYSE,113.0100,42.2500,114.4600,97.99,-1.27,167.48,111.8700,1.02,37705336.02,ARKW,ok
JOBY,JOBY AVIATION INC,NYSE,6.3300,5.9300,19.9800,2.85,-68.32,6.75,6.4400,-1.71,36427814.92,ARKQ|ARKX,ok
AUR,AURORA INNOVATION INC,NASDAQ,5.9750,3.6000,8.5650,47.83,-30.24,65.97,6.4600,-7.51,34869348.72,ARKQ,ok
SPOT,SPOTIFY TECHNOLOGY SA,NYSE,499.5050,405.0000,740.0000,28.21,-32.50,23.33,501.3000,-0.36,34795734.30,ARKF|ARKW,ok
ALMR,ALAMAR BIOSCIENCES INC,NASDAQ,32.4900,18.8500,38.5400,69.27,-15.70,72.36,33.2200,-2.20,33767399.16,ARKG,ok
ESLT,ELBIT SYSTEMS LTD,NASDAQ,743.2000,453.0000,1016.0600,51.54,-26.85,64.06,744.7500,-0.21,33638123.25,ARKQ|ARKX,ok
CCJ,CAMECO CORP,NYSE,92.2800,77.7000,135.2400,25.34,-31.77,18.76,94.5900,-2.44,32013134.19,ARKQ,ok
GTLB,GITLAB INC-CL A,NASDAQ,48.9800,18.7300,55.5500,82.16,-11.83,161.51,48.8200,0.33,31223758.58,ARKW,ok
SYM,SYMBOTIC INC,NASDAQ,44.1700,37.6800,87.8800,12.93,-49.74,17.22,45.0700,-2.00,30834279.94,ARKQ,ok
ABNB,AIRBNB INC-CLASS A,NASDAQ,151.9600,110.8100,193.4530,49.79,-21.45,37.14,161.8100,-6.09,29062532.29,ARKF|ARKW,ok
SNPS,SYNOPSYS INC,NASDAQ,412.9750,362.5500,539.4800,28.50,-23.45,13.91,409.2400,0.91,28900938.04,ARKQ|ARKX|PRNT,ok
P,EVERPURE INC-A,NYSE,108.6100,56.7800,119.1000,83.17,-8.81,91.28,110.8900,-2.06,28427205.95,ARKW,ok
GENB,GENERATE BIOMEDICINES INC,NASDAQ,16.6250,11.0000,22.6700,48.20,-26.67,51.14,17.4600,-4.78,28337440.32,ARKG,ok
PRME,PRIME MEDICINE INC,NASDAQ,3.2600,2.6700,6.9400,13.82,-53.03,22.10,3.5400,-7.91,28245606.90,ARKG,ok
ISRG,INTUITIVE SURGICAL INC,NASDAQ,397.4750,328.5700,603.8800,25.03,-34.18,20.97,402.0900,-1.15,28192942.44,ARKQ,ok
CAT,CATERPILLAR INC,NYSE,805.7400,459.5800,1073.4600,56.39,-24.94,75.32,808.0100,-0.28,27610509.71,ARKQ,ok
DKNG,DRAFTKINGS INC-CL A,NASDAQ,20.9200,20.4600,43.6600,1.98,-52.08,2.25,21.8000,-4.04,25333976.20,ARKF|ARKW,ok
MASS,908 DEVICES INC,NASDAQ,10.9850,5.0250,11.2500,95.74,-2.36,118.61,11.1800,-1.74,22621410.76,ARKG,ok
WRD,WERIDE INC-ADR,NASDAQ,5.8550,5.1800,12.4050,9.34,-52.80,13.03,5.9200,-1.10,22530525.44,ARKQ,ok
PONY,PONY AI INC,NASDAQ,7.4450,6.3650,24.9200,5.82,-70.12,16.97,7.2900,2.13,21691176.30,ARKQ,ok
NFLX,NETFLIX INC,NASDAQ,71.5050,65.0800,124.8600,10.75,-42.73,9.87,72.1600,-0.91,19546917.28,ARKW,ok
