symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,324.3000,297.3800,498.8300,13.36,-34.99,9.05,322.0800,0.69,895370483.04,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,117.7300,107.0100,225.6400,9.04,-47.82,10.02,114.5300,2.79,520279210.49,ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,516.1300,149.2200,584.7300,84.25,-11.73,245.89,484.6400,6.50,511239951.04,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMZN,AMAZON.COM INC,NASDAQ,277.6790,196.0000,279.9900,97.25,-0.83,41.67,284.0200,-2.23,411201599.82,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,46.0300,40.7700,104.3200,8.28,-55.88,12.90,46.0500,-0.04,393084595.95,ARKG|ARKK,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,119.9700,94.0000,182.1900,29.45,-34.15,27.63,117.0100,2.53,378480428.99,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,51.6500,44.1200,78.4800,21.92,-34.19,17.07,49.5700,4.20,373512874.63,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,154.0650,106.3700,207.5200,47.15,-25.76,44.84,125.6500,22.61,346820009.55,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,101.2300,23.3000,106.5800,93.58,-5.02,334.46,101.0600,0.17,336524443.82,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,147.0000,139.1100,402.1600,3.00,-63.45,5.67,146.5000,0.34,332323237.00,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,91.8500,63.5150,153.8600,31.36,-40.30,44.61,90.3400,1.67,326850120.00,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,374.5400,194.4670,404.4700,85.75,-7.40,92.60,372.4700,0.56,325901193.31,ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,47.2100,11.1600,50.3400,92.01,-6.22,323.03,47.0100,0.43,316919936.43,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,61.4900,49.9000,189.9200,8.28,-67.62,23.23,60.3500,1.89,298803169.85,ARKF|ARKK|ARKW,ok
NVDA,NVIDIA CORP,NASDAQ,210.4350,164.0700,236.5400,63.98,-11.04,28.26,206.6400,1.84,246815982.00,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,90.5750,60.5500,153.2000,32.41,-40.88,49.59,85.7600,5.61,234176684.80,ARKK|ARKW,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,50.8300,43.0900,134.0000,8.51,-62.07,17.96,49.2100,3.29,231416077.83,ARKK|ARKQ|ARKX,ok
XYZ,BLOCK INC,NYSE,83.4700,48.2100,84.0800,98.30,-0.73,73.14,82.0900,1.68,225513625.59,ARKF|ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,27.0500,15.6000,38.2600,50.53,-29.30,73.40,25.9100,4.40,217474833.61,ARKG|ARKK,ok
TER,TERADYNE INC,NASDAQ,393.2200,103.3300,487.9100,75.38,-19.41,280.55,365.8000,7.50,205236113.80,ARKK|ARKQ|ARKX,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,415.6500,223.7000,479.0000,75.19,-13.23,85.81,406.1100,2.35,181707015.63,ARKK|ARKQ|ARKW|ARKX,ok
RBLX,ROBLOX CORP -CLASS A,NYSE,37.5800,33.8800,142.0000,3.42,-73.54,10.92,36.6700,2.48,171969648.85,ARKF|ARKK|ARKW,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,584.3100,520.2600,796.2500,23.21,-26.62,12.31,590.2400,-1.00,166180891.52,ARKF|ARKK|ARKW,ok
DE,DEERE & CO,NYSE,611.6250,433.0000,674.1900,74.06,-9.28,41.25,605.0600,1.09,158908722.98,ARKK|ARKQ|ARKX,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,219.1400,160.8100,386.3400,25.86,-43.28,36.27,219.9700,-0.38,150077832.05,ARKK|ARKW,ok
ILMN,ILLUMINA INC,NASDAQ,198.1200,88.0000,205.9300,93.38,-3.79,125.14,198.1600,-0.02,149665294.00,ARKG|ARKK,ok
AVGO,BROADCOM INC,NASDAQ,411.8800,281.8700,495.0000,61.00,-16.79,46.12,392.2300,5.01,138579173.53,ARKK|ARKQ|ARKW,ok
ACHR,ARCHER AVIATION INC-A,NYSE,5.0160,4.3000,14.6200,6.94,-65.69,16.65,4.8400,3.64,137077763.68,ARKK|ARKQ|ARKX,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,10.9200,7.9500,28.2500,14.63,-61.35,37.36,10.7700,1.39,136081211.70,ARKG|ARKK,ok
BLSH,BULLISH,NYSE,22.8900,20.5500,118.0000,2.40,-80.60,11.39,22.9300,-0.17,135639365.31,ARKF|ARKK|ARKW,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,17.5150,12.8000,71.7400,8.00,-75.59,36.84,17.4200,0.55,132785587.48,ARKF|ARKK|ARKW,ok
NTRA,NATERA INC,NASDAQ,270.1600,134.8500,288.0400,88.33,-6.21,100.34,270.3600,-0.07,129774151.80,ARKG|ARKK,ok
LHX,L3HARRIS TECHNOLOGIES INC,NYSE,280.5450,262.6800,379.2300,15.33,-26.02,6.80,277.8600,0.97,120016903.38,ARKQ|ARKX|PRNT,ok
XE,X-ENERGY INC,NASDAQ,17.6900,13.2900,37.1000,18.48,-52.32,33.11,17.3900,1.73,117159525.42,ARKK|ARKQ|ARKX,ok
RKLB,ROCKET LAB,NASDAQ,73.3700,37.5700,151.0000,31.56,-51.41,95.29,70.4300,4.17,111511678.14,ARKQ|ARKX,ok
RXRX,RECURSION PHARMACEUTICALS-A,NASDAQ,3.2690,2.7700,7.1800,11.32,-54.47,18.01,3.1800,2.80,107933117.76,ARKG|ARKK,ok
LLY,ELI LILLY & CO,NYSE,1130.3700,623.7800,1249.4500,80.97,-9.53,81.21,1121.3600,0.80,103268285.12,ARKG|ARKK,ok
BWXT,BWX TECHNOLOGIES INC,NYSE,173.1700,157.1000,241.8200,18.97,-28.39,10.23,173.7900,-0.36,94756912.02,ARKK|ARKQ|ARKX,ok
AVAV,AEROVIRONMENT INC,NASDAQ,162.8800,135.2000,417.8600,9.79,-61.02,20.47,159.1800,2.32,90345951.78,ARKQ|ARKX,ok
WGS,GENEDX HOLDINGS CORP,NASDAQ,65.1980,32.2100,170.8700,23.79,-61.84,102.42,67.8600,-3.92,89930650.68,ARKG|ARKK,ok
PSNL,PERSONALIS INC,NASDAQ,13.3100,3.8400,16.3900,75.46,-18.79,246.61,13.2000,0.83,89106600.00,ARKG,ok
VCYT,VERACYTE INC,NASDAQ,44.5000,23.7900,60.9100,55.79,-26.94,87.05,44.8500,-0.78,84538258.35,ARKG|ARKK,ok
ABSI,ABSCI CORP,NASDAQ,8.3500,2.2400,12.0550,62.25,-30.73,272.77,7.9300,5.30,81785174.77,ARKG,ok
DASH,DOORDASH INC - A,NASDAQ,203.7200,143.3000,285.5000,42.49,-28.64,42.16,200.5000,1.61,76112005.50,ARKF|ARKQ|ARKW|ARKX,ok
CDNA,CAREDX INC,NASDAQ,46.8600,11.2590,47.6600,97.80,-1.68,316.20,47.8500,-2.07,73467598.05,ARKG,ok
GH,GUARDANT HEALTH INC,NASDAQ,158.8700,43.6600,176.5800,86.68,-10.03,263.88,158.8300,0.03,72587374.79,ARKG,ok
TRMB,TRIMBLE INC,NASDAQ,58.5000,47.9200,87.5000,26.73,-33.14,22.08,57.7900,1.23,65537269.61,ARKQ|ARKX,ok
SOFI,SOFI TECHNOLOGIES INC,NASDAQ,18.3150,14.8800,32.7300,19.24,-44.04,23.08,18.0300,1.58,60754933.74,ARKF|ARKK,ok
TOST,TOAST INC-CLASS A,NYSE,33.4400,22.2600,49.6600,40.80,-32.66,50.22,32.7900,1.98,59937136.11,ARKF|ARKW,ok
CRWD,CROWDSTRIKE HOLDINGS INC - A,NASDAQ,212.3300,85.6800,217.5000,96.08,-2.38,147.82,202.5400,4.83,58231262.70,ARKF|ARKW,ok
SNOW,SNOWFLAKE INC,NYSE,314.9100,118.3000,316.0000,99.45,-0.34,166.20,307.5300,2.40,53522213.67,ARKK|ARKW,ok
CMPS,COMPASS PATHWAYS PLC,NASDAQ,11.3600,3.9700,15.4000,64.65,-26.23,186.15,11.2500,0.98,50343041.25,ARKG,ok
LUNR,INTUITIVE MACHINES INC,NASDAQ,13.8200,7.7800,46.7500,15.50,-70.44,77.63,13.1000,5.50,45211925.20,ARKQ|ARKX,ok
DDOG,DATADOG INC - CLASS A,NASDAQ,284.0400,98.0100,284.0400,100.00,0.00,189.81,273.6000,3.82,43050139.20,ARKW,ok
JOBY,JOBY AVIATION INC,NYSE,7.7580,6.6300,20.7950,7.96,-62.69,17.01,7.3800,5.12,41580698.58,ARKQ|ARKX,ok
MELI,MERCADOLIBRE INC,NASDAQ,1877.0000,1495.0000,2548.5000,36.26,-26.35,25.55,1898.7900,-1.15,41173362.36,ARKF|ARKW,ok
GOOGL,ALPHABET INC-CL A,NASDAQ,376.6000,193.6700,408.6100,85.11,-7.83,94.45,373.5100,0.83,41143247.03,ARKK|ARKQ|ARKW|ARKX,ok
ADPT,ADAPTIVE BIOTECHNOLOGIES,NASDAQ,23.3100,10.6550,24.5680,90.96,-5.12,118.77,23.1100,0.87,41116248.94,ARKG,ok
ESLT,ELBIT SYSTEMS LTD,NASDAQ,840.0000,432.8500,1016.0600,69.81,-17.33,94.06,830.1500,1.19,39956779.80,ARKQ|ARKX,ok
BFLY,BUTTERFLY NETWORK INC,NYSE,8.2750,1.3200,9.6900,83.09,-14.60,526.89,8.2200,0.67,39313226.82,ARKG,ok
NRIX,NURIX THERAPEUTICS INC,NASDAQ,23.7900,8.1950,25.0850,92.33,-5.16,190.30,23.2200,2.45,39154074.84,ARKG,ok
AUR,AURORA INNOVATION INC,NASDAQ,6.7600,3.6000,8.5650,63.65,-21.07,87.78,6.7900,-0.44,35329890.96,ARKQ,ok
CERS,CERUS CORP,NASDAQ,2.1040,1.1500,3.4700,41.12,-39.37,82.96,2.1500,-2.14,33391426.40,ARKG|ARKK,ok
PACB,PACIFIC BIOSCIENCES OF CALIF,NASDAQ,1.4490,1.0900,2.7300,21.89,-46.92,32.94,1.4200,2.04,33334757.02,ARKG|ARKK,ok
