symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,328.5800,297.3800,498.8300,15.49,-34.13,10.49,319.5300,2.83,886199519.91,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,133.1100,104.8300,225.6400,23.41,-41.01,26.98,114.9200,15.83,544009904.88,ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,483.3600,149.2200,584.7300,76.72,-17.34,223.92,489.2800,-1.21,514906040.00,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,151.5700,94.0000,182.1900,65.28,-16.81,61.24,147.4400,2.80,446299258.16,ARKF|ARKK|ARKW,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,172.0100,106.3700,207.5200,64.89,-17.11,61.71,155.9200,10.32,408680508.72,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMZN,AMAZON.COM INC,NASDAQ,274.4800,196.0000,287.2000,86.05,-4.43,40.04,272.2600,0.82,393375133.26,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,52.0500,40.7700,104.3200,17.75,-50.11,27.67,46.1200,12.86,392700685.08,ARKG|ARKK,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,53.5200,44.1200,78.4800,27.36,-31.80,21.31,51.6400,3.64,388146224.68,ARKG|ARKK,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,115.6700,23.3000,118.3200,97.21,-2.24,396.44,109.0800,6.04,364941429.48,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,66.6700,49.9000,189.9200,11.98,-64.90,33.61,63.2800,5.36,330482014.80,ARKF|ARKK|ARKW,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,153.6000,139.1100,402.1600,5.51,-61.81,10.42,145.4100,5.63,329699725.80,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,93.2900,63.5150,153.8600,32.96,-39.37,46.88,90.7100,2.84,328053259.26,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,353.4700,197.4600,404.4700,75.36,-12.61,79.01,356.6200,-0.88,311069284.02,ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,52.0300,11.1600,52.2200,99.54,-0.36,366.22,45.6000,14.10,305158300.80,ARKG|ARKK,ok
NVDA,NVIDIA CORP,NASDAQ,223.9600,164.0700,236.5400,82.64,-5.32,36.50,218.9900,2.27,278482137.34,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,60.7700,43.0900,134.0000,19.45,-54.65,41.03,57.4100,5.85,268693095.09,ARKK|ARKQ|ARKX,ok
XYZ,BLOCK INC,NYSE,79.0000,48.2100,86.7500,79.89,-8.93,63.87,79.0200,-0.03,238157824.86,ARKF|ARKK|ARKW,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,90.6700,60.5500,153.2000,32.51,-40.82,49.74,85.3300,6.26,232894838.19,ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,27.4800,15.6000,38.2600,52.43,-28.18,76.15,27.2500,0.84,228149153.50,ARKG|ARKK,ok
TER,TERADYNE INC,NASDAQ,379.3100,104.5800,487.9100,71.67,-22.26,262.70,384.8900,-1.45,214712426.06,ARKK|ARKQ|ARKX,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,420.0400,223.7000,479.0000,76.91,-12.31,87.77,418.2000,0.44,186430214.40,ARKK|ARKQ|ARKW|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,592.1000,520.2600,796.2500,26.03,-25.64,13.81,589.9000,0.37,166026765.10,ARKF|ARKK|ARKW,ok
DE,DEERE & CO,NYSE,620.8300,433.0000,674.1900,77.88,-7.91,43.38,614.8400,0.97,158885723.12,ARKK|ARKQ|ARKX,ok
RBLX,ROBLOX CORP -CLASS A,NYSE,37.7900,33.8800,142.0000,3.62,-73.39,11.54,36.0400,4.86,149730702.80,ARKF|ARKK|ARKW,ok
AVGO,BROADCOM INC,NASDAQ,427.7600,281.8700,495.0000,68.45,-13.58,51.76,420.5650,1.71,148222246.34,ARKK|ARKQ|ARKW,ok
ACHR,ARCHER AVIATION INC-A,NYSE,5.5900,4.3000,14.6200,12.50,-61.76,30.00,5.2300,6.88,147628721.47,ARKK|ARKQ|ARKX,ok
ILMN,ILLUMINA INC,NASDAQ,187.9600,88.0000,207.0000,84.00,-9.20,113.59,193.7200,-2.97,145745823.16,ARKG|ARKK,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,226.7300,160.8100,386.3400,29.23,-41.31,40.99,211.3000,7.30,145662190.60,ARKK|ARKW,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,11.9400,7.9500,28.2500,19.66,-57.73,50.19,11.2400,6.23,144451579.36,ARKG|ARKK,ok
XE,X-ENERGY INC,NASDAQ,22.6500,13.2900,37.1000,39.31,-38.95,70.43,20.8200,8.79,139910774.76,ARKK|ARKQ|ARKX,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,18.8200,12.8000,71.7400,10.21,-73.77,47.03,18.3000,2.84,139430591.40,ARKF|ARKK|ARKW,ok
BLSH,BULLISH,NYSE,23.6200,20.5500,118.0000,3.15,-79.98,14.94,23.0400,2.52,135318182.40,ARKF|ARKK|ARKW,ok
NTRA,NATERA INC,NASDAQ,322.1000,149.3750,323.0100,99.48,-0.28,115.63,265.3800,21.37,126035331.12,ARKG|ARKK,ok
LHX,L3HARRIS TECHNOLOGIES INC,NYSE,286.6700,262.6800,379.2300,20.58,-24.41,9.13,289.5300,-0.99,124457365.80,ARKQ|ARKX|PRNT,ok
RKLB,ROCKET LAB,NASDAQ,82.8300,37.5700,151.0000,39.90,-45.15,120.47,75.6700,9.46,119104201.65,ARKQ|ARKX,ok
LLY,ELI LILLY & CO,NYSE,1185.7100,625.9000,1249.4500,89.78,-5.10,89.44,1191.9400,-0.52,109188855.64,ARKG|ARKK,ok
RXRX,RECURSION PHARMACEUTICALS-A,NASDAQ,3.2200,2.7700,7.1800,10.20,-55.15,16.25,3.1800,1.26,107569456.14,ARKG|ARKK,ok
WGS,GENEDX HOLDINGS CORP,NASDAQ,77.0800,32.2100,170.8700,32.36,-54.89,139.30,69.5900,10.76,103217140.62,ARKG|ARKK,ok
AVAV,AEROVIRONMENT INC,NASDAQ,186.7300,135.2000,417.8600,18.23,-55.31,38.11,171.1200,9.12,96583721.52,ARKQ|ARKX,ok
BWXT,BWX TECHNOLOGIES INC,NYSE,169.9000,157.1000,241.8200,15.11,-29.74,8.15,166.7000,1.92,90577278.50,ARKK|ARKQ|ARKX,ok
PSNL,PERSONALIS INC,NASDAQ,14.1600,4.4200,16.3900,81.37,-13.61,220.36,13.0300,8.67,87306681.08,ARKG,ok
VCYT,VERACYTE INC,NASDAQ,47.2200,26.6100,60.9100,60.09,-22.48,77.45,46.1500,2.32,86664854.25,ARKG|ARKK,ok
ABSI,ABSCI CORP,NASDAQ,8.9300,2.2400,12.0550,68.16,-25.92,298.66,8.3000,7.59,84966278.30,ARKG,ok
DASH,DOORDASH INC - A,NASDAQ,216.2600,143.3000,285.5000,51.31,-24.25,50.91,213.2600,1.41,80652586.14,ARKF|ARKQ|ARKW|ARKX,ok
GH,GUARDANT HEALTH INC,NASDAQ,168.4800,53.2900,176.5800,93.43,-4.59,216.16,157.5800,6.92,71482857.82,ARKG,ok
CDNA,CAREDX INC,NASDAQ,46.6900,11.2720,49.7600,92.02,-6.17,314.21,44.8100,4.20,68290036.71,ARKG,ok
TRMB,TRIMBLE INC,NASDAQ,59.5100,47.9200,84.6400,31.56,-29.69,24.19,58.5500,1.64,66024141.70,ARKQ|ARKX,ok
TOST,TOAST INC-CLASS A,NYSE,34.4800,22.2600,45.6400,52.27,-24.45,54.90,34.7200,-0.69,63465000.48,ARKF|ARKW,ok
SOFI,SOFI TECHNOLOGIES INC,NASDAQ,18.3800,14.8800,32.7300,19.61,-43.84,23.52,18.1000,1.55,60964981.10,ARKF|ARKK,ok
CMPS,COMPASS PATHWAYS PLC,NASDAQ,13.5400,3.9700,15.4000,83.73,-12.08,241.06,13.5500,-0.07,60185726.05,ARKG,ok
CRWD,CROWDSTRIKE HOLDINGS INC - A,NASDAQ,214.4200,85.6800,219.3500,96.31,-2.25,150.26,207.3900,3.39,56895372.60,ARKF|ARKW,ok
SNOW,SNOWFLAKE INC,NYSE,330.4900,118.3000,331.4000,99.57,-0.27,179.37,318.0000,3.93,55323414.00,ARKK|ARKW,ok
