symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2732281,1004960274.61,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1714777;ARKQ=563948;ARKW=382699;ARKX=70857
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4967906,733014530.30,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2814307;ARKQ=1053214;ARKW=557134;ARKX=543251
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5503973,511814449.27,3,ARKF|ARKK|ARKW,ARKF=593572;ARKK=3934522;ARKW=975879
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,7654931,469094171.68,2,ARKG|ARKK,ARKG=2400583;ARKK=5254348
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3605809,415677661.52,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2357615;ARKW=814502
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7612907,406909879.15,2,ARKG|ARKK,ARKG=2085123;ARKK=5527784
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2298926,401668350.72,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1658467;ARKW=384225
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,5938966,399633022.14,2,ARKG|ARKK,ARKG=2842414;ARKK=3096552
NVDA,NASDAQ,67066G104,NVIDIA CORP,1716329,383462225.18,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=111999;ARKK=744407;ARKQ=428976;ARKW=281072;ARKX=149875
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,732349,381623402.16,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=26224;ARKK=339262;ARKQ=155626;ARKW=145911;ARKX=65326
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2139383,362689599.99,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=192421;ARKK=1021524;ARKQ=496166;ARKW=271958;ARKX=157314
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,2865689,359701283.28,2,ARKG|ARKK,ARKG=1208440;ARKK=1657249
AMZN,NASDAQ,023135106,AMAZON.COM INC,1422561,359054396.40,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=633733;ARKQ=264140;ARKW=271568;ARKX=135960
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2483997,314945979.63,3,ARKF|ARKK|ARKW,ARKF=422127;ARKK=1549010;ARKW=512860
