symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,360.9450,297.3800,498.8300,31.55,-27.64,21.38,358.9700,0.55,978010175.30,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,143.9000,104.8300,225.6400,32.34,-36.23,37.27,148.1500,-2.87,734100583.55,ARKK|ARKQ|ARKW|ARKX,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,88.8050,49.9000,159.4700,35.51,-44.31,77.97,97.4200,-8.84,520587637.90,ARKF|ARKK|ARKW,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,65.5800,40.7700,104.3200,39.04,-37.14,60.85,62.2100,5.42,465504988.00,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,180.1950,139.1100,402.1600,15.62,-55.19,29.53,191.4500,-5.88,431674950.70,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,112.0200,63.5150,153.8600,53.69,-27.19,76.37,114.3300,-2.02,411027668.67,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,51.8900,44.1200,78.4800,22.61,-33.88,17.61,52.9600,-2.02,400623599.20,ARKG|ARKK,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,73.9300,11.1600,75.6100,97.39,-2.22,562.46,70.1100,5.45,386317247.49,ARKG|ARKK,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,135.0270,23.3000,155.4400,84.55,-13.13,479.52,134.7500,0.21,375097376.50,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,173.6900,106.3700,207.5200,66.55,-16.30,63.29,173.3100,0.22,363984622.14,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
NVDA,NVIDIA CORP,NASDAQ,211.9900,164.2700,236.5400,66.03,-10.38,29.05,210.9600,0.49,361363510.08,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMZN,AMAZON.COM INC,NASDAQ,249.0800,196.0000,287.2000,58.20,-13.27,27.08,253.5400,-1.76,354875881.36,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,502.6500,149.8500,584.7300,81.13,-14.04,235.44,493.4100,1.87,350488365.99,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,130.7700,94.0000,182.1900,41.69,-28.22,39.12,133.8900,-2.33,324966829.02,ARKF|ARKK|ARKW,ok
XYZ,BLOCK INC,NYSE,78.5750,48.2100,86.9200,78.44,-9.60,62.98,79.4900,-1.15,289539224.89,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,340.9300,236.6850,404.4700,62.13,-15.71,44.04,345.7100,-1.38,282734774.98,ARKK|ARKQ|ARKW|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,666.4400,520.2600,790.8000,54.03,-15.73,28.10,665.6000,0.13,220779520.00,ARKF|ARKK|ARKW,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,47.6600,43.0900,134.0000,5.03,-64.43,10.61,47.5800,0.17,217803635.40,ARKK|ARKQ|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,81.9900,60.5500,153.2000,23.14,-46.48,35.41,82.9800,-1.19,217417723.56,ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,23.1900,20.2300,38.2600,16.42,-39.39,14.63,24.1200,-3.86,211803364.08,ARKG|ARKK,ok
