cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,3040417,1113400705.40,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2013061.0,""ARKQ"":563948.0,""ARKW"":392551.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,5471888,847102981.28,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":3303943.0,""ARKQ"":1053214.0,""ARKW"":571480.0,""ARKX"":543251.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8558940,687796418.40,2,ARKG|ARKK,"{""ARKK"":6025157.0,""ARKG"":2533783.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,6060209,515663183.81,3,ARKF|ARKK|ARKW,"{""ARKK"":4485275.0,""ARKW"":971276.0,""ARKF"":603658.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,8690454,498180275.55,2,ARKG|ARKK,"{""ARKK"":6489636.0,""ARKG"":2200818.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3149014,489860617.84,2,ARKG|ARKK,"{""ARKK"":1873524.0,""ARKG"":1275490.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6213798,478276032.06,2,ARKG|ARKK,"{""ARKK"":3503204.0,""ARKG"":2710594.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2558585,445117032.45,3,ARKF|ARKK|ARKW,"{""ARKK"":1903882.0,""ARKW"":394119.0,""ARKF"":260584.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4012456,440607793.36,3,ARKF|ARKK|ARKW,"{""ARKK"":2767655.0,""ARKW"":811109.0,""ARKF"":433692.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,772599,421135988.91,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":384827.0,""ARKQ"":155626.0,""ARKW"":140152.0,""ARKF"":26668.0,""ARKX"":65326.0}"
67066G104,NVDA,NVIDIA CORP,equity,1854911,406856178.74,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":873851.0,""ARKQ"":428976.0,""ARKW"":288308.0,""ARKF"":113901.0,""ARKX"":149875.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2286466,402966767.84,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1158335.0,""ARKQ"":496166.0,""ARKW"":278960.0,""ARKF"":195691.0,""ARKX"":157314.0}"
023135106,AMZN,AMAZON.COM INC,equity,1518110,381334050.90,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":720306.0,""ARKQ"":264140.0,""ARKW"":278558.0,""ARKF"":119146.0,""ARKX"":135960.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2715069,349157873.40,3,ARKF|ARKK|ARKW,"{""ARKK"":1759706.0,""ARKW"":526066.0,""ARKF"":429297.0}"
852234103,XYZ,BLOCK INC,equity,4037130,308719331.10,3,ARKF|ARKK|ARKW,"{""ARKK"":2364341.0,""ARKW"":868827.0,""ARKF"":803962.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,873937,300354668.16,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":339130.0,""ARKQ"":259897.0,""ARKW"":186272.0,""ARKX"":88638.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,3213744,256713870.72,2,ARKK|ARKW,"{""ARKK"":2397075.0,""ARKW"":816669.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,369028,251791494.68,3,ARKF|ARKK|ARKW,"{""ARKK"":225081.0,""ARKW"":99120.0,""ARKF"":44827.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,10083349,248756219.83,2,ARKG|ARKK,"{""ARKK"":7484615.0,""ARKG"":2598734.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,1279184,248340781.76,2,ARKK|ARKW,"{""ARKK"":1032013.0,""ARKW"":247171.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4821830,229808417.80,3,ARKK|ARKQ|ARKX,"{""ARKK"":1606959.0,""ARKQ"":2241950.0,""ARKX"":972921.0}"
X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,223680241,223680242.39,8,ARKF|ARKG|ARKK|ARKQ|ARKW|ARKX|IZRL|PRNT,"{""ARKK"":158892141.0,""ARKQ"":2845376.0,""ARKW"":36587161.0,""ARKG"":8382096.0,""ARKF"":13237023.0,""ARKX"":863993.0,""PRNT"":294091.0,""IZRL"":2578360.0}"
G16910120,BLSH,BULLISH,equity,6310580,220302347.80,3,ARKF|ARKK|ARKW,"{""ARKK"":4669142.0,""ARKW"":882915.0,""ARKF"":758523.0}"
11135F101,AVGO,BROADCOM INC,equity,613561,213089735.30,3,ARKK|ARKQ|ARKW,"{""ARKK"":366261.0,""ARKQ"":121203.0,""ARKW"":126097.0}"
880770102,TER,TERADYNE INC,equity,601487,212403104.31,3,ARKK|ARKQ|ARKX,"{""ARKK"":198387.0,""ARKQ"":324965.0,""ARKX"":78135.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,467569,201176237.94,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":179304.0,""ARKQ"":160893.0,""ARKW"":94929.0,""ARKX"":32443.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,8317566,198706651.74,3,ARKF|ARKK|ARKW,"{""ARKK"":6031001.0,""ARKW"":1539619.0,""ARKF"":746946.0}"
773121108,RKLB UQ,ROCKET LAB,equity,2923968,198303509.76,3,ARKK|ARKQ|ARKX,"{""ARKK"":1215132.0,""ARKQ"":1095025.0,""ARKX"":613811.0}"
452327109,ILMN,ILLUMINA INC,equity,769590,188688076.20,2,ARKG|ARKK,"{""ARKK"":387984.0,""ARKG"":381606.0}"
632307104,NTRA,NATERA INC,equity,494651,181195607.81,2,ARKG|ARKK,"{""ARKK"":239953.0,""ARKG"":254698.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1634751,171567117.45,2,ARKG|ARKK,"{""ARKK"":1103258.0,""ARKG"":531493.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,30736356,165976322.40,3,ARKK|ARKQ|ARKX,"{""ARKK"":16932351.0,""ARKQ"":8928306.0,""ARKX"":4875699.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,481404,160760051.76,3,ARKF|ARKK|ARKW,"{""ARKK"":322067.0,""ARKW"":128351.0,""ARKF"":30986.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12559312,153977165.12,2,ARKG|ARKK,"{""ARKK"":9839063.0,""ARKG"":2720249.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,37897528,134157249.12,2,ARKG|ARKK,"{""ARKK"":23430521.0,""ARKG"":14467007.0}"
98386P102,XE,X-ENERGY INC,equity,7389250,120666452.50,3,ARKK|ARKQ|ARKX,"{""ARKK"":5315571.0,""ARKQ"":1483627.0,""ARKX"":590052.0}"
532457108,LLY,ELI LILLY & CO,equity,100150,115416866.00,2,ARKG|ARKK,"{""ARKK"":32826.0,""ARKG"":67324.0}"
71535D106,PSNL,PERSONALIS INC,equity,6966209,113061572.07,1,ARKG,"{""ARKG"":6966209.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,600811,110008494.10,1,ARKG,"{""ARKG"":600811.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,714245,104529755.75,3,ARKK|ARKQ|ARKX,"{""ARKK"":432162.0,""ARKQ"":202133.0,""ARKX"":79950.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,417275,104510696.50,3,ARKQ|ARKX|PRNT,"{""ARKQ"":216314.0,""ARKX"":197139.0,""PRNT"":3822.0}"
00091E109,ABSI,ABSCI CORP,equity,10912545,101159292.15,1,ARKG,"{""ARKG"":10912545.0}"
244199105,DE,DEERE & CO,equity,145569,99806473.47,2,ARKQ|ARKX,"{""ARKQ"":82537.0,""ARKX"":63032.0}"
92337F107,VCYT,VERACYTE INC,equity,2428100,98508017.00,2,ARKG|ARKK,"{""ARKK"":1449426.0,""ARKG"":978674.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,587016,95906674.08,2,ARKQ|ARKX,"{""ARKQ"":342070.0,""ARKX"":244946.0}"
14167L103,CDNA,CAREDX INC,equity,1551983,84241637.24,1,ARKG,"{""ARKG"":1551983.0}"
25809K105,DASH,DOORDASH INC - A,equity,374987,72957470.72,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":148622.0,""ARKW"":95472.0,""ARKF"":57441.0,""ARKX"":73452.0}"
20451W101,CMPS,COMPASS PATHWAYS PLC,equity,4734894,71023410.00,1,ARKG,"{""ARKG"":4734894.0}"
80810D103,SDGR,SCHRODINGER INC,equity,2315824,70030517.76,1,ARKG,"{""ARKG"":2315824.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,2712654,68792634.17,1,ARKW,"{""ARKW"":2712654.0}"
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,264360,64953252.00,2,ARKF|ARKW,"{""ARKW"":183884.0,""ARKF"":80476.0}"
