trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-08-27,2026-08-27,2026-08-28,IZRL,new,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,0,20444,0,20444,,1.000000
2026-08-27,2026-08-27,2026-08-28,ARKK,buy,VCYT,VERACYTE INC,92337F107,equity,980095,1033258,997146,36112,3.62,1.017398
2026-08-27,2026-08-27,2026-08-28,ARKG,buy,VCYT,VERACYTE INC,92337F107,equity,898520,921866,910188,11678,1.28,1.012985
2026-08-27,2026-08-27,2026-08-28,ARKG,buy,SCTX,SCRIBE THERAPEUTICS INC,811033109,equity,392574,402752,397672,5080,1.28,1.012985
2026-08-27,2026-08-27,2026-08-28,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1393223,1411138,1393223,17915,1.29,1.000000
2026-08-27,2026-08-27,2026-08-28,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1483263,1496706,1483263,13443,0.91,1.000000
2026-08-27,2026-08-27,2026-08-28,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,13170903,8218036,13341934,-5123898,-38.40,1.012985
2026-08-27,2026-08-27,2026-08-28,ARKK,sell,TEM,TEMPUS AI INC-CL A,88023B103,equity,5679961,5719589,5778778,-59189,-1.02,1.017398
2026-08-27,2026-08-27,2026-08-28,ARKK,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,258903,-4427,-1.71,1.017398
2026-08-27,2026-08-27,2026-08-28,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,1328388,1329909,1345638,-15729,-1.17,1.012985
2026-08-27,2026-08-27,2026-08-28,ARKK,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,9728514,9721998,9897766,-175768,-1.78,1.017398
2026-08-27,2026-08-27,2026-08-28,ARKK,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1621770,286156,1649985,-1363829,-82.66,1.017398
2026-08-27,2026-08-27,2026-08-28,ARKG,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,2695252,2685706,2730251,-44545,-1.63,1.012985
2026-08-27,2026-08-27,2026-08-28,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,231498,213651,235525,-21874,-9.29,1.017398
2026-08-27,2026-08-27,2026-08-28,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,91664,84598,91664,-7066,-7.71,1.000000
2026-08-27,2026-08-27,2026-08-28,ARKF,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,58016,53544,58016,-4472,-7.71,1.000000
2026-08-27,2026-08-27,2026-08-28,ARKK,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,439135,-7509,-1.71,1.017398
2026-08-27,2026-08-27,2026-08-28,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1315315,1299941,1315315,-15374,-1.17,1.000000
2026-08-27,2026-08-27,2026-08-28,ARKK,exit,RBLX,ROBLOX CORP -CLASS A,771049103,equity,1001,0,1018,-1001,-100.00,1.017398
