cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2644121,1042999969.66,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1663240.0,""ARKQ"":548830.0,""ARKW"":365942.0,""ARKX"":66109.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1155138,611229721.32,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":503771.0,""ARKQ"":249232.0,""ARKW"":262086.0,""ARKF"":53137.0,""ARKX"":86912.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3900197,527579648.19,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2092368.0,""ARKQ"":878086.0,""ARKW"":426800.0,""ARKX"":502943.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8582802,491365414.50,2,ARKG|ARKK,"{""ARKK"":6335612.0,""ARKG"":2247190.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4200819,485362627.26,3,ARKF|ARKK|ARKW,"{""ARKK"":2797373.0,""ARKW"":957474.0,""ARKF"":445972.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3681856,454893308.80,3,ARKF|ARKK|ARKW,"{""ARKK"":2409606.0,""ARKW"":670960.0,""ARKF"":601290.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7897294,405683992.78,2,ARKG|ARKK,"{""ARKK"":5872916.0,""ARKG"":2024378.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2294022,383583418.62,3,ARKF|ARKK|ARKW,"{""ARKK"":1652756.0,""ARKW"":382794.0,""ARKF"":258472.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2860164,382575536.64,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1468117.0,""ARKQ"":582544.0,""ARKW"":368947.0,""ARKF"":247660.0,""ARKX"":192896.0}"
023135106,AMZN,AMAZON.COM INC,equity,1438536,366769138.56,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":645429.0,""ARKQ"":265032.0,""ARKW"":267007.0,""ARKF"":115379.0,""ARKX"":145689.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7634017,349256277.75,2,ARKG|ARKK,"{""ARKK"":4562096.0,""ARKG"":3071921.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,905503,335226265.63,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":346542.0,""ARKQ"":274007.0,""ARKW"":186272.0,""ARKX"":98682.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3522974,326262622.14,2,ARKG|ARKK,"{""ARKK"":2214745.0,""ARKG"":1308229.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4857958,319119261.02,3,ARKF|ARKK|ARKW,"{""ARKK"":3439206.0,""ARKW"":890687.0,""ARKF"":528065.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5478646,312666327.22,3,ARKF|ARKK|ARKW,"{""ARKK"":3993669.0,""ARKW"":1052865.0,""ARKF"":432112.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8598366,265173607.44,2,ARKG|ARKK,"{""ARKK"":6339633.0,""ARKG"":2258733.0}"
67066G104,NVDA,NVIDIA CORP,equity,1157240,245913500.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":516745.0,""ARKQ"":293847.0,""ARKW"":130097.0,""ARKF"":85949.0,""ARKX"":130602.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
852234103,XYZ,BLOCK INC,equity,2880098,235620817.38,3,ARKF|ARKK|ARKW,"{""ARKK"":1566210.0,""ARKW"":725305.0,""ARKF"":588583.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4557770,226430013.60,3,ARKK|ARKQ|ARKX,"{""ARKK"":1317533.0,""ARKQ"":2222128.0,""ARKX"":1018109.0}"
880770102,TER,TERADYNE INC,equity,583986,199793290.32,3,ARKK|ARKQ|ARKX,"{""ARKK"":152187.0,""ARKQ"":342611.0,""ARKX"":89188.0}"
244199105,DE,DEERE & CO,equity,317202,186984234.96,3,ARKK|ARKQ|ARKX,"{""ARKK"":109864.0,""ARKQ"":124394.0,""ARKX"":82944.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,14094823,183796491.92,2,ARKG|ARKK,"{""ARKK"":11202066.0,""ARKG"":2892757.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,423377,177598183.96,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":139434.0,""ARKQ"":162378.0,""ARKW"":88632.0,""ARKX"":32933.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2223580,171482489.60,2,ARKK|ARKW,"{""ARKK"":1620522.0,""ARKW"":603058.0}"
G16910120,BLSH,BULLISH,equity,6228776,156529140.88,3,ARKF|ARKK|ARKW,"{""ARKK"":4456763.0,""ARKW"":1005042.0,""ARKF"":766971.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,228945,155982517.95,3,ARKF|ARKK|ARKW,"{""ARKK"":126545.0,""ARKW"":64469.0,""ARKF"":37931.0}"
452327109,ILMN,ILLUMINA INC,equity,816928,152888075.20,2,ARKG|ARKK,"{""ARKK"":459797.0,""ARKG"":357131.0}"
632307104,NTRA,NATERA INC,equity,549859,152514390.83,2,ARKG|ARKK,"{""ARKK"":311496.0,""ARKG"":238363.0}"
11135F101,AVGO,BROADCOM INC,equity,364651,143774596.28,3,ARKK|ARKQ|ARKW,"{""ARKK"":185235.0,""ARKQ"":83978.0,""ARKW"":95438.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28414855,135823006.90,3,ARKK|ARKQ|ARKX,"{""ARKK"":14106933.0,""ARKQ"":9034261.0,""ARKX"":5273661.0}"
