cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2703924,1067401038.24,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1721380.0,""ARKQ"":550493.0,""ARKW"":365942.0,""ARKX"":66109.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1183548,632476215.72,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":531426.0,""ARKQ"":249987.0,""ARKW"":262086.0,""ARKF"":53137.0,""ARKX"":86912.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3850606,535773318.84,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2091225.0,""ARKQ"":858450.0,""ARKW"":407215.0,""ARKX"":493716.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8804304,492424722.72,2,ARKG|ARKK,"{""ARKK"":6557114.0,""ARKG"":2247190.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3766102,469783563.48,3,ARKF|ARKK|ARKW,"{""ARKK"":2493852.0,""ARKW"":670960.0,""ARKF"":601290.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4274179,469561304.94,3,ARKF|ARKK|ARKW,"{""ARKK"":2870733.0,""ARKW"":957474.0,""ARKF"":445972.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,8102665,410237928.95,2,ARKG|ARKK,"{""ARKK"":6078287.0,""ARKG"":2024378.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2913229,378836299.16,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1519417.0,""ARKQ"":584309.0,""ARKW"":368947.0,""ARKF"":247660.0,""ARKX"":192896.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2351763,370096943.31,3,ARKF|ARKK|ARKW,"{""ARKK"":1710497.0,""ARKW"":382794.0,""ARKF"":258472.0}"
023135106,AMZN,AMAZON.COM INC,equity,1461854,361531112.74,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":667944.0,""ARKQ"":265835.0,""ARKW"":267007.0,""ARKF"":115379.0,""ARKX"":145689.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,8054855,336451293.35,2,ARKG|ARKK,"{""ARKK"":4982934.0,""ARKG"":3071921.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3709719,335173111.65,2,ARKG|ARKK,"{""ARKK"":2377434.0,""ARKG"":1332285.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,918417,322061289.39,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":358626.0,""ARKQ"":274837.0,""ARKW"":186272.0,""ARKX"":98682.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5618296,309174828.88,3,ARKF|ARKK|ARKW,"{""ARKK"":4133319.0,""ARKW"":1052865.0,""ARKF"":432112.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4753309,299458467.00,3,ARKF|ARKK|ARKW,"{""ARKK"":3395052.0,""ARKW"":848287.0,""ARKF"":509970.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8772430,271945330.00,2,ARKG|ARKK,"{""ARKK"":6561306.0,""ARKG"":2211124.0}"
X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,248516709,248516708.38,8,ARKF|ARKG|ARKK|ARKQ|ARKW|ARKX|IZRL|PRNT,"{""ARKK"":164124540.0,""ARKQ"":6825947.0,""ARKW"":69588993.0,""ARKG"":4413199.0,""ARKF"":880246.0,""ARKX"":2181911.0,""PRNT"":339100.0,""IZRL"":162773.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
67066G104,NVDA,NVIDIA CORP,equity,1176199,239391782.47,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":534814.0,""ARKQ"":294737.0,""ARKW"":130097.0,""ARKF"":85949.0,""ARKX"":130602.0}"
852234103,XYZ,BLOCK INC,equity,2915789,229530910.08,3,ARKF|ARKK|ARKW,"{""ARKK"":1620930.0,""ARKW"":711987.0,""ARKF"":582872.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4548696,213606764.16,3,ARKK|ARKQ|ARKX,"{""ARKK"":1363589.0,""ARKQ"":2179665.0,""ARKX"":1005442.0}"
880770102,TER,TERADYNE INC,equity,590325,201365760.75,3,ARKK|ARKQ|ARKX,"{""ARKK"":157488.0,""ARKQ"":343649.0,""ARKX"":89188.0}"
244199105,DE,DEERE & CO,equity,328303,192267368.92,3,ARKK|ARKQ|ARKX,"{""ARKK"":114854.0,""ARKQ"":129789.0,""ARKX"":83660.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2280238,189966627.78,2,ARKK|ARKW,"{""ARKK"":1677180.0,""ARKW"":603058.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,14493767,188708846.34,2,ARKG|ARKK,"{""ARKK"":11593770.0,""ARKG"":2899997.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,428714,180737248.12,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":144279.0,""ARKQ"":162870.0,""ARKW"":88632.0,""ARKX"":32933.0}"
452327109,ILMN,ILLUMINA INC,equity,833002,158312030.10,2,ARKG|ARKK,"{""ARKK"":475871.0,""ARKG"":357131.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,233334,153237437.82,3,ARKF|ARKK|ARKW,"{""ARKK"":130934.0,""ARKW"":64469.0,""ARKF"":37931.0}"
632307104,NTRA,NATERA INC,equity,560746,153021975.94,2,ARKG|ARKK,"{""ARKK"":322383.0,""ARKG"":238363.0}"
G16910120,BLSH,BULLISH,equity,6384614,146016122.18,3,ARKF|ARKK|ARKW,"{""ARKK"":4612601.0,""ARKW"":1005042.0,""ARKF"":766971.0}"
11135F101,AVGO,BROADCOM INC,equity,371346,142615431.30,3,ARKK|ARKQ|ARKW,"{""ARKK"":191676.0,""ARKQ"":84232.0,""ARKW"":95438.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,686830,140539154.60,2,ARKK|ARKW,"{""ARKK"":540399.0,""ARKW"":146431.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28935509,131656565.95,3,ARKK|ARKQ|ARKX,"{""ARKK"":14600211.0,""ARKQ"":9061637.0,""ARKX"":5273661.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,8233290,120288366.90,3,ARKF|ARKK|ARKW,"{""ARKK"":5938405.0,""ARKW"":1539619.0,""ARKF"":755266.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,412452,119070767.88,3,ARKQ|ARKX|PRNT,"{""ARKQ"":207630.0,""ARKX"":201674.0,""PRNT"":3148.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,35385056,116770684.80,2,ARKG|ARKK,"{""ARKK"":21862482.0,""ARKG"":13522574.0}"
773121108,RKLB UQ,ROCKET LAB,equity,1510869,115928978.37,2,ARKQ|ARKX,"{""ARKQ"":940100.0,""ARKX"":570769.0}"
92337F107,VCYT,VERACYTE INC,equity,1979400,113775912.00,2,ARKG|ARKK,"{""ARKK"":1129640.0,""ARKG"":849760.0}"
71535D106,PSNL,PERSONALIS INC,equity,7236078,108830613.12,1,ARKG,"{""ARKG"":7236078.0}"
532457108,LLY,ELI LILLY & CO,equity,91006,107557261.22,2,ARKG|ARKK,"{""ARKK"":30648.0,""ARKG"":60358.0}"
00091E109,ABSI,ABSCI CORP,equity,9841783,100484604.43,1,ARKG,"{""ARKG"":9841783.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,525500,93087070.00,3,ARKK|ARKQ|ARKX,"{""ARKK"":276200.0,""ARKQ"":176347.0,""ARKX"":72953.0}"
98386P102,XE,X-ENERGY INC,equity,5795156,89419257.08,3,ARKK|ARKQ|ARKX,"{""ARKK"":3978510.0,""ARKQ"":1239301.0,""ARKX"":577345.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1389694,88731961.90,2,ARKG|ARKK,"{""ARKK"":946047.0,""ARKG"":443647.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,555531,78774295.80,2,ARKQ|ARKX,"{""ARKQ"":321263.0,""ARKX"":234268.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,3775474,77887651.07,1,ARKW,"{""ARKW"":3775474.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,452501,71676158.40,1,ARKG,"{""ARKG"":452501.0}"
25809K105,DASH,DOORDASH INC - A,equity,374391,70973301.87,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":147393.0,""ARKW"":95472.0,""ARKF"":58081.0,""ARKX"":73445.0}"
83406F102,SOFI,SOFI TECHNOLOGIES INC,equity,3577389,64858062.57,2,ARKF|ARKK,"{""ARKK"":2407930.0,""ARKF"":1169459.0}"
896239100,TRMB,TRIMBLE INC,equity,1232592,64452235.68,2,ARKQ|ARKX,"{""ARKQ"":755200.0,""ARKX"":477392.0}"
833445109,SNOW,SNOWFLAKE INC,equity,239403,64315615.95,2,ARKK|ARKW,"{""ARKK"":163794.0,""ARKW"":75609.0}"
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,338180,63547403.80,2,ARKF|ARKW,"{""ARKW"":250484.0,""ARKF"":87696.0}"
316841105,FIG,FIGMA INC-CL A,equity,2657515,62850229.75,2,ARKK|ARKW,"{""ARKK"":1636568.0,""ARKW"":1020947.0}"
888787108,TOST,TOAST INC-CLASS A,equity,1871603,56073225.88,2,ARKF|ARKW,"{""ARKW"":726834.0,""ARKF"":1144769.0}"
149123101,CAT,CATERPILLAR INC,equity,55507,51703105.29,1,ARKQ,"{""ARKQ"":55507.0}"
46269C102,IRDM,IRIDIUM COMMUNICATIONS INC,equity,1063037,51652967.83,2,ARKQ|ARKX,"{""ARKQ"":519362.0,""ARKX"":543675.0}"
157085101,CERS,CERUS CORP,equity,16111196,49783595.64,2,ARKG|ARKK,"{""ARKK"":8941770.0,""ARKG"":7169426.0}"
14167L103,CDNA,CAREDX INC,equity,1662290,47807460.40,1,ARKG,"{""ARKG"":1662290.0}"
23804L103,DDOG,DATADOG INC - CLASS A,equity,182362,47457886.88,1,ARKW,"{""ARKW"":182362.0}"
20451W101,CMPS,COMPASS PATHWAYS PLC,equity,3524765,46474026.53,1,ARKG,"{""ARKG"":3524765.0}"
02079K305,GOOGL,ALPHABET INC-CL A,equity,128059,45142078.09,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":92668.0,""ARKQ"":16216.0,""ARKW"":12457.0,""ARKX"":6718.0}"
G65163100,JOBY,JOBY AVIATION INC,equity,5886633,44032014.84,2,ARKQ|ARKX,"{""ARKQ"":3433266.0,""ARKX"":2453367.0}"
M3760D101,ESLT,ELBIT SYSTEMS LTD,equity,59186,43525384.40,2,ARKQ|ARKX,"{""ARKQ"":40657.0,""ARKX"":18529.0}"
MM005473T,,ARK BITCOIN ETF HOLDCO (ARKF),bitcoin_holdco,2096992,43252556.99,1,ARKF,"{""ARKF"":2096992.0}"
58733R102,MELI,MERCADOLIBRE INC,equity,22188,41431652.40,2,ARKF|ARKW,"{""ARKW"":8832.0,""ARKF"":13356.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,147558,39771307.74,1,ARKW,"{""ARKW"":147558.0}"
46125A100,LUNR,INTUITIVE MACHINES INC,equity,2598602,39368820.30,2,ARKQ|ARKX,"{""ARKQ"":1767514.0,""ARKX"":831088.0}"
124155102,BFLY,BUTTERFLY NETWORK INC,equity,4735343,38356278.30,1,ARKG,"{""ARKG"":4735343.0}"
67080M103,NRIX,NURIX THERAPEUTICS INC,equity,1669550,37915480.50,1,ARKG,"{""ARKG"":1669550.0}"
00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES,equity,1761562,37028033.24,1,ARKG,"{""ARKG"":1761562.0}"
500458401,KMTUY,KOMATSU LTD -SPONS ADR,equity,919741,36488700.74,1,ARKQ,"{""ARKQ"":919741.0}"
69404D108,PACB,PACIFIC BIOSCIENCES OF CALIF,equity,24377913,36323090.37,2,ARKG|ARKK,"{""ARKK"":13826682.0,""ARKG"":10551231.0}"
80810D103,SDGR,SCHRODINGER INC,equity,2027393,33269519.13,1,ARKG,"{""ARKG"":2027393.0}"
879360105,TDY,TELEDYNE TECHNOLOGIES INC,equity,52781,32929010.28,2,ARKQ|ARKX,"{""ARKQ"":35129.0,""ARKX"":17652.0}"
26142V105,DKNG UW,DRAFTKINGS INC-CL A,equity,1243327,32885999.15,2,ARKF|ARKW,"{""ARKW"":669057.0,""ARKF"":574270.0}"
051774107,AUR,AURORA INNOVATION INC,equity,5365314,32460149.70,1,ARKQ,"{""ARKQ"":5365314.0}"
