symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2757409,935588873.70,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1732585;ARKQ=565749;ARKW=385983;ARKX=73092
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4815442,704162083.66,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2720823;ARKQ=1020523;ARKW=528535;ARKX=545561
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1020406,516325436.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=44178;ARKK=439569;ARKQ=225424;ARKW=237076;ARKX=74159
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8466387,437204224.68,2,ARKG|ARKK,ARKG=2296956;ARKK=6169431
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2517221,434346483.55,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=209815;ARKK=1289176;ARKQ=525187;ARKW=319433;ARKX=173610
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5518021,411589186.39,3,ARKF|ARKK|ARKW,ARKF=558380;ARKK=3975386;ARKW=984255
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2763651,410816721.15,3,ARKF|ARKK|ARKW,ARKF=485175;ARKK=1731021;ARKW=547455
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7453912,404598343.36,2,ARKG|ARKK,ARKG=1991527;ARKK=5462385
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3174662,394959699.42,2,ARKG|ARKK,ARKG=1235876;ARKK=1938786
AMZN,NASDAQ,023135106,AMAZON.COM INC,1436600,375397946.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=640309;ARKQ=264983;ARKW=273898;ARKX=140250
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6296060,365108519.40,2,ARKG|ARKK,ARKG=2960339;ARKK=3335721
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2319440,349191692.00,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1675683;ARKW=387523
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3606048,347082120.00,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2325748;ARKW=846608
NVDA,NASDAQ,67066G104,NVIDIA CORP,1486302,334432813.02,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=104539;ARKK=691514;ARKQ=343006;ARKW=199858;ARKX=147385
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,866165,295752039.25,4,ARKK|ARKQ|ARKW|ARKX,ARKK=330854;ARKQ=260727;ARKW=183156;ARKX=91428
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4631091,293101749.39,3,ARKK|ARKQ|ARKX,ARKK=1383183;ARKQ=2249112;ARKX=998796
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2720509,288373954.00,2,ARKK|ARKW,ARKK=1963931;ARKW=756578
XYZ,NYSE,852234103,BLOCK INC,3198207,256496201.40,3,ARKF|ARKK|ARKW,ARKF=613315;ARKK=1819426;ARKW=765466
