symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,372.1100,297.3800,498.8300,37.10,-25.40,25.13,377.9400,-1.54,1206303222.90,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,148.6800,104.8300,225.6400,36.30,-34.11,41.83,148.0300,0.44,846784890.80,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,85.0100,40.7700,104.3200,69.61,-18.51,108.51,82.2400,3.37,723249728.96,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,89.0000,49.9000,159.4700,35.68,-44.19,78.36,93.0000,-4.30,595904475.00,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,182.8300,23.3000,186.2000,97.93,-1.81,684.68,184.0300,-0.65,587299171.69,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,195.1100,139.1100,402.1600,21.29,-51.48,40.26,199.2100,-2.06,539090747.03,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,85.7100,11.1600,86.1600,99.40,-0.52,668.01,84.1100,1.90,526761837.03,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,119.4000,63.5150,153.8600,61.86,-22.40,87.99,120.8200,-1.18,509925159.52,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,54.2300,44.1200,78.4800,29.42,-30.90,22.91,55.7000,-2.64,505087878.50,ARKG|ARKK,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,630.6300,159.3300,639.0000,98.26,-1.31,295.80,629.2600,0.22,504587862.50,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,189.6700,106.3700,207.5200,82.35,-8.60,78.31,192.5900,-1.52,457743289.84,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
NVDA,NVIDIA CORP,NASDAQ,225.0700,164.2700,236.5400,84.13,-4.85,37.01,224.5800,0.22,431755274.58,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
