trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-24,2026-07-24,2026-07-27,ARKG,new,,SCRIBE THERAPEUTICS INC,811033109,0,361253,0,361253,,1.022220
2026-07-24,2026-07-24,2026-07-27,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,5548268,7054770,5548268,1506502,27.15,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKK,buy,XE,X-ENERGY INC,98386P102,4345504,4513943,4423349,90594,2.05,1.017914
2026-07-24,2026-07-24,2026-07-27,ARKG,buy,CMPS,COMPASS PATHWAYS PLC,20451W101,4375669,4580026,4472895,107131,2.40,1.022220
2026-07-24,2026-07-24,2026-07-27,ARKX,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,541793,1085342,541793,543549,100.32,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKQ,buy,XE,X-ENERGY INC,98386P102,1418937,1449098,1418937,30161,2.13,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKQ,buy,PONY,PONY AI INC,732908108,2802878,2843282,2802878,40404,1.44,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKQ,buy,KDK,KODIAK AI INC,500081104,3861249,3908749,3861249,47500,1.23,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKQ,buy,WRD,WERIDE INC-ADR,950915108,3726484,3760120,3726484,33636,0.90,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKW,buy,SOLQ/U,3IQ SOLANA STAKING ETF,BTRDQ40,432122,447224,430307,16917,3.93,0.995800
2026-07-24,2026-07-24,2026-07-27,ARKF,buy,SOLQ/U,3IQ SOLANA STAKING ETF,BTRDQ40,363283,374384,363283,11101,3.06,1.000000
2026-07-24,2026-07-24,2026-07-27,IZRL,buy,SVRE,SAVERONE 2014 LTD -ADR,80516T600,477501,480980,477501,3479,0.73,1.000000
2026-07-24,2026-07-24,2026-07-27,PRNT,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,340909,340909,334037,6872,2.06,0.979841
2026-07-24,2026-07-24,2026-07-27,IZRL,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,461899,467114,461899,5215,1.13,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKK,sell,FIG,FIGMA INC-CL A,316841105,656387,40588,668146,-627558,-93.93,1.017914
2026-07-24,2026-07-24,2026-07-27,ARKK,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,2462025,2433657,2506130,-72473,-2.89,1.017914
2026-07-24,2026-07-24,2026-07-27,ARKG,sell,ATAI UQ,ATAIBECKLEY INC,04650F101,2392301,1687102,2445457,-758355,-31.01,1.022220
2026-07-24,2026-07-24,2026-07-27,ARKK,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,7368079,2616250,7500071,-4883821,-65.12,1.017914
2026-07-24,2026-07-24,2026-07-27,ARKK,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,10544700,10423200,10733598,-310398,-2.89,1.017914
2026-07-24,2026-07-24,2026-07-27,ARKK,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,254476,254476,259035,-4559,-1.76,1.017914
2026-07-24,2026-07-24,2026-07-27,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,3474273,1421747,3459681,-2037934,-58.91,0.995800
2026-07-24,2026-07-24,2026-07-27,ARKW,sell,FIG,FIGMA INC-CL A,316841105,899239,804717,895462,-90745,-10.13,0.995800
2026-07-24,2026-07-24,2026-07-27,ARKG,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,2821945,2814979,2884648,-69669,-2.42,1.022220
2026-07-24,2026-07-24,2026-07-27,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,466887,361477,466887,-105410,-22.58,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,2875920,2438280,2939822,-501542,-17.06,1.022220
2026-07-24,2026-07-24,2026-07-27,ARKX,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,312542,239643,312542,-72899,-23.32,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKF,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1287078,955688,1287078,-331390,-25.75,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKX,sell,ESLT,ELBIT SYSTEMS LTD,M3760D101,17564,17366,17564,-198,-1.13,1.000000
2026-07-24,2026-07-24,2026-07-27,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,341931,341931,348056,-6125,-1.76,1.017914
2026-07-24,2026-07-24,2026-07-27,ARKK,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,431626,431626,439358,-7732,-1.76,1.017914
