trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-09-15,2026-09-15,2026-09-16,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,19603392,101331361,19667290,81664071,415.23,1.003260
2026-09-15,2026-09-15,2026-09-16,ARKW,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1761901,29674748,1777021,27897727,1569.92,1.008581
2026-09-15,2026-09-15,2026-09-16,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,888501,13150667,888501,12262166,1380.10,1.000000
2026-09-15,2026-09-15,2026-09-16,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,7534180,10957533,7571754,3385779,44.72,1.004987
2026-09-15,2026-09-15,2026-09-16,ARKG,buy,GH,GUARDANT HEALTH INC,40131M109,equity,546193,557987,548917,9070,1.65,1.004987
2026-09-15,2026-09-15,2026-09-16,ARKX,buy,AVAV,AEROVIRONMENT INC,008073108,equity,235909,244946,235909,9037,3.83,1.000000
2026-09-15,2026-09-15,2026-09-16,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1294032,2658471,1294032,1364439,105.44,1.000000
2026-09-15,2026-09-15,2026-09-16,ARKX,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,789741,1005606,789741,215865,27.33,1.000000
2026-09-15,2026-09-15,2026-09-16,IZRL,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2562629,2578360,2562629,15731,0.61,1.000000
2026-09-15,2026-09-15,2026-09-16,PRNT,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,286754,294091,286754,7337,2.56,1.000000
2026-09-15,2026-09-15,2026-09-16,ARKX,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,equity,99746,73782,99746,-25964,-26.03,1.000000
2026-09-15,2026-09-15,2026-09-16,ARKW,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,814502,814502,821492,-6990,-0.85,1.008581
2026-09-15,2026-09-15,2026-09-16,ARKW,sell,,ARK BITCOIN ETF HOLDCO (ARKW),MM0051EWE,bitcoin_holdco,2712654,2712654,2735932,-23278,-0.85,1.008581
2026-09-15,2026-09-15,2026-09-16,ARKW,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,62528,62528,63065,-537,-0.85,1.008581
2026-09-15,2026-09-15,2026-09-16,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,75787,75787,76437,-650,-0.85,1.008581
2026-09-15,2026-09-15,2026-09-16,ARKW,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,139569,139569,140767,-1198,-0.85,1.008581
2026-09-15,2026-09-15,2026-09-16,ARKQ,exit,TDY,TELEDYNE TECHNOLOGIES INC,879360105,equity,313,0,313,-313,-100.00,1.000000
2026-09-15,2026-09-15,2026-09-16,ARKW,exit,GOOGL,ALPHABET INC-CL A,02079K305,equity,201,0,203,-201,-100.00,1.008581
2026-09-15,2026-09-15,2026-09-16,ARKK,exit,GOOGL,ALPHABET INC-CL A,02079K305,equity,93,0,93,-93,-100.00,1.003260
