symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,379.8300,297.3800,498.8300,40.93,-23.86,27.73,380.1200,-0.08,1214953608.44,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,148.2800,104.8300,225.6400,35.97,-34.28,41.45,148.3600,-0.05,849756824.48,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,77.0300,40.7700,104.3200,57.06,-26.16,88.94,76.5900,0.57,675247999.41,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,93.0000,49.9000,159.4700,39.34,-41.68,86.37,91.7200,1.40,588612641.40,ARKF|ARKK|ARKW,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,199.1650,139.1100,402.1600,22.83,-50.48,43.17,198.1300,0.52,537002636.15,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,121.5900,63.5150,153.8600,64.28,-20.97,91.44,122.7000,-0.90,518610691.20,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,171.7350,23.3000,179.8300,94.83,-4.50,637.06,158.5000,8.35,507169568.00,ARKG|ARKK,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,54.8500,44.1200,78.4800,31.23,-30.11,24.32,55.7600,-1.63,506862526.24,ARKG|ARKK,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,618.6250,154.7800,624.8400,98.68,-0.99,299.68,614.6100,0.65,493361583.03,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,81.2800,11.1600,82.6800,98.04,-1.69,628.32,75.6200,7.48,474873258.22,ARKG|ARKK,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,193.8240,106.3700,207.5200,86.46,-6.60,82.22,191.7900,1.06,456332851.44,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
