trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-06-17,2026-06-17,2026-06-18,ARKK,new,LLY,ELI LILLY & CO,532457108,equity,0,28952,0,28952,,0.988040
2026-06-17,2026-06-17,2026-06-18,ARKF,new,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,0,219958,0,219958,,0.989371
2026-06-17,2026-06-17,2026-06-18,ARKK,buy,XYZ,BLOCK INC,852234103,equity,1446595,1666050,1429294,236756,16.56,0.988040
2026-06-17,2026-06-17,2026-06-18,ARKK,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,equity,1527981,1592267,1509707,82560,5.47,0.988040
2026-06-17,2026-06-17,2026-06-18,ARKG,buy,LLY,ELI LILLY & CO,532457108,equity,11551,23872,11688,12184,104.24,1.011856
2026-06-17,2026-06-17,2026-06-18,ARKW,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,equity,320586,339490,319222,20268,6.35,0.995746
2026-06-17,2026-06-17,2026-06-18,ARKK,buy,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,11593770,11593770,11455111,138659,1.21,0.988040
2026-06-17,2026-06-17,2026-06-18,ARKK,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,254476,254476,251433,3043,1.21,0.988040
2026-06-17,2026-06-17,2026-06-18,ARKF,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,equity,241115,247526,238552,8974,3.76,0.989371
2026-06-17,2026-06-17,2026-06-18,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,5587322,6890604,5653566,1237038,21.88,1.011856
2026-06-17,2026-06-17,2026-06-18,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,8661946,9748549,8687797,1060752,12.21,1.002984
2026-06-17,2026-06-17,2026-06-18,ARKF,buy,,ARK BITCOIN ETF HOLDCO (ARKF),MM005473T,bitcoin_holdco,2096992,2096992,2074702,22290,1.07,0.989371
2026-06-17,2026-06-17,2026-06-18,ARKF,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,private,31991,31991,31651,340,1.07,0.989371
2026-06-17,2026-06-17,2026-06-18,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,equity,547557,562194,554049,8145,1.47,1.011856
2026-06-17,2026-06-17,2026-06-18,ARKG,buy,GENB,GENERATE BIOMEDICINES INC,370920100,equity,462232,477330,467712,9618,2.06,1.011856
2026-06-17,2026-06-17,2026-06-18,ARKK,buy,,BRERA HOLDINGS PLC-CL B,G13311132,equity,364423,364423,360065,4358,1.21,0.988040
2026-06-17,2026-06-17,2026-06-18,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,431626,431626,426464,5162,1.21,0.988040
2026-06-17,2026-06-17,2026-06-18,IZRL,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,70599,81534,70599,10935,15.49,1.000000
2026-06-17,2026-06-17,2026-06-18,ARKF,buy,,BRERA HOLDINGS PLC-CL B,G13311132,equity,91322,91322,90351,971,1.07,0.989371
2026-06-17,2026-06-17,2026-06-18,ARKF,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,equity,78805,78805,77967,838,1.07,0.989371
2026-06-17,2026-06-17,2026-06-18,ARKK,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,78452605,43507600,77514326,-34006726,-43.87,0.988040
2026-06-17,2026-06-17,2026-06-18,ARKK,sell,ROKU,ROKU INC,77543R102,equity,1533278,1297021,1514940,-217919,-14.38,0.988040
2026-06-17,2026-06-17,2026-06-18,ARKK,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,3511774,3194181,3469774,-275593,-7.94,0.988040
2026-06-17,2026-06-17,2026-06-18,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,equity,1676745,1616486,1696625,-80139,-4.72,1.011856
2026-06-17,2026-06-17,2026-06-18,ARKW,sell,ROKU,ROKU INC,77543R102,equity,560551,546142,558166,-12024,-2.15,0.995746
2026-06-17,2026-06-17,2026-06-18,ARKF,sell,ROKU,ROKU INC,77543R102,equity,185873,174578,183897,-9319,-5.07,0.989371
2026-06-17,2026-06-17,2026-06-18,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,2786321,2576258,2794636,-218378,-7.81,1.002984
2026-06-17,2026-06-17,2026-06-18,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,3315104,2211286,3301002,-1089716,-33.01,0.995746
2026-06-17,2026-06-17,2026-06-18,ARKX,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,2347089,2128730,2313790,-185060,-8.00,0.985813
2026-06-17,2026-06-17,2026-06-18,ARKG,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,equity,2806009,2806009,2839277,-33268,-1.17,1.011856
2026-06-17,2026-06-17,2026-06-18,ARKW,sell,BIDU,BAIDU INC - SPON ADR,056752108,equity,3521,2595,3506,-911,-25.98,0.995746
2026-06-17,2026-06-17,2026-06-18,ARKX,exit,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,16374880,0,16142565,-16374880,-100.00,0.985813
