symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,368.0270,297.3800,498.8300,35.07,-26.22,23.76,358.0800,2.78,1068974791.68,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,154.5000,104.8300,225.6400,41.11,-31.53,47.38,150.8800,2.40,811900669.76,ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,80.0850,40.7700,104.3200,61.86,-23.23,96.43,69.9700,14.46,575794884.96,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,84.1300,49.9000,159.4700,31.24,-47.24,68.60,80.4500,4.57,476883947.70,ARKF|ARKK|ARKW,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,57.2500,44.1200,78.4800,38.21,-27.05,29.76,52.2100,9.65,436923614.01,ARKG|ARKK,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,79.5500,11.1600,79.9400,99.43,-0.49,612.81,72.6800,9.45,432013335.96,ARKG|ARKK,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,161.5750,23.3000,163.6950,98.49,-1.30,593.45,143.0700,12.93,431458774.26,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,170.2100,139.1100,402.1600,11.82,-57.68,22.36,164.5100,3.46,411633796.31,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,107.8400,63.5150,153.8600,49.06,-29.91,69.79,104.4200,3.28,411187059.98,ARKF|ARKK|ARKW,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,176.7500,106.3700,207.5200,69.58,-14.83,66.17,174.3400,1.38,392565387.82,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
NVDA,NVIDIA CORP,NASDAQ,218.7700,164.2700,236.5400,75.41,-7.51,33.18,213.9000,2.28,391347589.80,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,549.4450,149.8500,584.7300,91.89,-6.03,266.66,512.5000,7.21,390488612.50,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
AMZN,AMAZON.COM INC,NASDAQ,251.5600,196.0000,287.2000,60.92,-12.41,28.35,245.9600,2.28,368199906.36,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,128.2200,94.0000,182.1900,38.80,-29.62,36.40,129.9600,-1.34,345755590.92,ARKF|ARKK|ARKW,ok
XYZ,BLOCK INC,NYSE,77.0500,48.2100,86.9200,74.50,-11.36,59.82,76.6300,0.55,303506448.62,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,341.6900,236.6850,404.4700,62.58,-15.52,44.36,339.3600,0.69,293607145.44,ARKK|ARKQ|ARKW|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,677.9150,520.2600,790.8000,58.27,-14.27,30.30,673.3100,0.68,243990037.94,ARKF|ARKK|ARKW,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,80.4800,60.5500,153.2000,21.51,-47.47,32.91,83.3500,-3.44,243024511.85,ARKK|ARKW,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,196.0500,160.8100,386.3400,15.63,-49.25,21.91,190.4700,2.93,238306159.56,ARKK|ARKW,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,47.8900,43.0900,134.0000,5.28,-64.26,11.14,47.5900,0.63,227315633.78,ARKK|ARKQ|ARKX,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,24.8650,20.2300,38.2600,25.71,-35.01,22.91,23.1000,7.64,224263347.00,ARKG|ARKK,ok
AVGO,BROADCOM INC,NASDAQ,348.1600,289.9600,495.0000,28.38,-29.66,20.07,339.5100,2.55,204991384.86,ARKK|ARKQ|ARKW,ok
TER,TERADYNE INC,NASDAQ,359.9900,115.0900,487.9100,65.69,-26.22,212.79,341.1500,5.52,203300837.20,ARKK|ARKQ|ARKX,ok
BLSH,BULLISH,NYSE,35.3000,20.5500,74.9800,27.10,-52.92,71.78,32.0800,10.04,197931033.60,ARKF|ARKK|ARKW,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,427.2500,257.9800,479.0000,76.59,-10.80,65.61,417.7200,2.28,193369689.24,ARKK|ARKQ|ARKW|ARKX,ok
BMNR,BITMINE IMMERSION TECHNOLOGI,NYSE,24.1400,12.8000,65.6000,21.48,-63.20,88.59,22.8100,5.83,185706292.02,ARKF|ARKK|ARKW,ok
RKLB,ROCKET LAB,NASDAQ,67.3500,37.5700,151.0000,26.25,-55.40,79.27,63.7000,5.73,184073635.20,ARKK|ARKQ|ARKX,ok
ILMN,ILLUMINA INC,NASDAQ,244.6130,88.0000,246.7600,98.65,-0.87,177.97,228.9300,6.85,168182508.78,ARKG|ARKK,ok
