symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,342.2700,297.3800,498.8300,22.28,-31.39,15.10,339.9600,0.68,935138510.76,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,140.0000,104.8300,225.6400,29.11,-37.95,33.55,141.2900,-0.91,678891950.66,ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,514.3900,149.2200,584.7300,83.85,-12.03,244.72,483.0100,6.50,504567219.31,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,52.1000,40.7700,104.3200,17.83,-50.06,27.79,54.2900,-4.03,457118379.73,ARKG|ARKK,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,154.3200,94.0000,182.1900,68.40,-15.30,64.17,158.5300,-2.66,453728871.53,ARKF|ARKK|ARKW,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,174.0400,106.3700,207.5200,66.90,-16.13,63.62,179.0100,-2.78,453660746.76,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,71.6000,49.9000,159.4700,19.80,-55.10,43.49,75.3800,-5.01,414793299.86,ARKF|ARKK|ARKW,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,118.5700,23.3000,126.4000,92.41,-6.19,408.88,125.2900,-5.36,404885034.07,ARKG|ARKK,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,53.5500,44.1200,78.4800,27.44,-31.77,21.37,53.9900,-0.81,401299679.48,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,262.6500,196.0000,287.2000,73.08,-8.55,34.01,265.1300,-0.94,380231947.42,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,56.0900,11.1600,60.6900,90.71,-7.58,402.60,58.1500,-3.54,371513488.30,ARKG|ARKK,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,95.5600,63.5150,153.8600,35.47,-37.89,50.45,99.3700,-3.83,357442237.08,ARKF|ARKK|ARKW,ok
