symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,330.8800,297.3800,498.8300,16.63,-33.67,11.27,330.8800,0.00,919151221.12,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,138.7400,104.8300,225.6400,28.07,-38.51,32.35,138.7400,0.00,673648601.50,ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,469.5600,149.2200,584.7300,73.56,-19.70,214.68,469.5600,0.00,494682868.68,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,55.0600,40.7700,104.3200,22.49,-47.22,35.05,55.0600,0.00,467471017.66,ARKG|ARKK,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,155.1800,94.0000,182.1900,69.37,-14.83,65.09,155.1800,0.00,463337685.44,ARKF|ARKK|ARKW,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,175.2300,106.3700,207.5200,68.08,-15.56,64.74,175.2300,-0.00,457872835.86,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,124.8800,23.3000,125.6600,99.24,-0.62,435.97,124.8800,0.00,415164184.40,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,278.0900,196.0000,287.2000,90.01,-3.17,41.88,278.0900,-0.00,402255794.55,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,53.5100,44.1200,78.4800,27.33,-31.82,21.28,53.5100,0.00,401060071.99,ARKG|ARKK,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,58.5700,11.1600,59.8700,97.33,-2.17,424.82,58.5700,0.00,382171124.24,ARKG|ARKK,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,67.0500,49.9000,189.9200,12.25,-64.70,34.37,67.0500,0.00,371867010.75,ARKF|ARKK|ARKW,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,148.6800,139.1100,402.1600,3.64,-63.03,6.88,148.6800,0.00,346614115.68,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,94.5200,63.5150,153.8600,34.32,-38.57,48.82,94.5200,0.00,342396998.64,ARKF|ARKK|ARKW,ok
GOOG,ALPHABET INC-CL C,NASDAQ,355.8400,197.4600,404.4700,76.51,-12.02,80.21,355.8400,0.00,310690664.96,ARKK|ARKQ|ARKW|ARKX,ok
NVDA,NVIDIA CORP,NASDAQ,217.5500,164.0700,236.5400,73.80,-8.03,32.60,217.5500,0.00,303606688.60,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,62.4200,43.0900,134.0000,21.26,-53.42,44.86,62.4200,0.00,292362858.42,ARKK|ARKQ|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,88.1900,60.5500,153.2000,29.83,-42.43,45.65,88.1900,0.00,241145942.29,ARKK|ARKW,ok
XYZ,BLOCK INC,NYSE,78.9800,48.2100,86.7500,79.84,-8.96,63.82,78.9800,0.00,238369301.06,ARKF|ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,27.2800,15.6000,38.2600,51.54,-28.70,74.87,27.2800,0.00,227733931.04,ARKG|ARKK,ok
TER,TERADYNE INC,NASDAQ,365.1000,104.8900,487.9100,67.94,-25.17,248.08,365.1000,0.00,213224241.60,ARKK|ARKQ|ARKX,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,418.4700,223.7000,479.0000,76.29,-12.64,87.07,418.4700,0.00,186716292.36,ARKK|ARKQ|ARKW|ARKX,ok
ACHR,ARCHER AVIATION INC-A,NYSE,6.2600,4.3000,14.6200,18.99,-57.18,45.58,6.2600,0.00,176927963.78,ARKK|ARKQ|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,594.9200,520.2600,796.2500,27.05,-25.28,14.35,594.9200,-0.00,167675227.40,ARKF|ARKK|ARKW,ok
AVGO,BROADCOM INC,NASDAQ,422.4000,281.8700,495.0000,65.94,-14.67,49.86,422.4000,0.00,165541939.20,ARKK|ARKQ|ARKW,ok
CBRS,CEREBRAS SYSTEMS INC - A,NASDAQ,230.0100,160.8100,386.3400,30.68,-40.46,43.03,230.0100,-0.00,163709387.49,ARKK|ARKW,ok
NTLA,INTELLIA THERAPEUTICS INC,NASDAQ,12.0200,7.9500,28.2500,20.05,-57.45,51.19,12.0200,0.00,154518987.14,ARKG|ARKK,ok
NTRA,NATERA INC,NASDAQ,318.3500,152.6200,326.0300,95.57,-2.36,108.59,318.3500,0.00,150059366.10,ARKG|ARKK,ok
ILMN,ILLUMINA INC,NASDAQ,191.7900,88.0000,207.0000,87.22,-7.35,117.94,191.7900,-0.00,143292254.49,ARKG|ARKK,ok
BLSH,BULLISH,NYSE,24.5400,20.5500,118.0000,4.09,-79.20,19.42,24.5400,0.00,142413055.62,ARKF|ARKK|ARKW,ok
XE,X-ENERGY INC,NASDAQ,20.6400,13.2900,37.1000,30.87,-44.37,55.30,20.6400,0.00,138943897.92,ARKK|ARKQ|ARKX,ok
