cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2651261,1050376582.98,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1670380.0,""ARKQ"":548830.0,""ARKW"":365942.0,""ARKX"":66109.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,1157301,634351397.13,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":505934.0,""ARKQ"":249232.0,""ARKW"":262086.0,""ARKF"":53137.0,""ARKX"":86912.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,3786063,515207453.04,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2029275.0,""ARKQ"":855857.0,""ARKW"":407215.0,""ARKX"":493716.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8604394,504819795.98,2,ARKG|ARKK,"{""ARKK"":6362814.0,""ARKG"":2241580.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,4246437,481758277.65,3,ARKF|ARKK|ARKW,"{""ARKK"":2842991.0,""ARKW"":957474.0,""ARKF"":445972.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,3692202,464035947.36,3,ARKF|ARKK|ARKW,"{""ARKK"":2419952.0,""ARKW"":670960.0,""ARKF"":601290.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7917461,399515082.06,2,ARKG|ARKK,"{""ARKK"":5898137.0,""ARKG"":2019324.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2866464,383303566.08,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1474417.0,""ARKQ"":582544.0,""ARKW"":368947.0,""ARKF"":247660.0,""ARKX"":192896.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2301113,371629749.50,3,ARKF|ARKK|ARKW,"{""ARKK"":1659847.0,""ARKW"":382794.0,""ARKF"":258472.0}"
023135106,AMZN,AMAZON.COM INC,equity,1441301,356707584.49,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":648194.0,""ARKQ"":265032.0,""ARKW"":267007.0,""ARKF"":115379.0,""ARKX"":145689.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,7746344,354705091.76,2,ARKG|ARKK,"{""ARKK"":4682093.0,""ARKG"":3064251.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3600654,333168514.62,2,ARKG|ARKK,"{""ARKK"":2284109.0,""ARKG"":1316545.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,906987,324093664.71,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":348026.0,""ARKQ"":274007.0,""ARKW"":186272.0,""ARKX"":98682.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,4872721,308053421.62,3,ARKF|ARKK|ARKW,"{""ARKK"":3453969.0,""ARKW"":890687.0,""ARKF"":528065.0}"
771049103,RBLX,ROBLOX CORP -CLASS A,equity,5495796,299356008.12,3,ARKF|ARKK|ARKW,"{""ARKK"":4010819.0,""ARKW"":1052865.0,""ARKF"":432112.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8587280,265261079.20,2,ARKG|ARKK,"{""ARKK"":6366856.0,""ARKG"":2220424.0}"
67066G104,NVDA,NVIDIA CORP,equity,1159459,245573416.20,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":518964.0,""ARKQ"":293847.0,""ARKW"":130097.0,""ARKF"":85949.0,""ARKX"":130602.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,239999289.66,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
852234103,XYZ,BLOCK INC,equity,2886818,230916571.82,3,ARKF|ARKK|ARKW,"{""ARKK"":1572930.0,""ARKW"":725305.0,""ARKF"":588583.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4529303,228095699.08,3,ARKK|ARKQ|ARKX,"{""ARKK"":1323189.0,""ARKQ"":2195183.0,""ARKX"":1010931.0}"
880770102,TER,TERADYNE INC,equity,584637,206511327.51,3,ARKK|ARKQ|ARKX,"{""ARKK"":152838.0,""ARKQ"":342611.0,""ARKX"":89188.0}"
244199105,DE,DEERE & CO,equity,324511,189644228.40,3,ARKK|ARKQ|ARKX,"{""ARKK"":111454.0,""ARKQ"":129397.0,""ARKX"":83660.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,14142927,188100929.10,2,ARKG|ARKK,"{""ARKK"":11250170.0,""ARKG"":2892757.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2230538,178309207.72,2,ARKK|ARKW,"{""ARKK"":1627480.0,""ARKW"":603058.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,423972,178233589.08,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":140029.0,""ARKQ"":162378.0,""ARKW"":88632.0,""ARKX"":32933.0}"
452327109,ILMN,ILLUMINA INC,equity,818012,156403894.40,2,ARKG|ARKK,"{""ARKK"":461771.0,""ARKG"":356241.0}"
G16910120,BLSH,BULLISH,equity,6247914,155260662.90,3,ARKF|ARKK|ARKW,"{""ARKK"":4475901.0,""ARKW"":1005042.0,""ARKF"":766971.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,229484,151698103.36,3,ARKF|ARKK|ARKW,"{""ARKK"":127084.0,""ARKW"":64469.0,""ARKF"":37931.0}"
632307104,NTRA,NATERA INC,equity,550602,150127141.32,2,ARKG|ARKK,"{""ARKK"":312833.0,""ARKG"":237769.0}"
11135F101,AVGO,BROADCOM INC,equity,365442,142197136.62,3,ARKK|ARKQ|ARKW,"{""ARKK"":186026.0,""ARKQ"":83978.0,""ARKW"":95438.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,28475433,138105850.05,3,ARKK|ARKQ|ARKX,"{""ARKK"":14167511.0,""ARKQ"":9034261.0,""ARKX"":5273661.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,670830,136721862.30,2,ARKK|ARKW,"{""ARKK"":524399.0,""ARKW"":146431.0}"
