trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-27,2026-07-27,2026-07-28,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2616250,27896058,2612961,25283097,967.60,0.998743
2026-07-27,2026-07-27,2026-07-28,ARKK,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,2312909,2388032,2310001,78031,3.38,0.998743
2026-07-27,2026-07-27,2026-07-28,ARKK,buy,TSLA,TESLA INC,88160R101,equity,1722986,1739550,1720820,18730,1.09,0.998743
2026-07-27,2026-07-27,2026-07-28,ARKQ,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,962670,985186,959745,25441,2.65,0.996961
2026-07-27,2026-07-27,2026-07-28,ARKQ,buy,TSLA,TESLA INC,88160R101,equity,577563,584942,575808,9134,1.59,0.996961
2026-07-27,2026-07-27,2026-07-28,ARKW,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1421747,2805863,1421747,1384116,97.35,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKX,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,528259,538960,528259,10701,2.03,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKW,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,equity,470674,481043,470674,10369,2.20,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKX,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,1085342,1617386,1085342,532044,49.02,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKQ,buy,PONY,PONY AI INC,732908108,equity,2843282,2854640,2834642,19998,0.71,0.996961
2026-07-27,2026-07-27,2026-07-28,IZRL,buy,SVRE,SAVERONE 2014 LTD -ADR,80516T600,equity,480980,487970,480980,6990,1.45,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKW,buy,SOLQ/U,3IQ SOLANA STAKING ETF,BTRDQ40,equity,447224,449983,447224,2759,0.62,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKF,buy,SOLQ/U,3IQ SOLANA STAKING ETF,BTRDQ40,equity,374384,376424,374384,2040,0.54,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKK,sell,DE,DEERE & CO,244199105,equity,102352,95245,102223,-6978,-6.83,0.998743
2026-07-27,2026-07-27,2026-07-28,ARKK,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,equity,4155478,4077755,4150253,-72498,-1.75,0.998743
2026-07-27,2026-07-27,2026-07-28,ARKQ,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,equity,145551,111891,145109,-33218,-22.89,0.996961
2026-07-27,2026-07-27,2026-07-28,ARKQ,sell,DE,DEERE & CO,244199105,equity,113035,110264,112692,-2428,-2.15,0.996961
2026-07-27,2026-07-27,2026-07-28,ARKQ,sell,CAT,CATERPILLAR INC,149123101,equity,47691,46018,47546,-1528,-3.21,0.996961
2026-07-27,2026-07-27,2026-07-28,ARKW,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,equity,865931,853812,865931,-12119,-1.40,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKX,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,equity,422651,408617,422651,-14034,-3.32,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKQ,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,7054770,6463543,7033332,-569789,-8.10,0.996961
2026-07-27,2026-07-27,2026-07-28,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,361477,302617,360379,-57762,-16.03,0.996961
2026-07-27,2026-07-27,2026-07-28,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,2438280,2135143,2370556,-235413,-9.93,0.972225
2026-07-27,2026-07-27,2026-07-28,ARKX,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,equity,239643,199738,239643,-39905,-16.65,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,341931,334764,341501,-6737,-1.97,0.998743
2026-07-27,2026-07-27,2026-07-28,IZRL,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,cash,467114,454395,467114,-12719,-2.72,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,135388,132550,135388,-2838,-2.10,1.000000
2026-07-27,2026-07-27,2026-07-28,ARKF,sell,,BRERA HOLDINGS PLC-CL B,G13311132,equity,85686,83891,85686,-1795,-2.09,1.000000
2026-07-27,2026-07-27,2026-07-28,IZRL,exit,,ENLIVEX LTD,M4130Y171,equity,1,0,1,-1,-100.00,1.000000
