symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2706988,1112978116.20,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1730061;ARKQ=558808;ARKW=329548;ARKX=88571
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,1422209,778318097.34,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=56505;ARKK=635524;ARKQ=280668;ARKW=276069;ARKX=173443
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,5120130,502387155.60,3,ARKF|ARKK|ARKW,ARKF=461936;ARKK=3675856;ARKW=982338
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,9120806,477200569.92,2,ARKG|ARKK,ARKG=1980792;ARKK=7140014
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,4003716,450378012.84,3,ARKF|ARKK|ARKW,ARKF=622818;ARKK=2715552;ARKW=665346
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,8499076,447136388.36,2,ARKG|ARKK,ARKG=1880339;ARKK=6618737
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2959175,398630464.25,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=234472;ARKK=1500126;ARKQ=593134;ARKW=330142;ARKX=301301
AMZN,NASDAQ,023135106,AMAZON.COM INC,1549193,381132461.86,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=113212;ARKK=681175;ARKQ=269850;ARKW=257592;ARKX=227364
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2163750,367015275.00,3,ARKF|ARKK|ARKW,ARKF=241115;ARKK=1599321;ARKW=323314
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,4542654,367001016.66,2,ARKG|ARKK,ARKG=1643610;ARKK=2899044
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,982538,360699525.18,4,ARKK|ARKQ|ARKW|ARKX,ARKK=369768;ARKQ=278987;ARKW=179859;ARKX=153924
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,4272810,356224169.70,3,ARKF|ARKK|ARKW,ARKF=470540;ARKK=3091080;ARKW=711190
ROKU,NASDAQ,77543R102,ROKU INC,2356058,331968572.20,3,ARKF|ARKK|ARKW,ARKF=185873;ARKK=1604864;ARKW=565321
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,9089558,292865558.76,2,ARKG|ARKK,ARKG=2853326;ARKK=6236232
TER,NASDAQ,880770102,TERADYNE INC,659361,285114290.01,3,ARKK|ARKQ|ARKX,ARKK=171438;ARKQ=348839;ARKX=139084
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,9121939,283874741.68,2,ARKG|ARKK,ARKG=1977283;ARKK=7144656
NVDA,NASDAQ,67066G104,NVIDIA CORP,1303538,276936648.10,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=89017;ARKK=582364;ARKQ=299187;ARKW=129009;ARKX=203961
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4819257,274794034.14,3,ARKK|ARKQ|ARKX,ARKK=1190939;ARKQ=2092404;ARKX=1535914
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,5467896,249664131.36,3,ARKF|ARKK|ARKW,ARKF=407509;ARKK=4108356;ARKW=952031
DE,NYSE,244199105,DEERE & CO,420658,242076059.26,3,ARKK|ARKQ|ARKX,ARKK=135348;ARKQ=150529;ARKX=134781
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2226468,237586400.28,2,ARKK|ARKW,ARKK=1644124;ARKW=582344
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,14418764,215127958.88,2,ARKG|ARKK,ARKG=2824994;ARKK=11593770
XYZ,NYSE,852234103,BLOCK INC,2752109,204619304.15,3,ARKF|ARKK|ARKW,ARKF=584815;ARKK=1514163;ARKW=653131
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,461598,203749357.20,4,ARKK|ARKQ|ARKW|ARKX,ARKK=157029;ARKQ=165330;ARKW=87892;ARKX=51347
RKLB,NASDAQ,773121108,ROCKET LAB,1845835,201657473.75,2,ARKQ|ARKX,ARKQ=954300;ARKX=891535
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,33336628,185018285.40,3,ARKK|ARKQ|ARKX,ARKK=15898311;ARKQ=9198517;ARKX=8239800
BLSH,NYSE,G16910120,BULLISH,6269926,179319883.60,3,ARKF|ARKK|ARKW,ARKF=764411;ARKK=4576313;ARKW=929202
ILMN,NASDAQ,452327109,ILLUMINA INC,973340,162440712.60,2,ARKG|ARKK,ARKG=353410;ARKK=619930
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,528744,160828062.48,3,ARKQ|ARKX|PRNT,ARKQ=210765;ARKX=314831;PRNT=3148
AVGO,NASDAQ,11135F101,BROADCOM INC,388768,153151265.92,3,ARKK|ARKQ|ARKW,ARKK=208626;ARKQ=85502;ARKW=94640
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,8775448,150147915.28,3,ARKF|ARKK|ARKW,ARKF=782306;ARKK=6466405;ARKW=1526737
NTRA,NASDAQ,632307104,NATERA INC,640786,139031338.42,2,ARKG|ARKK,ARKG=236396;ARKK=404390
