symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
TSLA,TESLA INC,NASDAQ,319.7800,297.3800,498.8300,11.12,-35.89,7.53,321.5500,-0.55,892244335.65,ARKK|ARKQ|ARKW|ARKX,ok
SPCX,SPACE EXPLORATION TECHN-CL A,NASDAQ,109.3470,104.8300,225.6400,3.74,-51.54,4.31,108.2700,0.99,510669963.18,ARKK|ARKQ|ARKW|ARKX,ok
AMD,ADVANCED MICRO DEVICES,NASDAQ,480.6300,149.2200,584.7300,76.10,-17.80,222.09,482.0500,-0.29,507741818.85,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
SHOP,SHOPIFY INC - CLASS A,NASDAQ,146.9650,94.0000,182.1900,60.06,-19.33,56.35,144.2400,1.89,453143951.28,ARKF|ARKK|ARKW,ok
PLTR,PALANTIR TECHNOLOGIES INC-A,NASDAQ,154.6700,106.3700,207.5200,47.75,-25.47,45.41,158.4300,-2.37,419318265.30,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
TEM,TEMPUS AI INC-CL A,NASDAQ,45.7600,40.7700,104.3200,7.85,-56.13,12.24,46.7000,-2.01,397538560.10,ARKG|ARKK,ok
AMZN,AMAZON.COM INC,NASDAQ,273.4050,196.0000,287.2000,84.87,-4.80,39.49,272.6500,0.28,394174194.75,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
CRSP,CRISPR THERAPEUTICS AG,NASDAQ,52.9750,44.1200,78.4800,25.77,-32.50,20.07,52.4500,1.00,394131381.45,ARKG|ARKK,ok
TWST,TWIST BIOSCIENCE CORP,NASDAQ,111.2550,23.3000,113.0000,98.05,-1.54,377.49,115.0100,-3.26,384858538.05,ARKG|ARKK,ok
COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,147.3600,139.1100,402.1600,3.14,-63.36,5.93,149.8900,-1.69,339546416.56,ARKF|ARKK|ARKW,ok
HOOD,ROBINHOOD MARKETS INC - A,NASDAQ,91.8000,63.5150,153.8600,31.31,-40.34,44.53,92.8000,-1.08,335334470.40,ARKF|ARKK|ARKW,ok
CRCL,CIRCLE INTERNET GROUP INC,NYSE,61.7900,49.9000,189.9200,8.49,-67.47,23.83,63.2800,-2.35,330184092.56,ARKF|ARKK|ARKW,ok
TXG,10X GENOMICS INC-CLASS A,NASDAQ,46.0160,11.1600,50.3400,88.96,-8.59,312.33,47.4600,-3.04,317750205.36,ARKG|ARKK,ok
GOOG,ALPHABET INC-CL C,NASDAQ,360.5300,195.2200,404.4700,79.00,-10.86,84.68,360.1300,0.11,314576075.91,ARKK|ARKQ|ARKW|ARKX,ok
NVDA,NVIDIA CORP,NASDAQ,221.7850,164.0700,236.5400,79.64,-6.24,35.18,219.2200,1.17,279039876.72,ARKF|ARKK|ARKQ|ARKW|ARKX,ok
KTOS,KRATOS DEFENSE & SECURITY,NASDAQ,56.9650,43.0900,134.0000,15.26,-57.49,32.20,55.3400,2.94,259699385.98,ARKK|ARKQ|ARKX,ok
CRWV,COREWEAVE INC-CL A,NASDAQ,86.8500,60.5500,153.2000,28.39,-43.31,43.44,89.8900,-3.38,245113759.91,ARKK|ARKW,ok
XYZ,BLOCK INC,NYSE,80.4950,48.2100,84.0800,90.01,-4.26,66.97,84.2000,-4.40,231074185.80,ARKF|ARKK|ARKW,ok
BEAM,BEAM THERAPEUTICS INC,NASDAQ,27.8100,15.6000,38.2600,53.88,-27.31,78.27,27.0700,2.73,226586186.60,ARKG|ARKK,ok
TER,TERADYNE INC,NASDAQ,387.3250,104.5800,487.9100,73.76,-20.62,270.36,389.3900,-0.53,217958716.16,ARKK|ARKQ|ARKX,ok
TSM,TAIWAN SEMICONDUCTOR-SP ADR,NYSE,417.5750,223.7000,479.0000,75.94,-12.82,86.67,414.0000,0.86,184901508.00,ARKK|ARKQ|ARKW|ARKX,ok
META,META PLATFORMS INC-CLASS A,NASDAQ,592.1100,520.2600,796.2500,26.03,-25.64,13.81,588.7700,0.57,165592151.27,ARKF|ARKK|ARKW,ok
