cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2985296,1068974791.68,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1956298.0,""ARKQ"":563948.0,""ARKW"":394193.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,5381102,811900669.76,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":3210766.0,""ARKQ"":1053214.0,""ARKW"":573871.0,""ARKX"":543251.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,8229168,575794884.96,2,ARKG|ARKK,"{""ARKK"":5855225.0,""ARKG"":2373943.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5927706,476883947.70,3,ARKF|ARKK|ARKW,"{""ARKK"":4358795.0,""ARKW"":975339.0,""ARKF"":593572.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,8368581,436923614.01,2,ARKG|ARKK,"{""ARKK"":6306597.0,""ARKG"":2061984.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,5944047,432013335.96,2,ARKG|ARKK,"{""ARKK"":3404417.0,""ARKG"":2539630.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,3015718,431458774.26,2,ARKG|ARKK,"{""ARKK"":1820688.0,""ARKG"":1195030.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2502181,411633796.31,3,ARKF|ARKK|ARKW,"{""ARKK"":1850179.0,""ARKW"":395768.0,""ARKF"":256234.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3937819,411187059.98,3,ARKF|ARKK|ARKW,"{""ARKK"":2689625.0,""ARKW"":814502.0,""ARKF"":433692.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2251723,392565387.82,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1125695.0,""ARKQ"":496166.0,""ARKW"":280127.0,""ARKF"":192421.0,""ARKX"":157314.0}"
67066G104,NVDA,NVIDIA CORP,equity,1829582,391347589.80,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":849218.0,""ARKQ"":428976.0,""ARKW"":289514.0,""ARKF"":111999.0,""ARKX"":149875.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,761929,390488612.50,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":374015.0,""ARKQ"":155626.0,""ARKW"":140738.0,""ARKF"":26224.0,""ARKX"":65326.0}"
023135106,AMZN,AMAZON.COM INC,equity,1496991,368199906.36,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":700008.0,""ARKQ"":264140.0,""ARKW"":279723.0,""ARKF"":117160.0,""ARKX"":135960.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2660477,345755590.92,3,ARKF|ARKK|ARKW,"{""ARKK"":1710083.0,""ARKW"":528267.0,""ARKF"":422127.0}"
852234103,XYZ,BLOCK INC,equity,3960674,303506448.62,3,ARKF|ARKK|ARKW,"{""ARKK"":2297684.0,""ARKW"":872462.0,""ARKF"":790528.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,865179,293607145.44,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":329593.0,""ARKQ"":259897.0,""ARKW"":187051.0,""ARKX"":88638.0}"
30303M102,META,META PLATFORMS INC-CLASS A,equity,362374,243990037.94,3,ARKF|ARKK|ARKW,"{""ARKK"":218757.0,""ARKW"":99534.0,""ARKF"":44083.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2915711,243024511.85,2,ARKK|ARKW,"{""ARKK"":2143038.0,""ARKW"":772673.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,1251148,238306159.56,2,ARKK|ARKW,"{""ARKK"":1002943.0,""ARKW"":248205.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4776542,227315633.78,3,ARKK|ARKQ|ARKX,"{""ARKK"":1561671.0,""ARKQ"":2241950.0,""ARKX"":972921.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,9708370,224263347.00,2,ARKG|ARKK,"{""ARKK"":7273526.0,""ARKG"":2434844.0}"
11135F101,AVGO,BROADCOM INC,equity,603786,204991384.86,3,ARKK|ARKQ|ARKW,"{""ARKK"":355959.0,""ARKQ"":121203.0,""ARKW"":126624.0}"
880770102,TER,TERADYNE INC,equity,595928,203300837.20,3,ARKK|ARKQ|ARKX,"{""ARKK"":192828.0,""ARKQ"":324965.0,""ARKX"":78135.0}"
G16910120,BLSH,BULLISH,equity,6169920,197931033.60,3,ARKF|ARKK|ARKW,"{""ARKK"":4537460.0,""ARKW"":886609.0,""ARKF"":745851.0}"
874039100,TSM,TAIWAN SEMICONDUCTOR-SP ADR,equity,462917,193369689.24,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":174255.0,""ARKQ"":160893.0,""ARKW"":95326.0,""ARKX"":32443.0}"
09175A206,BMNR,BITMINE IMMERSION TECHNOLOGI,equity,8141442,185706292.02,3,ARKF|ARKK|ARKW,"{""ARKK"":5860916.0,""ARKW"":1546060.0,""ARKF"":734466.0}"
773121108,RKLB UQ,ROCKET LAB,equity,2889696,184073635.20,3,ARKK|ARKQ|ARKX,"{""ARKK"":1180860.0,""ARKQ"":1095025.0,""ARKX"":613811.0}"
452327109,ILMN,ILLUMINA INC,equity,734646,168182508.78,2,ARKG|ARKK,"{""ARKK"":377070.0,""ARKG"":357576.0}"
X9USDGSFT,,GOLDMAN FS TRSY OBLIG INST 468,cash,163707681,163707681.68,8,ARKF|ARKG|ARKK|ARKQ|ARKW|ARKX|IZRL|PRNT,"{""ARKK"":102640411.0,""ARKQ"":2845376.0,""ARKW"":31730118.0,""ARKG"":9604665.0,""ARKF"":13150667.0,""ARKX"":863993.0,""PRNT"":294091.0,""IZRL"":2578360.0}"
632307104,NTRA,NATERA INC,equity,471881,162959384.54,2,ARKG|ARKK,"{""ARKK"":233221.0,""ARKG"":238660.0}"
03945R102,ACHR,ARCHER AVIATION INC-A,equity,30258741,157950628.02,3,ARKK|ARKQ|ARKX,"{""ARKK"":16454736.0,""ARKQ"":8928306.0,""ARKX"":4875699.0}"
18915M107,NET,CLOUDFLARE INC - CLASS A,equity,472347,153347453.55,3,ARKF|ARKK|ARKW,"{""ARKK"":312989.0,""ARKW"":128888.0,""ARKF"":30470.0}"
81663L200,WGS,GENEDX HOLDINGS CORP,equity,1570161,152965084.62,2,ARKG|ARKK,"{""ARKK"":1072148.0,""ARKG"":498013.0}"
45826J105,NTLA,INTELLIA THERAPEUTICS INC,equity,12564915,144370873.35,2,ARKG|ARKK,"{""ARKK"":9844666.0,""ARKG"":2720249.0}"
75629V104,RXRX,RECURSION PHARMACEUTICALS-A,equity,36324019,115873620.61,2,ARKG|ARKK,"{""ARKK"":22769612.0,""ARKG"":13554407.0}"
532457108,LLY,ELI LILLY & CO,equity,95020,108115656.40,2,ARKG|ARKK,"{""ARKK"":31908.0,""ARKG"":63112.0}"
98386P102,XE,X-ENERGY INC,equity,7239310,105476746.70,3,ARKK|ARKQ|ARKX,"{""ARKK"":5165631.0,""ARKQ"":1483627.0,""ARKX"":590052.0}"
71535D106,PSNL,PERSONALIS INC,equity,6526757,105146055.27,1,ARKG,"{""ARKG"":6526757.0}"
502431109,LHX,L3HARRIS TECHNOLOGIES INC,equity,417275,104627533.50,3,ARKQ|ARKX|PRNT,"{""ARKQ"":216314.0,""ARKX"":197139.0,""PRNT"":3822.0}"
05605H100,BWXT,BWX TECHNOLOGIES INC,equity,702056,102261476.96,3,ARKK|ARKQ|ARKX,"{""ARKK"":419973.0,""ARKQ"":202133.0,""ARKX"":79950.0}"
40131M109,GH,GUARDANT HEALTH INC,equity,562957,98461179.30,1,ARKG,"{""ARKG"":562957.0}"
244199105,DE,DEERE & CO,equity,145569,97454078.43,2,ARKQ|ARKX,"{""ARKQ"":82537.0,""ARKX"":63032.0}"
008073108,AVAV,AEROVIRONMENT INC,equity,587016,91838653.20,2,ARKQ|ARKX,"{""ARKQ"":342070.0,""ARKX"":244946.0}"
92337F107,VCYT,VERACYTE INC,equity,2325527,89532789.50,2,ARKG|ARKK,"{""ARKK"":1408575.0,""ARKG"":916952.0}"
00091E109,ABSI,ABSCI CORP,equity,10224153,82202190.12,1,ARKG,"{""ARKG"":10224153.0}"
14167L103,CDNA,CAREDX INC,equity,1454081,77866037.55,1,ARKG,"{""ARKG"":1454081.0}"
25809K105,DASH,DOORDASH INC - A,equity,374426,73672059.76,4,ARKF|ARKQ|ARKW|ARKX,"{""ARKQ"":148622.0,""ARKW"":95871.0,""ARKF"":56481.0,""ARKX"":73452.0}"
MM0051EWE,,ARK BITCOIN ETF HOLDCO (ARKW),bitcoin_holdco,2712654,68250103.37,1,ARKW,"{""ARKW"":2712654.0}"
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC - A,equity,263785,63667147.60,2,ARKF|ARKW,"{""ARKW"":184653.0,""ARKF"":79132.0}"
