symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,3441501,1291595325.30,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2378125;ARKQ=599968;ARKW=392551;ARKX=70857
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,6138424,932119684.40,4,ARKK|ARKQ|ARKW|ARKX,ARKK=3903199;ARKQ=1120494;ARKW=571480;ARKX=543251
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,9607436,749668231.08,2,ARKG|ARKK,ARKG=2489383;ARKK=7118053
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,6883735,650444120.15,3,ARKF|ARKK|ARKW,ARKF=613744;ARKK=5298715;ARKW=971276
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2908319,584717534.95,3,ARKF|ARKK|ARKW,ARKF=264934;ARKK=2249266;ARKW=394119
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,9829081,573330294.73,2,ARKG|ARKK,ARKG=2162253;ARKK=7666828
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3453936,572766206.88,2,ARKG|ARKK,ARKG=1240604;ARKK=2213332
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,4514296,556612696.80,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=3269495;ARKW=811109
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6769360,535456376.00,2,ARKG|ARKK,ARKG=2630820;ARKK=4138540
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,852519,524742494.88,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=27112;ARKK=454363;ARKQ=165566;ARKW=140152;ARKX=65326
NVDA,NASDAQ,67066G104,NVIDIA CORP,2042637,464454801.06,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=115803;ARKK=1032275;ARKQ=456376;ARKW=288308;ARKX=149875
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2531356,463465970.04,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=198961;ARKK=1368255;ARKQ=527866;ARKW=278960;ARKX=157314
AMZN,NASDAQ,023135106,AMAZON.COM INC,1667500,430965375.00,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=121132;ARKK=850850;ARKQ=281000;ARKW=278558;ARKX=135960
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,3041383,419467543.36,3,ARKF|ARKK|ARKW,ARKF=436467;ARKK=2078850;ARKW=526066
XYZ,NYSE,852234103,BLOCK INC,4479260,348979146.60,3,ARKF|ARKK|ARKW,ARKF=817396;ARKK=2793037;ARKW=868827
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,461921,342396631.65,3,ARKF|ARKK|ARKW,ARKF=51314;ARKK=298147;ARKW=112460
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,951873,333983679.51,4,ARKK|ARKQ|ARKW|ARKX,ARKK=400466;ARKQ=276497;ARKW=186272;ARKX=88638
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,3648344,311678027.92,2,ARKK|ARKW,ARKK=2831675;ARKW=816669
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,1466144,305676362.56,2,ARKK|ARKW,ARKK=1218973;ARKW=247171
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,11497981,290439000.06,2,ARKG|ARKK,ARKG=2655774;ARKK=8842207
BLSH,NYSE,G16910120,BULLISH,7170148,287809740.72,3,ARKF|ARKK|ARKW,ARKF=771195;ARKK=5516038;ARKW=882915
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,9423926,266225909.50,3,ARKF|ARKK|ARKW,ARKF=759426;ARKK=7124881;ARKW=1539619
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,5256334,255405269.06,3,ARKK|ARKQ|ARKX,ARKK=1898223;ARKQ=2385190;ARKX=972921
TER,NASDAQ,880770102,TERADYNE INC,657999,251052938.46,3,ARKK|ARKQ|ARKX,ARKK=234139;ARKQ=345725;ARKX=78135
AVGO,NASDAQ,11135F101,BROADCOM INC,687557,249349421.62,3,ARKK|ARKQ|ARKW,ARKK=432517;ARKQ=128943;ARKW=126097
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,510321,227164289.94,4,ARKK|ARKQ|ARKW|ARKX,ARKK=211776;ARKQ=171173;ARKW=94929;ARKX=32443
RKLB,NASDAQ,773121108,ROCKET LAB,3214344,224650502.16,3,ARKK|ARKQ|ARKX,ARKK=1435548;ARKQ=1164985;ARKX=613811
