cusip,ticker,company,asset_class,total_shares,total_market_value,n_funds,funds,by_fund_shares
88160R101,TSLA,TESLA INC,equity,2677744,955981385.44,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1660240.0,""ARKQ"":563948.0,""ARKW"":382699.0,""ARKX"":70857.0}"
84615Q103,SPCX,SPACE EXPLORATION TECHN-CL A,equity,4878383,686437271.93,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":2724784.0,""ARKQ"":1053214.0,""ARKW"":557134.0,""ARKX"":543251.0}"
88023B103,TEM,TEMPUS AI INC-CL A,equity,7732082,478925159.08,2,ARKG|ARKK,"{""ARKK"":5195339.0,""ARKG"":2536743.0}"
172573107,CRCL,CIRCLE INTERNET GROUP INC,equity,5378827,476779225.28,3,ARKF|ARKK|ARKW,"{""ARKK"":3809376.0,""ARKW"":975879.0,""ARKF"":593572.0}"
H17182108,CRSP,CRISPR THERAPEUTICS AG,equity,7400125,421215115.00,2,ARKG|ARKK,"{""ARKK"":5234235.0,""ARKG"":2165890.0}"
19260Q107,COIN,COINBASE GLOBAL INC -CLASS A,equity,2246202,392995501.92,3,ARKF|ARKK|ARKW,"{""ARKK"":1605743.0,""ARKW"":384225.0,""ARKF"":256234.0}"
90184D100,TWST,TWIST BIOSCIENCE CORP,equity,2930659,383916329.00,2,ARKG|ARKK,"{""ARKK"":1629339.0,""ARKG"":1301320.0}"
67066G104,NVDA,NVIDIA CORP,equity,1692662,379850279.42,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":720740.0,""ARKQ"":428976.0,""ARKW"":281072.0,""ARKF"":111999.0,""ARKX"":149875.0}"
88025U109,TXG,10X GENOMICS INC-CLASS A,equity,6049125,372928556.25,2,ARKG|ARKK,"{""ARKK"":2998062.0,""ARKG"":3051063.0}"
770700102,HOOD,ROBINHOOD MARKETS INC - A,equity,3476832,371986255.68,3,ARKF|ARKK|ARKW,"{""ARKK"":2228638.0,""ARKW"":814502.0,""ARKF"":433692.0}"
69608A108,PLTR,PALANTIR TECHNOLOGIES INC-A,equity,2144016,363324951.36,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":1026157.0,""ARKQ"":496166.0,""ARKW"":271958.0,""ARKF"":192421.0,""ARKX"":157314.0}"
023135106,AMZN,AMAZON.COM INC,equity,1402422,357589561.56,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":613594.0,""ARKQ"":264140.0,""ARKW"":271568.0,""ARKF"":117160.0,""ARKX"":135960.0}"
82509L107,SHOP,SHOPIFY INC - CLASS A,equity,2434752,345418266.24,3,ARKF|ARKK|ARKW,"{""ARKK"":1499765.0,""ARKW"":512860.0,""ARKF"":422127.0}"
007903107,AMD,ADVANCED MICRO DEVICES,equity,740448,338429162.88,5,ARKF|ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":347361.0,""ARKQ"":155626.0,""ARKW"":145911.0,""ARKF"":26224.0,""ARKX"":65326.0}"
852234103,XYZ,BLOCK INC,equity,3587567,295830774.82,3,ARKF|ARKK|ARKW,"{""ARKK"":1950022.0,""ARKW"":847017.0,""ARKF"":790528.0}"
02079K107,GOOG,ALPHABET INC-CL C,equity,847207,282780752.46,4,ARKK|ARKQ|ARKW|ARKX,"{""ARKK"":317074.0,""ARKQ"":259897.0,""ARKW"":181598.0,""ARKX"":88638.0}"
07373V105,BEAM,BEAM THERAPEUTICS INC,equity,8246662,241544729.98,2,ARKG|ARKK,"{""ARKK"":5799062.0,""ARKG"":2447600.0}"
PPOPENAIC,,OPENAI GROUP PBC SERIES C,private,348995,236657627.64,3,ARKF|ARKK|ARKW,"{""ARKK"":254476.0,""ARKW"":62528.0,""ARKF"":31991.0}"
50077B207,KTOS,KRATOS DEFENSE & SECURITY,equity,4535579,216709964.62,3,ARKK|ARKQ|ARKX,"{""ARKK"":1325463.0,""ARKQ"":2241950.0,""ARKX"":968166.0}"
21873S108,CRWV,COREWEAVE INC-CL A,equity,2632041,213011078.13,2,ARKK|ARKW,"{""ARKK"":1881901.0,""ARKW"":750140.0}"
11135F101,AVGO,BROADCOM INC,equity,546365,200647082.60,3,ARKK|ARKQ|ARKW,"{""ARKK"":302227.0,""ARKQ"":121203.0,""ARKW"":122935.0}"
15675D103,CBRS,CEREBRAS SYSTEMS INC - A,equity,1060800,195738816.00,2,ARKK|ARKW,"{""ARKK"":819833.0,""ARKW"":240967.0}"
880770102,TER,TERADYNE INC,equity,566934,193675993.08,3,ARKK|ARKQ|ARKX,"{""ARKK"":163834.0,""ARKQ"":324965.0,""ARKX"":78135.0}"
