symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
TSLA,NASDAQ,88160R101,TESLA INC,2723906,950506998.70,4,ARKK|ARKQ|ARKW|ARKX,ARKK=1704760;ARKQ=563948;ARKW=384341;ARKX=70857
SPCX,NASDAQ,84615Q103,SPACE EXPLORATION TECHN-CL A,4953854,668770290.00,4,ARKK|ARKQ|ARKW|ARKX,ARKK=2797864;ARKQ=1053214;ARKW=559525;ARKX=543251
TEM,NASDAQ,88023B103,TEMPUS AI INC-CL A,8547874,565612822.58,2,ARKG|ARKK,ARKG=2477543;ARKK=6070331
CRCL,NYSE,172573107,CIRCLE INTERNET GROUP INC,5449983,478072508.76,3,ARKF|ARKK|ARKW,ARKF=558380;ARKK=3911536;ARKW=980067
AMD,NASDAQ,007903107,ADVANCED MICRO DEVICES,971157,443571103.98,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=40859;ARKK=432519;ARKQ=216236;ARKW=209649;ARKX=71894
TWST,NASDAQ,90184D100,TWIST BIOSCIENCE CORP,3145299,442858099.20,2,ARKG|ARKK,ARKG=1312708;ARKK=1832591
CRSP,NASDAQ,H17182108,CRISPR THERAPEUTICS AG,7489985,427490893.88,2,ARKG|ARKK,ARKG=2115350;ARKK=5374635
COIN,NASDAQ,19260Q107,COINBASE GLOBAL INC -CLASS A,2290891,411169116.68,3,ARKF|ARKK|ARKW,ARKF=256234;ARKK=1648783;ARKW=385874
PLTR,NASDAQ,69608A108,PALANTIR TECHNOLOGIES INC-A,2314623,407119039.47,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=209815;ARKK=1158570;ARKQ=496166;ARKW=292758;ARKX=157314
SHOP,NASDAQ,82509L107,SHOPIFY INC - CLASS A,2643798,396040940.40,3,ARKF|ARKK|ARKW,ARKF=477441;ARKK=1621231;ARKW=545126
TXG,NASDAQ,88025U109,10X GENOMICS INC-CLASS A,6107208,389639870.40,2,ARKG|ARKK,ARKG=3028746;ARKK=3078462
AMZN,NASDAQ,023135106,AMAZON.COM INC,1420027,372146475.89,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=117160;ARKK=630034;ARKQ=264140;ARKW=272733;ARKX=135960
HOOD,NASDAQ,770700102,ROBINHOOD MARKETS INC - A,3565096,369415247.52,3,ARKF|ARKK|ARKW,ARKF=433692;ARKK=2288398;ARKW=843006
NVDA,NASDAQ,67066G104,NVIDIA CORP,1468745,306203957.60,5,ARKF|ARKK|ARKQ|ARKW|ARKX,ARKF=104539;ARKK=680414;ARKQ=341914;ARKW=199008;ARKX=142870
GOOG,NASDAQ,02079K107,ALPHABET INC-CL C,856466,295129618.94,4,ARKK|ARKQ|ARKW|ARKX,ARKK=325554;ARKQ=259897;ARKW=182377;ARKX=88638
XYZ,NYSE,852234103,BLOCK INC,3182565,258997139.70,3,ARKF|ARKK|ARKW,ARKF=614266;ARKK=1806090;ARKW=762209
KTOS,NASDAQ,50077B207,KRATOS DEFENSE & SECURITY,4571099,242588223.93,3,ARKK|ARKQ|ARKX,ARKK=1360983;ARKQ=2241950;ARKX=968166
BEAM,NASDAQ,07373V105,BEAM THERAPEUTICS INC,8345102,236416739.66,2,ARKG|ARKK,ARKG=2390480;ARKK=5954622
CRWV,NASDAQ,21873S108,COREWEAVE INC-CL A,2685740,231645075.00,2,ARKK|ARKW,ARKK=1932381;ARKW=753359
TER,NASDAQ,880770102,TERADYNE INC,571294,208465180.60,3,ARKK|ARKQ|ARKX,ARKK=168194;ARKQ=324965;ARKX=78135
BMNR,NYSE,09175A206,BITMINE IMMERSION TECHNOLOGI,7502765,181116747.10,3,ARKF|ARKK|ARKW,ARKF=734466;ARKK=5260885;ARKW=1507414
TSM,NYSE,874039100,TAIWAN SEMICONDUCTOR-SP ADR,438161,179698589.32,4,ARKK|ARKQ|ARKW|ARKX,ARKK=151881;ARKQ=160893;ARKW=92944;ARKX=32443
BLSH,NYSE,G16910120,BULLISH,5703381,174580492.41,3,ARKF|ARKK|ARKW,ARKF=745851;ARKK=4093085;ARKW=864445
CBRS,NASDAQ,15675D103,CEREBRAS SYSTEMS INC - A,917689,170167071.27,2,ARKK|ARKW,ARKK=711187;ARKW=206502
ACHR,NYSE,03945R102,ARCHER AVIATION INC-A,27570665,167353936.55,3,ARKK|ARKQ|ARKX,ARKK=13766660;ARKQ=8928306;ARKX=4875699
NTLA,NASDAQ,45826J105,INTELLIA THERAPEUTICS INC,12694305,159440470.80,2,ARKG|ARKK,ARKG=2704831;ARKK=9989474
ILMN,NASDAQ,452327109,ILLUMINA INC,711172,158747813.84,2,ARKG|ARKK,ARKG=373151;ARKK=338021
AVGO,NASDAQ,11135F101,BROADCOM INC,440659,158090822.84,3,ARKK|ARKQ|ARKW,ARKK=237473;ARKQ=99952;ARKW=103234
META,NASDAQ,30303M102,META PLATFORMS INC-CLASS A,277935,155371223.70,3,ARKF|ARKK|ARKW,ARKF=44083;ARKK=152654;ARKW=81198
NTRA,NASDAQ,632307104,NATERA INC,460239,150829525.08,2,ARKG|ARKK,ARKG=249055;ARKK=211184
RKLB,NASDAQ,773121108,ROCKET LAB,2014975,137582493.00,3,ARKK|ARKQ|ARKX,ARKK=392677;ARKQ=1034861;ARKX=587437
WGS,NASDAQ,81663L200,GENEDX HOLDINGS CORP,1484170,126436442.30,2,ARKG|ARKK,ARKG=519713;ARKK=964457
PSNL,NASDAQ,71535D106,PERSONALIS INC,6984132,119149291.92,1,ARKG,ARKG=6984132
XE,NASDAQ,98386P102,X-ENERGY INC,6574870,119070895.70,3,ARKK|ARKQ|ARKX,ARKK=4501191;ARKQ=1483627;ARKX=590052
LLY,NYSE,532457108,ELI LILLY & CO,93682,116814896.26,2,ARKG|ARKK,ARKG=65842;ARKK=27840
RXRX,NASDAQ,75629V104,RECURSION PHARMACEUTICALS-A,33986785,110457051.25,2,ARKG|ARKK,ARKG=14145907;ARKK=19840878
LHX,NYSE,502431109,L3HARRIS TECHNOLOGIES INC,417275,109672388.25,3,ARKQ|ARKX|PRNT,ARKQ=216314;ARKX=197139;PRNT=3822
NET,NYSE,18915M107,CLOUDFLARE INC - CLASS A,380229,106597200.15,3,ARKF|ARKK|ARKW,ARKF=26144;ARKK=238008;ARKW=116077
DE,NYSE,244199105,DEERE & CO,149744,97129948.16,2,ARKQ|ARKX,ARKQ=86712;ARKX=63032
BWXT,NYSE,05605H100,BWX TECHNOLOGIES INC,648042,96895239.84,3,ARKK|ARKQ|ARKX,ARKK=365959;ARKQ=202133;ARKX=79950
ABSI,NASDAQ,00091E109,ABSCI CORP,10670333,94325743.72,1,ARKG,ARKG=10670333
DASH,NASDAQ,25809K105,DOORDASH INC - A,372032,85217649.92,4,ARKF|ARKQ|ARKW|ARKX,ARKF=56481;ARKQ=148622;ARKW=93477;ARKX=73452
AVAV,NASDAQ,008073108,AEROVIRONMENT INC,548963,81356316.60,2,ARKQ|ARKX,ARKQ=328743;ARKX=220220
VCYT,NASDAQ,92337F107,VERACYTE INC,1892943,78500346.21,2,ARKG|ARKK,ARKG=887920;ARKK=1005023
GH,NASDAQ,40131M109,GUARDANT HEALTH INC,472805,77152319.90,1,ARKG,ARKG=472805
CDNA,NASDAQ,14167L103,CAREDX INC,1517536,72082960.00,1,ARKG,ARKG=1517536
TOST,NYSE,888787108,TOAST INC-CLASS A,1824868,66990904.28,2,ARKF|ARKW,ARKF=1113239;ARKW=711629
TRMB,NASDAQ,896239100,TRIMBLE INC,1097091,66560510.97,2,ARKQ|ARKX,ARKQ=668515;ARKX=428576
CMPS,NASDAQ,20451W101,COMPASS PATHWAYS PLC,4629805,65743231.00,1,ARKG,ARKG=4629805
SOFI,NASDAQ,83406F102,SOFI TECHNOLOGIES INC,3322567,60603622.08,2,ARKF|ARKK,ARKF=1137249;ARKK=2185318
LUNR,NASDAQ,46125A100,INTUITIVE MACHINES INC,3344700,55722702.00,2,ARKQ|ARKX,ARKQ=2332102;ARKX=1012598
CRWD,NASDAQ,22788C105,CROWDSTRIKE HOLDINGS INC - A,273510,52152886.80,2,ARKF|ARKW,ARKF=79132;ARKW=194378
RBLX,NYSE,771049103,ROBLOX CORP -CLASS A,1229415,47652125.40,3,ARKF|ARKK|ARKW,ARKF=379082;ARKK=25519;ARKW=824814
ADPT,NASDAQ,00650F109,ADAPTIVE BIOTECHNOLOGIES,1840726,47030549.30,1,ARKG,ARKG=1840726
MELI,NASDAQ,58733R102,MERCADOLIBRE INC,24036,46819724.40,2,ARKF|ARKW,ARKF=12996;ARKW=11040
NRIX,NASDAQ,67080M103,NURIX THERAPEUTICS INC,1744574,45829958.98,1,ARKG,ARKG=1744574
CERS,NASDAQ,157085101,CERUS CORP,16653893,44798972.17,2,ARKG|ARKK,ARKG=7752632;ARKK=8901261
BFLY,NYSE,124155102,BUTTERFLY NETWORK INC,4948139,44285844.05,1,ARKG,ARKG=4948139
SDGR,NASDAQ,80810D103,SCHRODINGER INC,2264429,42503332.33,1,ARKG,ARKG=2264429
ARCT,NASDAQ,03969T109,ARCTURUS THERAPEUTICS HOLDIN,2843003,40768663.02,1,ARKG,ARKG=2843003
JOBY,NYSE,G65163100,JOBY AVIATION INC,5449053,39178691.07,2,ARKQ|ARKX,ARKQ=3246570;ARKX=2202483
DDOG,NASDAQ,23804L103,DATADOG INC - CLASS A,170894,38582738.38,1,ARKW,ARKW=170894
IONS,NASDAQ,462222100,IONIS PHARMACEUTICALS INC,605738,37579985.52,1,ARKG,ARKG=605738
GOOGL,NASDAQ,02079K305,ALPHABET INC-CL A,107861,37542099.66,4,ARKK|ARKQ|ARKW|ARKX,ARKK=74253;ARKQ=15341;ARKW=12197;ARKX=6070
SPOT,NYSE,L8681T102,SPOTIFY TECHNOLOGY SA,67636,36377346.24,2,ARKF|ARKW,ARKF=26476;ARKW=41160
P,NYSE,74624M102,EVERPURE INC-A,327759,32920113.96,1,ARKW,ARKW=327759
CCJ,NYSE,13321L108,CAMECO CORP,318121,32534234.67,1,ARKQ,ARKQ=318121
ALMR,NASDAQ,010911105,ALAMAR BIOSCIENCES INC,992758,32463186.60,1,ARKG,ARKG=992758
RBRK,NYSE,781154109,RUBRIK INC-A,329996,32352807.84,1,ARKW,ARKW=329996
ESLT,NASDAQ,M3760D101,ELBIT SYSTEMS LTD,43307,31631432.80,2,ARKQ|ARKX,ARKQ=29371;ARKX=13936
